ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM	REPLACEMENT ID	NOTE	REFERENCE	CONFIDENCE SCORE
RXN3O-663	inositol phosphorylceramide mannosyltransferase	GDP-alpha-D-mannose[s] + IPC[s] => GDP[s] + MIPC[s] + H+[s]	ec-code/2.4.1	augustus_masked-NODE_3836_length_1425_cov_2.8635_ID_7671-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3836_length_1425_cov_2.8635_ID_7671-processed-gene-0.0&CDS=1-987	0	1000				sphingolipid biosynthesis (yeast)				2
L-ARABINITOL-4-DEHYDROGENASE-RXN	L-arabitol dehydrogenase;L-arabinitol 4-dehydrogenase	L-arabinitol[s] + NAD+[s] <=> L-xylulose[s] + NADH[s] + H+[s]	ec-code/1.1.1.12	augustus_masked-NODE_99_length_9009_cov_4.18081_ID_197-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_99_length_9009_cov_4.18081_ID_197-processed-gene-0.8&CDS=1-879	-1000	1000			rhea/16384;kegg.reaction/R01903	L-arabinose degradation II				2
RXN3O-581	inositol phosphorylceramide synthase	Alpha-hydroxyphytoceramides[s] + L-1-phosphatidyl-inositols[s] => DIACYLGLYCEROL[s] + IPC[s]	ec-code/2.7.1	augustus_masked-NODE_557_length_5167_cov_2.60055_ID_1113-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_557_length_5167_cov_2.60055_ID_1113-processed-gene-0.8&CDS=1-1512	0	1000				sphingolipid biosynthesis (yeast)				2
RXN3O-58	3-hexaprenyl-4-hydroxybenzoate monooxygenase	3-hexaprenyl-4-hydroxybenzoate[s] + oxygen[s] + 2 H+[s] + 2 Reduced-ferredoxins[s] => 3,4-dihydroxy-5-all-trans-hexaprenylbenzoate[s] + 2 Oxidized-ferredoxins[s] + H2O[s]	ec-code/1.14.15.M7	augustus_masked-NODE_3125_length_1809_cov_3.00912_ID_6249-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3125_length_1809_cov_3.00912_ID_6249-processed-gene-0.0&CDS=1-1095	0	1000				ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);superpathway of ubiquinol-6 biosynthesis (eukaryotic)				2
RXN3O-54	2-hexaprenyl-6-methoxy-1,4-benzoquinol C-methyltransferase	2-methoxy-6-all trans-hexaprenyl-1,4-benzoquinol[s] + S-ADENOSYLMETHIONINE[s] => 6-methoxy-3-methyl-2-all-trans-hexaprenyl-1,4-benzoquinol[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.201	augustus_masked-NODE_621_length_5000_cov_3.4633_ID_1241-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_621_length_5000_cov_3.4633_ID_1241-processed-gene-0.5&CDS=1-882	0	1000			kegg.reaction/R04990;rhea/28286	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)				2
RXN3O-504	phytosphingoid 1-phosphate phsophatase;phytosphingosine 1-phosphate phosphatase	phytosphingosine 1-phosphate[s] + H2O[s] => phytosphingosine[s] + phosphate[s]	ec-code/3.1.3	augustus_masked-NODE_252_length_6953_cov_3.53943_ID_503-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_252_length_6953_cov_3.53943_ID_503-processed-gene-0.2&CDS=1-735	0	1000				sphingolipid recycling and degradation (yeast)				2
RXN3O-470	acetoin synthase	2 acetaldehyde[s] => ACETOIN[s]		maker-NODE_726_length_4679_cov_3.52163_ID_1451-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_726_length_4679_cov_3.52163_ID_1451-augustus-gene-0.4&CDS=1-1692	0	1000				pyruvate fermentation to acetoin III				2
KYNURENINE-3-MONOOXYGENASE-RXN	kynurenine 3-monooxygenase	L-kynurenine[s] + NADPH[s] + oxygen[s] + H+[s] => 3-hydroxy-L-kynurenine[s] + NADP+[s] + H2O[s]	ec-code/1.14.13.9	augustus_masked-NODE_2204_length_2478_cov_4.79736_ID_4407-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_2204_length_2478_cov_4.79736_ID_4407-processed-gene-0.4&CDS=1-585 or genemark-NODE_97_length_9087_cov_3.56244_ID_193-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_97_length_9087_cov_3.56244_ID_193-processed-gene-0.18&CDS=1-828	0	1000			rhea/20546;kegg.reaction/R01960	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde;3-hydroxy-4-methyl-anthranilate biosynthesis II;3-hydroxy-4-methyl-anthranilate biosynthesis I;L-tryptophan degradation XI (mammalian, via kynurenine)				2
RXN3O-458	phytosphingosine kinase	ATP[s] + phytosphingosine[s] => ADP[s] + phytosphingosine 1-phosphate[s] + H+[s]	ec-code/2.7.1.91	augustus_masked-NODE_6603_length_365_cov_1.43548_ID_13205-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6603_length_365_cov_1.43548_ID_13205-processed-gene-0.1&CDS=1-363	0	1000			rhea/33564	sphingolipid recycling and degradation (yeast)				2
RXN3O-4113	tyrosol dehydrogenase;tyrosol:NAD+oxidoreductase	(4-hydroxyphenyl)acetaldehyde[s] + NADH[s] + H+[s] => 4-tyrosol[s] + NAD+[s]	ec-code/1.1.1.1	augustus_masked-NODE_3041_length_1864_cov_3.7822_ID_6081-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_3041_length_1864_cov_3.7822_ID_6081-processed-gene-0.4&CDS=1-1071 or augustus_masked-NODE_366_length_6131_cov_2.5892_ID_731-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_366_length_6131_cov_2.5892_ID_731-processed-gene-0.4&CDS=1-1050	0	1000			kegg.reaction/R04304	salidroside biosynthesis;L-tyrosine degradation III				2
RXN3O-227	C-22 sterol desaturase	ergosta-5,7,24(28)-trien-3beta-ol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => ergosta-5,7,22,24(28)-tetraen-3-beta-ol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + 2 H2O[s]	ec-code/1.14.19.41	genemark-NODE_1637_length_3057_cov_2.98901_ID_3273-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_1637_length_3057_cov_2.98901_ID_3273-processed-gene-0.7&CDS=1-963 or augustus_masked-NODE_2068_length_2632_cov_3.53357_ID_4135-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_2068_length_2632_cov_3.53357_ID_4135-processed-gene-0.5&CDS=1-657	0	1000			rhea/33468;kegg.reaction/R07506	ergosterol biosynthesis I				2
RXN3O-218	C-5 sterol desaturase;episterol C-5 desaturase;epi-sterol-desaturase	episterol[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => ergosta-5,7,24(28)-trien-3beta-ol[s] + 2 FERRICYTOCHROME-B5[s] + 2 H2O[s]	ec-code/1.14.19.20	augustus_masked-NODE_1559_length_3174_cov_2.80923_ID_3117-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_1559_length_3174_cov_2.80923_ID_3117-processed-gene-0.7&CDS=1-1038 or augustus_masked-NODE_3439_length_1631_cov_2.17322_ID_6877-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3439_length_1631_cov_2.17322_ID_6877-processed-gene-0.0&CDS=1-1044	0	1000			rhea/33464;kegg.reaction/R07505;kegg.reaction/R07491	plant sterol biosynthesis;ergosterol biosynthesis I				2
RXN3O-203	C-8 sterol isomerase	fecosterol[s] => episterol[s]		augustus_masked-NODE_4844_length_982_cov_2.18986_ID_9687-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4844_length_982_cov_2.18986_ID_9687-processed-gene-0.0&CDS=1-654	0	1000			rhea/33436;kegg.reaction/R07497	ergosterol biosynthesis I				2
RXN3O-178	SAM:C-24 sterol methyltransferase	S-ADENOSYLMETHIONINE[s] + zymosterol[s] => S-adenosyl-L-homocysteine[s] + fecosterol[s] + H+[s]	ec-code/2.1.1.41	augustus_masked-NODE_2159_length_2532_cov_2.78361_ID_4317-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2159_length_2532_cov_2.78361_ID_4317-processed-gene-0.1&CDS=1-711 or augustus_masked-NODE_6590_length_367_cov_2.47436_ID_13179-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6590_length_367_cov_2.47436_ID_13179-processed-gene-0.1&CDS=1-345	0	1000			rhea/21129;kegg.reaction/R04427	ergosterol biosynthesis I				2
RXN-16062	2-aceto-2-hydroxy-butanoate:NADP+ oxidoreductase (isomerizing);2-aceto-2-hydroxy-butanoate isomeroreductase	(S)-2-aceto-2-hydroxybutanoate[s] + NADH-P-OR-NOP[s] + H+[s] => (R)-2,3-dihydroxy-3-methylpentanoate[s] + NAD-P-OR-NOP[s]	ec-code/1.1.1.383	augustus_masked-NODE_5652_length_667_cov_2.88725_ID_11303-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5652_length_667_cov_2.88725_ID_11303-processed-gene-0.1&CDS=1-618	0	1000				L-isoleucine biosynthesis IV;L-isoleucine biosynthesis II				2
RXN-16061	2,3-dihydroxy-isovalerate:NADP+ oxidoreductase (isomerizing);2,3-dihydroxy-isovalerate isomeroreductase	(2R)-2,3-dihydroxy-3-methylbutanoate[s] + NAD-P-OR-NOP[s] <=> (S)-2-acetolactate[s] + NADH-P-OR-NOP[s] + H+[s]	ec-code/1.1.1.383	augustus_masked-NODE_5652_length_667_cov_2.88725_ID_11303-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5652_length_667_cov_2.88725_ID_11303-processed-gene-0.1&CDS=1-618	-1000	1000							pubmed/Kiritani66;pubmed/Hill79	2
RXN3O-1380	sphinganine 4-hydroxylase;sphinganine C4-hydroxylase	D-erythro-sphinganine[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => 2 FERRICYTOCHROME-B5[s] + phytosphingosine[s] + H2O[s]	ec-code/1.14.18.5	augustus_masked-NODE_111_length_8668_cov_3.42564_ID_221-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_111_length_8668_cov_3.42564_ID_221-processed-gene-0.14&CDS=1-933	0	1000			rhea/33522;kegg.reaction/R06525	sphingolipid biosynthesis (plants);sphingolipid biosynthesis (yeast)				2
RXN3O-102	2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol O-methyltransferase	3-demethylubiquinol-6[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + H+[s] + ubiquinol-6[s]	ec-code/2.1.1.64	augustus_masked-NODE_4674_length_1046_cov_2.69828_ID_9347-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4674_length_1046_cov_2.69828_ID_9347-processed-gene-0.0&CDS=1-690	0	1000			rhea/44401;kegg.reaction/R02175	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)				2
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	isocitrate dehydrogenase;NAD+-dependent isocitrate dehydrogenase	NAD+[s] + D-threo-isocitrate[s] => 2-oxoglutarate[s] + CO2[s] + NADH[s]	ec-code/1.1.1.286;ec-code/1.1.1.41	augustus_masked-NODE_1412_length_3385_cov_4.397_ID_2823-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1412_length_3385_cov_4.397_ID_2823-processed-gene-0.1&CDS=1-1098 or augustus_masked-NODE_1613_length_3097_cov_4.28468_ID_3225-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_1613_length_3097_cov_4.28468_ID_3225-processed-gene-0.5&CDS=1-1107	0	1000			rhea/23632;kegg.reaction/R00709	TCA cycle II (plants and fungi);TCA cycle III (animals);L-glutamine biosynthesis III				2
ISOCIT-CLEAV-RXN	isocitrate lyase	D-threo-isocitrate[s] <=> glyoxylate[s] + succinate[s]	ec-code/4.1.3.1	augustus_masked-NODE_370_length_6102_cov_3.22937_ID_739-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_370_length_6102_cov_3.22937_ID_739-processed-gene-0.2&CDS=1-1722 or augustus_masked-NODE_678_length_4837_cov_3.23045_ID_1355-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_678_length_4837_cov_3.23045_ID_1355-processed-gene-0.5&CDS=1-1620	-1000	1000			rhea/13248;kegg.reaction/R00479	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase);TCA cycle IV (2-oxoglutarate decarboxylase);glyoxylate cycle				2
RXN-15977	propanoyl-CoA oxidase	oxygen[s] + propanoyl-CoA[s] => acryloyl-CoA[s] + hydrogen peroxide[s]	ec-code/1.3.3.6	augustus_masked-NODE_193_length_7514_cov_2.78858_ID_385-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_193_length_7514_cov_2.78858_ID_385-processed-gene-0.0&CDS=1-1239	0	1000				crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered);propanoyl-CoA degradation II			pubmed/24497638	2
IPPISOM-RXN	isopentenyl-diphosphate Delta-isomerase;isopentenyl-diphosphate delta-isomerase;isopentenyl diphosphate isomerase;isopentenyl pyrophosphate isomerase;IPP isomerase	isopentenyl diphosphate[s] <=> dimethylallyl diphosphate[s]	ec-code/5.3.3.2	augustus_masked-NODE_1470_length_3280_cov_3.86388_ID_2939-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1470_length_3280_cov_3.86388_ID_2939-processed-gene-0.3&CDS=1-837	-1000	1000			rhea/23287;kegg.reaction/R01123	mono-trans, poly-cis decaprenyl phosphate biosynthesis;mevalonate pathway III (archaea);mevalonate pathway I;trans, trans-farnesyl diphosphate biosynthesis;all-trans-farnesol biosynthesis;methylerythritol phosphate pathway I;methylerythritol phosphate pathway II;isoprene biosynthesis II (engineered);bisabolene biosynthesis (engineered);mevalonate pathway II (archaea)				2
INOPHOSPHOR-RXN	inosine phosphorylase	inosine[s] + phosphate[s] <=> hypoxanthine[s] + alpha-D-ribose-1-phosphate[s]	ec-code/2.4.2.1	genemark-NODE_338_length_6296_cov_3.54863_ID_675-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_338_length_6296_cov_3.54863_ID_675-processed-gene-0.0&CDS=1-819	-1000	1000			rhea/27649;kegg.reaction/R01863	purine ribonucleosides degradation;adenosine nucleotides degradation II;adenine and adenosine salvage III			pubmed/11337031	2
IMPCYCLOHYDROLASE-RXN	inosine monophosphate cyclohydrolase;IMP cyclohydrolase	IMP[s] + H2O[s] <=> 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide[s]	ec-code/3.5.4.10	maker-NODE_2802_length_2031_cov_2.71356_ID_5603-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_2802_length_2031_cov_2.71356_ID_5603-augustus-gene-0.1&CDS=1-1320	-1000	1000			rhea/18448;kegg.reaction/R01127	inosine-5'-phosphate biosynthesis III;inosine-5'-phosphate biosynthesis I;inosine-5'-phosphate biosynthesis II				2
IMP-DEHYDROG-RXN	IMP dehydrogenase;inosine-5'-monophosphate dehydrogenase;inosine 5'-monophosphate dehydrogenase	IMP[s] + NAD+[s] + H2O[s] <=> NADH[s] + H+[s] + XMP[s]	ec-code/1.1.1.205	maker-NODE_1724_length_2965_cov_3.21718_ID_3447-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_1724_length_2965_cov_3.21718_ID_3447-augustus-gene-0.2&CDS=1-1521	-1000	1000			rhea/11711;kegg.reaction/R01130	guanosine ribonucleotides de novo biosynthesis;inosine 5'-phosphate degradation;adenosine nucleotides degradation I				2
IMIDPHOSDEHYD-RXN	imidazoleglycerol-phosphate dehydratase;imidazoleglycerolphosphate dehydratase;imidazoleglycerol phosphate dehydratase	D-erythro-imidazole-glycerol-phosphate[s] => imidazole acetol-phosphate[s] + H2O[s]	ec-code/4.2.1.19	augustus_masked-NODE_1034_length_4047_cov_3.28682_ID_2067-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_1034_length_4047_cov_3.28682_ID_2067-processed-gene-0.6&CDS=1-654	0	1000			rhea/11041;kegg.reaction/R03457	L-histidine biosynthesis				2
HYPOXANPRIBOSYLTRAN-RXN	hypoxanthine phosphoribosyltransferase	hypoxanthine[s] + 5-phospho-alpha-D-ribose 1-diphosphate[s] => IMP[s] + diphosphate[s]	ec-code/2.4.2.8	maker-NODE_31_length_11544_cov_3.24136_ID_61-snap-gene-0.21-mRNA-1_1&gene=maker-NODE_31_length_11544_cov_3.24136_ID_61-snap-gene-0.21&CDS=1-1203	0	1000			rhea/17973;kegg.reaction/R01132	adenine salvage;adenine and adenosine salvage III				2
RXN-15914	bacimethrin diphosphokinase	ATP[s] + bacimethrin[s] => AMP[s] + bacimethrin pyrophosphate[s] + H+[s]	ec-code/2.7.6	augustus_masked-NODE_1655_length_3029_cov_3.82986_ID_3309-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1655_length_3029_cov_3.82986_ID_3309-processed-gene-0.3&CDS=1-1530	0	1000				bacimethrin and bacimethrin pyrophosphate biosynthesis			pubmed/24654570	2
RXN-15910	alpha-glucosidase	MALTOSE[s] + H2O[s] => 2 Glucopyranose[s]	ec-code/3.2.1.20	augustus_masked-NODE_877_length_4385_cov_4.40162_ID_1753-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_877_length_4385_cov_4.40162_ID_1753-processed-gene-0.7&CDS=1-2664	0	1000			kegg.reaction/R00028	starch degradation I				2
RXN-15881	cysteine desulfurase;L-cysteine desulfurase	L-cysteine[s] + L-Cysteine-Desulfurases[s] => L-alanine[s] + Persulfurated-L-cysteine-desulfurases[s]	ec-code/2.8.1.7	augustus_masked-NODE_1779_length_2914_cov_3.42672_ID_3557-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1779_length_2914_cov_3.42672_ID_3557-processed-gene-0.3&CDS=1-1404	0	1000				[2Fe-2S] iron-sulfur cluster biosynthesis				2
