query id	uniprot id	identity
Kluyveromyces_lactis@Seq_1053	tr|Q6CN10|Q6CN10_KLULA	100.0
Kluyveromyces_lactis@Seq_1054	tr|Q6CSX0|Q6CSX0_KLULA	100.0
Kluyveromyces_lactis@Seq_1055	tr|Q6CWV3|Q6CWV3_KLULA	100.0
Kluyveromyces_lactis@Seq_1056	tr|Q6CN89|Q6CN89_KLULA	100.0
Kluyveromyces_lactis@Seq_1057	tr|Q6CQX0|Q6CQX0_KLULA	98.876
Kluyveromyces_lactis@Seq_1058	tr|Q6CWP4|Q6CWP4_KLULA	100.0
Kluyveromyces_lactis@Seq_1059	tr|Q6CU89|Q6CU89_KLULA	100.0
Kluyveromyces_lactis@Seq_106	tr|Q6CVN0|Q6CVN0_KLULA	100.0
Kluyveromyces_lactis@Seq_1060	tr|Q6CPM8|Q6CPM8_KLULA	100.0
Kluyveromyces_lactis@Seq_1062	sp|Q6CQC6|CSN9_KLULA	100.0
Kluyveromyces_lactis@Seq_1063	tr|Q6CSD9|Q6CSD9_KLULA	100.0
Kluyveromyces_lactis@Seq_1064	tr|Q6CT12|Q6CT12_KLULA	100.0
Kluyveromyces_lactis@Seq_1065	tr|Q6CWM3|Q6CWM3_KLULA	100.0
Kluyveromyces_lactis@Seq_1066	tr|Q6CRE6|Q6CRE6_KLULA	100.0
Kluyveromyces_lactis@Seq_1067	tr|Q6CY33|Q6CY33_KLULA	100.0
Kluyveromyces_lactis@Seq_1068	tr|Q6CWC7|Q6CWC7_KLULA	100.0
Kluyveromyces_lactis@Seq_1069	tr|Q6CJ09|Q6CJ09_KLULA	100.0
Kluyveromyces_lactis@Seq_107	tr|Q6CJ74|Q6CJ74_KLULA	100.0
Kluyveromyces_lactis@Seq_1070	tr|Q6CXA8|Q6CXA8_KLULA	100.0
Kluyveromyces_lactis@Seq_1071	sp|Q6CRY8|SCP3_KLULA	100.0
Kluyveromyces_lactis@Seq_1072	sp|Q6CN95|HAT1_KLULA	100.0
Kluyveromyces_lactis@Seq_1074	sp|Q6CQY2|SVF1_KLULA	100.0
Kluyveromyces_lactis@Seq_1075	tr|Q6CVK5|Q6CVK5_KLULA	100.0
Kluyveromyces_lactis@Seq_1076	sp|Q6CU48|CSN11_KLULA	100.0
Kluyveromyces_lactis@Seq_1077	tr|Q6CSG6|Q6CSG6_KLULA	100.0
Kluyveromyces_lactis@Seq_1078	tr|Q6CIL3|Q6CIL3_KLULA	100.0
Kluyveromyces_lactis@Seq_1079	tr|Q6CVH6|Q6CVH6_KLULA	100.0
Kluyveromyces_lactis@Seq_108	tr|Q6CJ88|Q6CJ88_KLULA	100.0
Kluyveromyces_lactis@Seq_1080	tr|Q6CPX4|Q6CPX4_KLULA	100.0
Kluyveromyces_lactis@Seq_1081	tr|Q6CTS3|Q6CTS3_KLULA	100.0
Kluyveromyces_lactis@Seq_1082	tr|Q6CV19|Q6CV19_KLULA	100.0
Kluyveromyces_lactis@Seq_1083	tr|Q6CQW0|Q6CQW0_KLULA	100.0
Kluyveromyces_lactis@Seq_1084	tr|Q6CUE8|Q6CUE8_KLULA	100.0
Kluyveromyces_lactis@Seq_1085	tr|Q6CN44|Q6CN44_KLULA	100.0
Kluyveromyces_lactis@Seq_1086	tr|Q6CPM1|Q6CPM1_KLULA	100.0
Kluyveromyces_lactis@Seq_1087	sp|Q6CTY0|GET2_KLULA	100.0
Kluyveromyces_lactis@Seq_1088	tr|Q6CXJ6|Q6CXJ6_KLULA	100.0
Kluyveromyces_lactis@Seq_1089	tr|Q6CTZ3|Q6CTZ3_KLULA	100.0
Kluyveromyces_lactis@Seq_109	tr|Q6CSK6|Q6CSK6_KLULA	80.307
Kluyveromyces_lactis@Seq_1091	tr|Q6CXM9|Q6CXM9_KLULA	100.0
Kluyveromyces_lactis@Seq_1092	sp|P31034|CBK1_KLULA	100.0
Kluyveromyces_lactis@Seq_1093	tr|Q6CXG6|Q6CXG6_KLULA	100.0
Kluyveromyces_lactis@Seq_1094	tr|Q6CNH2|Q6CNH2_KLULA	100.0
Kluyveromyces_lactis@Seq_1095	tr|Q6CJV4|Q6CJV4_KLULA	92.98200000000001
Kluyveromyces_lactis@Seq_1096	sp|Q6CM22|MED8_KLULA	100.0
Kluyveromyces_lactis@Seq_1097	tr|Q6CX63|Q6CX63_KLULA	100.0
Kluyveromyces_lactis@Seq_1098	tr|Q6CV30|Q6CV30_KLULA	100.0
Kluyveromyces_lactis@Seq_1099	sp|Q6CJ50|MDV1_KLULA	100.0
Kluyveromyces_lactis@Seq_11	tr|Q6CYF4|Q6CYF4_KLULA	100.0
Kluyveromyces_lactis@Seq_110	tr|Q6CJH2|Q6CJH2_KLULA	100.0
Kluyveromyces_lactis@Seq_1100	tr|Q6CNG1|Q6CNG1_KLULA	100.0
Kluyveromyces_lactis@Seq_1101	tr|Q6CLB5|Q6CLB5_KLULA	100.0
Kluyveromyces_lactis@Seq_1102	tr|Q6CT56|Q6CT56_KLULA	99.425
Kluyveromyces_lactis@Seq_1103	tr|Q6CKF4|Q6CKF4_KLULA	100.0
Kluyveromyces_lactis@Seq_1104	tr|Q6CK15|Q6CK15_KLULA	100.0
Kluyveromyces_lactis@Seq_1105	tr|B5FV82|B5FV82_KLULA	100.0
Kluyveromyces_lactis@Seq_1106	tr|Q6CKN6|Q6CKN6_KLULA	100.0
Kluyveromyces_lactis@Seq_1107	tr|Q6CQC7|Q6CQC7_KLULA	100.0
Kluyveromyces_lactis@Seq_1108	tr|Q6CV75|Q6CV75_KLULA	100.0
Kluyveromyces_lactis@Seq_1109	sp|Q6CSS6|CWC24_KLULA	100.0
Kluyveromyces_lactis@Seq_111	sp|Q6CIZ1|DPH5_KLULA	100.0
Kluyveromyces_lactis@Seq_1110	tr|Q6CPL8|Q6CPL8_KLULA	100.0
Kluyveromyces_lactis@Seq_1111	tr|Q6CPR3|Q6CPR3_KLULA	100.0
Kluyveromyces_lactis@Seq_1112	tr|Q6CQN3|Q6CQN3_KLULA	100.0
Kluyveromyces_lactis@Seq_1113	tr|Q6CT78|Q6CT78_KLULA	100.0
Kluyveromyces_lactis@Seq_1114	tr|Q6CTA0|Q6CTA0_KLULA	100.0
Kluyveromyces_lactis@Seq_1115	tr|B5FV60|B5FV60_KLULA	94.444
Kluyveromyces_lactis@Seq_1116	sp|Q6CM69|SNU13_KLULA	100.0
Kluyveromyces_lactis@Seq_1118	tr|Q6CWR4|Q6CWR4_KLULA	100.0
Kluyveromyces_lactis@Seq_1119	tr|Q6CUQ8|Q6CUQ8_KLULA	100.0
Kluyveromyces_lactis@Seq_112	tr|Q6CKQ9|Q6CKQ9_KLULA	100.0
Kluyveromyces_lactis@Seq_1120	sp|Q6CL82|TCPD_KLULA	100.0
Kluyveromyces_lactis@Seq_1121	tr|Q6CMP3|Q6CMP3_KLULA	100.0
Kluyveromyces_lactis@Seq_1122	tr|Q6CSH4|Q6CSH4_KLULA	99.46799999999999
Kluyveromyces_lactis@Seq_1123	tr|Q6CM35|Q6CM35_KLULA	100.0
Kluyveromyces_lactis@Seq_1124	tr|Q6CSH2|Q6CSH2_KLULA	100.0
Kluyveromyces_lactis@Seq_1125	tr|Q6CTU7|Q6CTU7_KLULA	100.0
Kluyveromyces_lactis@Seq_1127	tr|Q6CL18|Q6CL18_KLULA	100.0
Kluyveromyces_lactis@Seq_1128	sp|Q6CUZ3|HXKG_KLULA	100.0
Kluyveromyces_lactis@Seq_1129	tr|Q6CY81|Q6CY81_KLULA	100.0
Kluyveromyces_lactis@Seq_113	tr|Q6CWZ2|Q6CWZ2_KLULA	100.0
Kluyveromyces_lactis@Seq_1130	tr|Q6CTZ2|Q6CTZ2_KLULA	100.0
Kluyveromyces_lactis@Seq_1131	tr|Q6CRA5|Q6CRA5_KLULA	100.0
Kluyveromyces_lactis@Seq_1132	tr|Q6CM28|Q6CM28_KLULA	100.0
Kluyveromyces_lactis@Seq_1133	sp|Q7Z895|PYRD1_KLULA	100.0
Kluyveromyces_lactis@Seq_1134	tr|Q6CPN3|Q6CPN3_KLULA	100.0
Kluyveromyces_lactis@Seq_1135	sp|Q03215|PFKA1_KLULA	100.0
Kluyveromyces_lactis@Seq_1136	sp|Q6CNA8|YFH7_KLULA	100.0
Kluyveromyces_lactis@Seq_1137	tr|Q6CVX0|Q6CVX0_KLULA	100.0
Kluyveromyces_lactis@Seq_1138	tr|Q6CWS8|Q6CWS8_KLULA	100.0
Kluyveromyces_lactis@Seq_1139	tr|Q6CM73|Q6CM73_KLULA	100.0
Kluyveromyces_lactis@Seq_114	tr|Q6CMS3|Q6CMS3_KLULA	100.0
Kluyveromyces_lactis@Seq_1140	sp|Q6CX73|FAL1_KLULA	100.0
Kluyveromyces_lactis@Seq_1141	tr|Q6CIX8|Q6CIX8_KLULA	100.0
Kluyveromyces_lactis@Seq_1142	tr|Q6CV21|Q6CV21_KLULA	100.0
Kluyveromyces_lactis@Seq_1143	tr|Q6CWG0|Q6CWG0_KLULA	100.0
Kluyveromyces_lactis@Seq_1144	tr|Q6CJ75|Q6CJ75_KLULA	100.0
Kluyveromyces_lactis@Seq_1145	tr|Q6CQM5|Q6CQM5_KLULA	100.0
Kluyveromyces_lactis@Seq_1146	tr|Q6CRY4|Q6CRY4_KLULA	100.0
Kluyveromyces_lactis@Seq_1147	tr|Q6CTC6|Q6CTC6_KLULA	100.0
Kluyveromyces_lactis@Seq_1148	tr|Q6CJG7|Q6CJG7_KLULA	100.0
Kluyveromyces_lactis@Seq_1149	tr|Q6CK74|Q6CK74_KLULA	100.0
Kluyveromyces_lactis@Seq_115	tr|Q6CQN0|Q6CQN0_KLULA	100.0
Kluyveromyces_lactis@Seq_1150	tr|Q6CRI1|Q6CRI1_KLULA	100.0
Kluyveromyces_lactis@Seq_1151	tr|Q6CPP1|Q6CPP1_KLULA	100.0
Kluyveromyces_lactis@Seq_1152	tr|Q6CTW5|Q6CTW5_KLULA	100.0
Kluyveromyces_lactis@Seq_1155	tr|Q6CQZ7|Q6CQZ7_KLULA	100.0
Kluyveromyces_lactis@Seq_1156	tr|Q6CR67|Q6CR67_KLULA	100.0
Kluyveromyces_lactis@Seq_1157	tr|Q6CNB5|Q6CNB5_KLULA	100.0
Kluyveromyces_lactis@Seq_1158	tr|Q6CRZ4|Q6CRZ4_KLULA	100.0
Kluyveromyces_lactis@Seq_1159	tr|Q6CJ12|Q6CJ12_KLULA	100.0
Kluyveromyces_lactis@Seq_116	tr|Q6CU47|Q6CU47_KLULA	100.0
Kluyveromyces_lactis@Seq_1160	tr|Q6CTP3|Q6CTP3_KLULA	100.0
Kluyveromyces_lactis@Seq_1161	tr|Q6CQJ4|Q6CQJ4_KLULA	100.0
Kluyveromyces_lactis@Seq_1162	sp|Q6CRM3|IBD2_KLULA	100.0
Kluyveromyces_lactis@Seq_1163	tr|Q6CXJ0|Q6CXJ0_KLULA	100.0
Kluyveromyces_lactis@Seq_1165	tr|Q6CMP2|Q6CMP2_KLULA	100.0
Kluyveromyces_lactis@Seq_1166	tr|Q6CJF5|Q6CJF5_KLULA	100.0
Kluyveromyces_lactis@Seq_1167	tr|Q6CK75|Q6CK75_KLULA	100.0
Kluyveromyces_lactis@Seq_1168	tr|Q6CMI5|Q6CMI5_KLULA	100.0
Kluyveromyces_lactis@Seq_1169	tr|Q6CXV1|Q6CXV1_KLULA	100.0
Kluyveromyces_lactis@Seq_117	tr|Q6CMR7|Q6CMR7_KLULA	100.0
Kluyveromyces_lactis@Seq_1170	tr|Q6CL22|Q6CL22_KLULA	100.0
Kluyveromyces_lactis@Seq_1171	tr|Q6CRR7|Q6CRR7_KLULA	100.0
Kluyveromyces_lactis@Seq_1172	tr|Q6CYD1|Q6CYD1_KLULA	100.0
Kluyveromyces_lactis@Seq_1173	tr|Q6CTB2|Q6CTB2_KLULA	96.59700000000001
Kluyveromyces_lactis@Seq_1174	tr|Q6CIN5|Q6CIN5_KLULA	100.0
Kluyveromyces_lactis@Seq_1175	sp|P18631|RAG1_KLULA	100.0
Kluyveromyces_lactis@Seq_1176	tr|Q6CV94|Q6CV94_KLULA	100.0
Kluyveromyces_lactis@Seq_1177	sp|Q6CK32|DBP7_KLULA	100.0
Kluyveromyces_lactis@Seq_1178	tr|Q6CP28|Q6CP28_KLULA	100.0
Kluyveromyces_lactis@Seq_1179	tr|Q6CJA5|Q6CJA5_KLULA	100.0
Kluyveromyces_lactis@Seq_118	tr|Q6CYD3|Q6CYD3_KLULA	100.0
Kluyveromyces_lactis@Seq_1180	tr|Q6CWG8|Q6CWG8_KLULA	100.0
Kluyveromyces_lactis@Seq_1181	sp|Q6CVH3|NHP6_KLULA	100.0
Kluyveromyces_lactis@Seq_1182	sp|Q6CWT4|RCF1_KLULA	100.0
Kluyveromyces_lactis@Seq_1183	sp|Q6CNC8|DSE1_KLULA	100.0
Kluyveromyces_lactis@Seq_1184	tr|Q6CYH2|Q6CYH2_KLULA	100.0
Kluyveromyces_lactis@Seq_1185	sp|Q6CWK2|ATG13_KLULA	100.0
Kluyveromyces_lactis@Seq_1186	tr|Q6CT45|Q6CT45_KLULA	100.0
Kluyveromyces_lactis@Seq_1187	tr|Q6CRY9|Q6CRY9_KLULA	100.0
Kluyveromyces_lactis@Seq_1188	tr|Q6CRZ1|Q6CRZ1_KLULA	100.0
Kluyveromyces_lactis@Seq_1189	sp|Q6CJR7|RL3_KLULA	100.0
Kluyveromyces_lactis@Seq_119	tr|Q6CRC6|Q6CRC6_KLULA	100.0
Kluyveromyces_lactis@Seq_1190	tr|Q6CXK9|Q6CXK9_KLULA	100.0
Kluyveromyces_lactis@Seq_1191	tr|Q6CL14|Q6CL14_KLULA	100.0
Kluyveromyces_lactis@Seq_1192	tr|Q6CPI1|Q6CPI1_KLULA	100.0
Kluyveromyces_lactis@Seq_1193	tr|Q6CXM6|Q6CXM6_KLULA	100.0
Kluyveromyces_lactis@Seq_1194	sp|Q6CJS8|DRE2_KLULA	100.0
Kluyveromyces_lactis@Seq_1195	tr|Q6CP67|Q6CP67_KLULA	100.0
Kluyveromyces_lactis@Seq_1196	sp|P41771|ERD1_KLULA	100.0
Kluyveromyces_lactis@Seq_1197	tr|Q6CYF0|Q6CYF0_KLULA	100.0
Kluyveromyces_lactis@Seq_1198	tr|Q6CPV4|Q6CPV4_KLULA	100.0
Kluyveromyces_lactis@Seq_12	tr|Q6CV76|Q6CV76_KLULA	100.0
Kluyveromyces_lactis@Seq_120	tr|Q6CML7|Q6CML7_KLULA	100.0
Kluyveromyces_lactis@Seq_1200	tr|Q6CRJ4|Q6CRJ4_KLULA	100.0
Kluyveromyces_lactis@Seq_1201	tr|Q6CUL8|Q6CUL8_KLULA	100.0
Kluyveromyces_lactis@Seq_1202	tr|Q6CQ20|Q6CQ20_KLULA	100.0
Kluyveromyces_lactis@Seq_1203	tr|B4UN98|B4UN98_KLULA	100.0
Kluyveromyces_lactis@Seq_1204	sp|Q6CK59|H2A_KLULA	100.0
Kluyveromyces_lactis@Seq_1205	tr|Q6CLM0|Q6CLM0_KLULA	100.0
Kluyveromyces_lactis@Seq_1206	tr|Q6CV66|Q6CV66_KLULA	89.815
Kluyveromyces_lactis@Seq_1207	tr|Q6CJV7|Q6CJV7_KLULA	100.0
Kluyveromyces_lactis@Seq_1208	tr|Q6CV35|Q6CV35_KLULA	100.0
Kluyveromyces_lactis@Seq_1209	tr|Q6CP15|Q6CP15_KLULA	100.0
Kluyveromyces_lactis@Seq_121	tr|Q6CYE5|Q6CYE5_KLULA	100.0
Kluyveromyces_lactis@Seq_1210	tr|Q6CNC6|Q6CNC6_KLULA	100.0
Kluyveromyces_lactis@Seq_1211	tr|Q6CRR9|Q6CRR9_KLULA	100.0
Kluyveromyces_lactis@Seq_1212	tr|Q6CUT9|Q6CUT9_KLULA	100.0
Kluyveromyces_lactis@Seq_1213	tr|Q6CM62|Q6CM62_KLULA	100.0
Kluyveromyces_lactis@Seq_1214	tr|Q6CJS9|Q6CJS9_KLULA	100.0
Kluyveromyces_lactis@Seq_1215	tr|Q6CQS7|Q6CQS7_KLULA	100.0
Kluyveromyces_lactis@Seq_1216	tr|Q6CIB2|Q6CIB2_KLULA	100.0
Kluyveromyces_lactis@Seq_1217	tr|B5FVA5|B5FVA5_KLULA	95.493
Kluyveromyces_lactis@Seq_1218	tr|Q6CQW9|Q6CQW9_KLULA	100.0
Kluyveromyces_lactis@Seq_1219	sp|Q6CVA2|STE20_KLULA	100.0
Kluyveromyces_lactis@Seq_122	tr|Q6CQC2|Q6CQC2_KLULA	100.0
Kluyveromyces_lactis@Seq_1220	tr|Q6CWU9|Q6CWU9_KLULA	100.0
Kluyveromyces_lactis@Seq_1221	tr|Q6CUI2|Q6CUI2_KLULA	100.0
Kluyveromyces_lactis@Seq_1222	tr|Q6CP02|Q6CP02_KLULA	100.0
Kluyveromyces_lactis@Seq_1223	tr|Q6CKA8|Q6CKA8_KLULA	100.0
Kluyveromyces_lactis@Seq_1224	tr|Q6CM15|Q6CM15_KLULA	100.0
Kluyveromyces_lactis@Seq_1225	tr|Q6CN52|Q6CN52_KLULA	100.0
Kluyveromyces_lactis@Seq_1226	tr|Q6CKJ9|Q6CKJ9_KLULA	100.0
Kluyveromyces_lactis@Seq_1227	sp|Q6CLQ5|GLYM_KLULA	100.0
Kluyveromyces_lactis@Seq_1228	sp|Q6CW22|RL39_KLULA	100.0
Kluyveromyces_lactis@Seq_1229	tr|Q6CUP3|Q6CUP3_KLULA	100.0
Kluyveromyces_lactis@Seq_123	tr|Q6CJH1|Q6CJH1_KLULA	100.0
Kluyveromyces_lactis@Seq_1230	tr|Q6CRP7|Q6CRP7_KLULA	100.0
Kluyveromyces_lactis@Seq_1231	tr|Q6CWX5|Q6CWX5_KLULA	100.0
Kluyveromyces_lactis@Seq_1232	tr|Q6CK07|Q6CK07_KLULA	100.0
Kluyveromyces_lactis@Seq_1233	tr|Q6CXK6|Q6CXK6_KLULA	100.0
Kluyveromyces_lactis@Seq_1234	tr|Q6CPK2|Q6CPK2_KLULA	100.0
Kluyveromyces_lactis@Seq_1235	tr|Q6CT37|Q6CT37_KLULA	100.0
Kluyveromyces_lactis@Seq_1236	tr|Q6CIZ4|Q6CIZ4_KLULA	100.0
Kluyveromyces_lactis@Seq_1237	tr|Q6CJW7|Q6CJW7_KLULA	100.0
Kluyveromyces_lactis@Seq_1238	tr|Q6CLC6|Q6CLC6_KLULA	100.0
Kluyveromyces_lactis@Seq_1239	tr|Q6CSV9|Q6CSV9_KLULA	99.723
Kluyveromyces_lactis@Seq_124	tr|Q6CRX7|Q6CRX7_KLULA	100.0
Kluyveromyces_lactis@Seq_1240	tr|F2Z625|F2Z625_KLULA	100.0
Kluyveromyces_lactis@Seq_1241	tr|Q6CN01|Q6CN01_KLULA	100.0
Kluyveromyces_lactis@Seq_1242	sp|Q6CYH1|PTPA1_KLULA	100.0
Kluyveromyces_lactis@Seq_1243	tr|Q6CTU1|Q6CTU1_KLULA	100.0
Kluyveromyces_lactis@Seq_1244	tr|Q6CNL3|Q6CNL3_KLULA	100.0
Kluyveromyces_lactis@Seq_1245	tr|Q6CS84|Q6CS84_KLULA	100.0
Kluyveromyces_lactis@Seq_1246	sp|P49381|TREA_KLULA	100.0
Kluyveromyces_lactis@Seq_1247	tr|Q6CXD3|Q6CXD3_KLULA	100.0
Kluyveromyces_lactis@Seq_1248	tr|Q6CR56|Q6CR56_KLULA	100.0
Kluyveromyces_lactis@Seq_1249	tr|Q6CN63|Q6CN63_KLULA	100.0
Kluyveromyces_lactis@Seq_125	tr|Q6CMW5|Q6CMW5_KLULA	100.0
Kluyveromyces_lactis@Seq_1250	tr|Q6CJC8|Q6CJC8_KLULA	100.0
Kluyveromyces_lactis@Seq_1251	tr|Q6CW97|Q6CW97_KLULA	100.0
Kluyveromyces_lactis@Seq_1252	sp|Q6CQN1|STS1_KLULA	100.0
Kluyveromyces_lactis@Seq_1253	tr|Q6CVK6|Q6CVK6_KLULA	100.0
Kluyveromyces_lactis@Seq_1254	tr|Q6CR95|Q6CR95_KLULA	100.0
Kluyveromyces_lactis@Seq_1255	tr|Q6CVS8|Q6CVS8_KLULA	100.0
Kluyveromyces_lactis@Seq_1256	sp|Q6CUA5|PNO1_KLULA	100.0
Kluyveromyces_lactis@Seq_1257	tr|Q6CTV7|Q6CTV7_KLULA	100.0
Kluyveromyces_lactis@Seq_1258	tr|Q6CS51|Q6CS51_KLULA	100.0
Kluyveromyces_lactis@Seq_1259	tr|Q6CKW2|Q6CKW2_KLULA	100.0
Kluyveromyces_lactis@Seq_126	tr|Q6CQC0|Q6CQC0_KLULA	100.0
Kluyveromyces_lactis@Seq_1260	tr|Q6CT91|Q6CT91_KLULA	97.34
Kluyveromyces_lactis@Seq_1261	tr|Q6CPB8|Q6CPB8_KLULA	100.0
Kluyveromyces_lactis@Seq_1262	tr|Q6CYD4|Q6CYD4_KLULA	100.0
Kluyveromyces_lactis@Seq_1263	sp|Q6CLC9|DPH1_KLULA	100.0
Kluyveromyces_lactis@Seq_1264	tr|Q6CRF6|Q6CRF6_KLULA	100.0
Kluyveromyces_lactis@Seq_1265	sp|Q6CSA1|MIA40_KLULA	100.0
Kluyveromyces_lactis@Seq_1266	sp|Q6CJX5|CBP4_KLULA	100.0
Kluyveromyces_lactis@Seq_1267	tr|Q6CP85|Q6CP85_KLULA	100.0
Kluyveromyces_lactis@Seq_1268	tr|Q6CTQ8|Q6CTQ8_KLULA	100.0
Kluyveromyces_lactis@Seq_1269	tr|Q6CIL4|Q6CIL4_KLULA	100.0
Kluyveromyces_lactis@Seq_127	tr|Q6CJ77|Q6CJ77_KLULA	100.0
Kluyveromyces_lactis@Seq_1270	tr|Q6CMX8|Q6CMX8_KLULA	100.0
Kluyveromyces_lactis@Seq_1271	tr|Q6CNZ9|Q6CNZ9_KLULA	100.0
Kluyveromyces_lactis@Seq_1272	tr|Q6CPM2|Q6CPM2_KLULA	100.0
Kluyveromyces_lactis@Seq_1273	sp|Q6CW48|DAD1_KLULA	100.0
Kluyveromyces_lactis@Seq_1274	sp|Q9P869|AAKG_KLULA	100.0
Kluyveromyces_lactis@Seq_1275	tr|Q6CJ44|Q6CJ44_KLULA	100.0
Kluyveromyces_lactis@Seq_1276	tr|Q6CPT5|Q6CPT5_KLULA	100.0
Kluyveromyces_lactis@Seq_1277	tr|Q6CKT6|Q6CKT6_KLULA	100.0
Kluyveromyces_lactis@Seq_1278	tr|Q6CQJ8|Q6CQJ8_KLULA	100.0
