complex type	sequence id	index	ortholog
BLOC-1 complex	Candida_albicans@C5_05010W_A	12_1642	OG5984
Bfa1-Bub2 complex	Candida_albicans@C1_00230C_A	12_5495	OG6566
Bfa1-Bub2 complex	Candida_albicans@C2_02780C_A	12_1425	OG4146
CAAX-protein geranylgeranyltransferase complex	Candida_albicans@C1_09530W_A	12_3111	OG3200
CAAX-protein geranylgeranyltransferase complex	Candida_albicans@CR_04910W_A	12_2919	OG3911
CAF-1 complex	Candida_albicans@C2_05510C_A	12_6051	OG4099
CAF-1 complex	Candida_albicans@C4_02600C_A	12_4889	OG4144
CAF-1 complex	Candida_albicans@C5_03580C_A	12_910	OG2093
CBF3 complex	Candida_albicans@C1_07410C_A	12_2164	OG2575
CCAAT-binding factor complex	Candida_albicans@C1_07680W_A	12_4748	OG4103
CCAAT-binding factor complex	Candida_albicans@C1_11210C_A	12_222	OG4509
CCAAT-binding factor complex	Candida_albicans@C4_01390W_B	12_6075	OG5201
CCAAT-binding factor complex	Candida_albicans@C5_00940C_A	12_3939	OG2751
CCAAT-binding factor complex	Candida_albicans@CR_04290W_A	12_493	OG3251
CCR4-NOT complex	Candida_albicans@C1_00330C_A	12_5417	OG2561
CCR4-NOT complex	Candida_albicans@C1_08220W_A	12_2746	OG1803
CCR4-NOT complex	Candida_albicans@C1_08300W_A	12_4161	OG1582
CCR4-NOT complex	Candida_albicans@C1_08430W_A	12_2693	OG3644
CCR4-NOT complex	Candida_albicans@C6_04270W_A	12_1539	OG1613
CCR4-NOT complex	Candida_albicans@C7_03840W_A	12_161	OG4153
CCR4-NOT complex	Candida_albicans@CR_03420C_A	12_315	OG1769
CCR4-NOT core complex	Candida_albicans@C1_00330C_A	12_5417	OG2561
CCR4-NOT core complex	Candida_albicans@C1_06910C_A	12_2463	OG4560
CCR4-NOT core complex	Candida_albicans@C1_08220W_A	12_2746	OG1803
CCR4-NOT core complex	Candida_albicans@C1_08300W_A	12_4161	OG1582
CCR4-NOT core complex	Candida_albicans@C2_01130W_A	12_2723	OG4868
CCR4-NOT core complex	Candida_albicans@C6_03650C_A	12_3114	OG3389
CCR4-NOT core complex	Candida_albicans@C6_04270W_A	12_1539	OG1613
CCR4-NOT core complex	Candida_albicans@C7_03840W_A	12_161	OG4153
CCR4-NOT core complex	Candida_albicans@CR_03420C_A	12_315	OG1769
CENP-A containing nucleosome	Candida_albicans@C3_00860W_A	12_4270	OG3375
CENP-A containing nucleosome	Candida_albicans@CR_06810W_A	12_6008	OG1027
CHRAC	Candida_albicans@C2_00430C_A	12_4582	OG2814
CHRAC	Candida_albicans@C3_06310C_A	12_2046	OG1038
CHRAC	Candida_albicans@C6_02430W_A	12_3427	OG3451
CIA complex	Candida_albicans@C1_09010W_B	12_2282	OG2804
CIA complex	Candida_albicans@C3_01450C_A	12_4202	OG2281
CIA complex	Candida_albicans@C5_02730C_A	12_2016	OG2992
CIA complex	Candida_albicans@C7_02550C_A	12_2142	OG3813
CLRC ubiquitin ligase complex	Candida_albicans@C3_02450W_A	12_2389	OG3051
CMG complex	Candida_albicans@C1_05030C_A	12_3885	OG3307
CMG complex	Candida_albicans@C1_12550C_A	12_1333	OG2034
CMG complex	Candida_albicans@C2_06250C_A	12_3970	OG1893
CMG complex	Candida_albicans@C2_07350W_A	12_5087	OG1049
CMG complex	Candida_albicans@C2_09020W_A	12_3330	OG2191
CMG complex	Candida_albicans@C7_00530C_A	12_5971	OG2873
CMG complex	Candida_albicans@C7_01300C_A	12_4970	OG3537
CMG complex	Candida_albicans@CR_02110W_A	12_2245	OG2003
CMG complex	Candida_albicans@CR_03830C_A	12_2408	OG2001
CMG complex	Candida_albicans@CR_07720C_A	12_545	OG1824
CMG complex	Candida_albicans@CR_10520C_A	12_5569	OG3283
COMA complex	Candida_albicans@C6_02130C_A	12_3897	OG4996
COP9 signalosome	Candida_albicans@C2_09560C_A	12_1276	OG4460
COP9 signalosome	Candida_albicans@C4_03450C_A	12_945	OG3426
COP9 signalosome	Candida_albicans@C5_05380W_A	12_5845	OG2570
COPI vesicle coat	Candida_albicans@C1_04830W_A	12_2318	OG1861
COPI vesicle coat	Candida_albicans@C3_00240C_A	12_2302	OG3040
COPI vesicle coat	Candida_albicans@C3_01720C_A	12_4417	OG1766
COPI vesicle coat	Candida_albicans@C5_00080C_A	12_810	OG4574
COPI vesicle coat	Candida_albicans@C5_02300C_A	12_1455	OG2128
COPI vesicle coat	Candida_albicans@C6_02260C_A	12_6055	OG1725
COPI vesicle coat	Candida_albicans@CR_03600C_A	12_1450	OG3035
COPI vesicle coat	Candida_albicans@CR_04380C_A	12_4692	OG1846
COPII vesicle coat	Candida_albicans@C1_06930W_A	12_2448	OG1717
COPII vesicle coat	Candida_albicans@C1_08740C_A	12_3767	OG1293
COPII vesicle coat	Candida_albicans@C2_03410W_A	12_4819	OG1549
COPII vesicle coat	Candida_albicans@C3_02080W_A	12_5044	OG6305
COPII vesicle coat	Candida_albicans@C3_03170W_A	12_1433	OG3646
COPII vesicle coat	Candida_albicans@C4_05690W_A	12_1867	OG1075
COPII vesicle coat	Candida_albicans@C6_02220W_A	12_1466	OG3118
COPII vesicle coat	Candida_albicans@C7_01660C_A	12_5938	OG1075
CORVET complex	Candida_albicans@C1_04540C_A	12_5121	OG2803
CORVET complex	Candida_albicans@C2_05940C_A	12_5535	OG3672
CORVET complex	Candida_albicans@C3_00700W_A	12_3425	OG2233
CORVET complex	Candida_albicans@C4_05910C_A	12_5583	OG2511
CORVET complex	Candida_albicans@C6_03020W_A	12_3872	OG2415
CORVET complex	Candida_albicans@CR_10590W_A	12_2217	OG6195
CST complex	Candida_albicans@C2_08470C_A	12_2140	OG5356
CST complex	Candida_albicans@CR_01010W_A	12_5640	OG6244
CTDK-1 complex	Candida_albicans@C1_04090C_A	12_1676	OG3501
CTDK-1 complex	Candida_albicans@C2_10700C_A	12_321	OG4397
CTDK-1 complex	Candida_albicans@C3_02260C_A	12_5373	OG3468
CURI complex	Candida_albicans@C2_02450C_A	12_318	OG1712
CURI complex	Candida_albicans@C2_02710C_A	12_2254	OG2667
CURI complex	Candida_albicans@C5_02760W_A	12_1055	OG3615
Cbf1-Met4-Met28 complex	Candida_albicans@C4_04000W_A	12_4237	OG5162
Cbf1-Met4-Met28 complex	Candida_albicans@C4_06580W_A	12_5546	OG2947
Cbf1-Met4-Met28 complex	Candida_albicans@C7_00730W_A	12_5686	OG4903
Cbp3p-Cbp6 complex	Candida_albicans@C2_07800W_A	12_1324	OG4457
Cbp3p-Cbp6 complex	Candida_albicans@C6_02460C_A	12_4200	OG2910
Cdc24p-Far1p-Gbetagamma complex	Candida_albicans@C2_04210W_A	12_3217	OG2926
Cdc24p-Far1p-Gbetagamma complex	Candida_albicans@C5_01970C_A	12_1023	OG4289
Cdc24p-Far1p-Gbetagamma complex	Candida_albicans@C7_00180W_A	12_5847	OG4685
Cdc24p-Far1p-Gbetagamma complex	Candida_albicans@C7_01730C_A	12_4696	OG4651
Cdc42 GTPase complex	Candida_albicans@C1_08450C_A	12_2083	OG1409
Cdc42 GTPase complex	Candida_albicans@C5_02340C_A	12_4477	OG1483
Cdc48p-Npl4p-Vms1p AAA ATPase complex	Candida_albicans@C1_06110C_A	12_5595	OG4176
Cdc48p-Npl4p-Vms1p AAA ATPase complex	Candida_albicans@C1_10790W_A	12_1794	OG1505
Cdc48p-Npl4p-Vms1p AAA ATPase complex	Candida_albicans@C2_10850C_A	12_1893	OG3688
Cdc50p-Drs2p complex	Candida_albicans@C3_07230W_A	12_2740	OG1008
Cdc50p-Drs2p complex	Candida_albicans@C6_03660C_A	12_4354	OG1135
Cdc73/Paf1 complex	Candida_albicans@C1_02920W_A	12_1323	OG3293
Cdc73/Paf1 complex	Candida_albicans@C1_08220W_A	12_2746	OG1803
Cdc73/Paf1 complex	Candida_albicans@C2_08630C_A	12_3947	OG3086
Cdc73/Paf1 complex	Candida_albicans@C7_00070C_A	12_1012	OG3893
Cdc73/Paf1 complex	Candida_albicans@C7_00520W_A	12_4591	OG1903
Cdc73/Paf1 complex	Candida_albicans@C7_00720W_A	12_1649	OG2301
Cdr2 medial cortical node complex	Candida_albicans@C1_11400C_A	12_1759	OG4098
Clr6 histone deacetylase complex I''	Candida_albicans@C1_00930C_A	12_1430	OG1453
Clr6 histone deacetylase complex I''	Candida_albicans@C3_07000W_A	12_5190	OG1363
Clr6 histone deacetylase complex I''	Candida_albicans@C4_01780C_A	12_2295	OG3094
CoA-synthesizing protein complex	Candida_albicans@C2_10060C_A	12_21	OG3025
CoA-synthesizing protein complex	Candida_albicans@C3_05760W_A	12_552	OG1491
CoA-synthesizing protein complex	Candida_albicans@C3_05970C_A	12_226	OG2084
CoA-synthesizing protein complex	Candida_albicans@C5_05130C_A	12_5409	OG2578
CoA-synthesizing protein complex	Candida_albicans@CR_00980C_A	12_439	OG3008
Ctf18 RFC-like complex	Candida_albicans@C2_00950C_A	12_5994	OG2330
Ctf18 RFC-like complex	Candida_albicans@C5_00740W_A	12_2235	OG4339
Ctf18 RFC-like complex	Candida_albicans@C5_04000W_A	12_1662	OG2291
Ctf18 RFC-like complex	Candida_albicans@C7_00370W_A	12_5653	OG4443
Ctf18 RFC-like complex	Candida_albicans@C7_00820W_A	12_3537	OG2839
Ctf18 RFC-like complex	Candida_albicans@CR_01150C_A	12_5372	OG2883
Ctf18 RFC-like complex	Candida_albicans@CR_10700W_A	12_6094	OG2996
Cul2-RING ubiquitin ligase complex	Candida_albicans@C3_02450W_A	12_2389	OG3051
Cul3-RING ubiquitin ligase complex	Candida_albicans@C1_02810W_A	12_3251	OG2523
Cul3-RING ubiquitin ligase complex	Candida_albicans@C1_03810C_A	12_5098	OG4956
Cul3-RING ubiquitin ligase complex	Candida_albicans@C1_04550W_A	12_1522	OG3237
Cul3-RING ubiquitin ligase complex	Candida_albicans@C2_01840C_A	12_4990	OG1729
Cul3-RING ubiquitin ligase complex	Candida_albicans@C3_02450W_A	12_2389	OG3051
Cul3-RING ubiquitin ligase complex	Candida_albicans@CR_00370W_A	12_4386	OG2623
Cul4-RING E3 ubiquitin ligase complex	Candida_albicans@C1_06040W_A	12_1743	OG5389
Cul4-RING E3 ubiquitin ligase complex	Candida_albicans@C3_00500C_A	12_5084	OG3229
Cul4-RING E3 ubiquitin ligase complex	Candida_albicans@C3_00560C_A	12_3615	OG3360
Cul4-RING E3 ubiquitin ligase complex	Candida_albicans@C3_02450W_A	12_2389	OG3051
Cul4-RING E3 ubiquitin ligase complex	Candida_albicans@CR_00370W_A	12_4386	OG2623
Cul7-RING ubiquitin ligase complex	Candida_albicans@C3_02450W_A	12_2389	OG3051
Cul8-RING ubiquitin ligase complex	Candida_albicans@C1_06040W_A	12_1743	OG5389
Cul8-RING ubiquitin ligase complex	Candida_albicans@C2_01400C_A	12_5097	OG2612
Cul8-RING ubiquitin ligase complex	Candida_albicans@C3_02450W_A	12_2389	OG3051
Cvt complex	Candida_albicans@C3_02170C_A	12_4092	OG2851
Cvt complex	Candida_albicans@C4_02360W_A	12_2652	OG1297
DASH complex	Candida_albicans@C1_03980W_A	12_3943	OG5135
DASH complex	Candida_albicans@C1_09730W_A	12_3327	OG5084
DASH complex	Candida_albicans@C1_13710C_A	12_3409	OG4359
DASH complex	Candida_albicans@C2_01710W_A	12_4695	OG5184
DASH complex	Candida_albicans@C2_05210W_A	12_251	OG3434
DASH complex	Candida_albicans@C4_01150W_A	12_2785	OG5406
DASH complex	Candida_albicans@C4_04220W_A	12_4667	OG5085
DASH complex	Candida_albicans@C4_04910C_A	12_1970	OG5175
DASH complex	Candida_albicans@CR_06160C_A	12_6132	OG5079
DASH complex	Candida_albicans@CR_08010W_A	12_1208	OG4135
DNA helicase A complex	Candida_albicans@C1_07050C_A	12_2677	OG2454
DNA ligase IV complex	Candida_albicans@C2_03030W_A	12_6182	OG2668
DNA polymerase complex	Candida_albicans@C5_04740C_A	12_5636	OG3603
DNA replication factor A complex	Candida_albicans@C2_00380C_A	12_5251	OG2220
DNA replication factor A complex	Candida_albicans@C2_07120W_A	12_1073	OG4022
DNA replication factor A complex	Candida_albicans@C3_00500C_A	12_5084	OG3229
DNA replication factor C complex	Candida_albicans@C2_00950C_A	12_5994	OG2330
DNA replication factor C complex	Candida_albicans@C2_05790C_A	12_2759	OG1554
DNA replication factor C complex	Candida_albicans@C5_04000W_A	12_1662	OG2291
DNA replication factor C complex	Candida_albicans@C7_00820W_A	12_3537	OG2839
DNA replication factor C complex	Candida_albicans@CR_10700W_A	12_6094	OG2996
DNA replication preinitiation complex	Candida_albicans@C1_01000C_A	12_4236	OG4932
DNA replication preinitiation complex	Candida_albicans@C1_03070C_A	12_1088	OG1973
DNA replication preinitiation complex	Candida_albicans@C1_05030C_A	12_3885	OG3307
DNA replication preinitiation complex	Candida_albicans@C1_12220W_A	12_1412	OG1830
DNA replication preinitiation complex	Candida_albicans@C1_12550C_A	12_1333	OG2034
DNA replication preinitiation complex	Candida_albicans@C2_04990W_A	12_5977	OG5844
DNA replication preinitiation complex	Candida_albicans@C2_06250C_A	12_3970	OG1893
DNA replication preinitiation complex	Candida_albicans@C2_07350W_A	12_5087	OG1049
DNA replication preinitiation complex	Candida_albicans@C2_08380C_A	12_456	OG2439
DNA replication preinitiation complex	Candida_albicans@C2_09020W_A	12_3330	OG2191
DNA replication preinitiation complex	Candida_albicans@C2_10760C_A	12_3313	OG3684
DNA replication preinitiation complex	Candida_albicans@C3_03750C_A	12_4959	OG4420
DNA replication preinitiation complex	Candida_albicans@C3_06630W_A	12_5505	OG5493
DNA replication preinitiation complex	Candida_albicans@C5_02150C_A	12_1713	OG4076
DNA replication preinitiation complex	Candida_albicans@C7_00530C_A	12_5971	OG2873
DNA replication preinitiation complex	Candida_albicans@C7_01300C_A	12_4970	OG3537
DNA replication preinitiation complex	Candida_albicans@CR_02110W_A	12_2245	OG2003
DNA replication preinitiation complex	Candida_albicans@CR_03340C_A	12_2596	OG5346
DNA replication preinitiation complex	Candida_albicans@CR_03830C_A	12_2408	OG2001
DNA replication preinitiation complex	Candida_albicans@CR_06960W_A	12_1565	OG4384
DNA replication preinitiation complex	Candida_albicans@CR_07720C_A	12_545	OG1824
DNA replication preinitiation complex	Candida_albicans@CR_10520C_A	12_5569	OG3283
DPS complex	Candida_albicans@CR_07650W_A	12_1685	OG1452
DSIF complex	Candida_albicans@C2_01480W_A	12_1941	OG2342
DSIF complex	Candida_albicans@C5_04630W_A	12_1790	OG4093
DUBm complex	Candida_albicans@C2_10140W_A	12_5406	OG3031
DUBm complex	Candida_albicans@C3_05790C_A	12_769	OG6366
DUBm complex	Candida_albicans@C3_07050W_A	12_2256	OG4031
DUBm complex	Candida_albicans@C6_02310W_A	12_5965	OG1493
Dbf4-dependent protein kinase complex	Candida_albicans@C2_05320W_A	12_1499	OG1775
Dbf4-dependent protein kinase complex	Candida_albicans@C7_02950C_A	12_427	OG3951
Dcp1-Dcp2 complex	Candida_albicans@C1_05420W_A	12_4327	OG3584
Dcp1-Dcp2 complex	Candida_albicans@CR_08120C_A	12_3019	OG1818
Ddb1-Ckn1 complex	Candida_albicans@C3_02770C_A	12_1608	OG3613
Derlin-1 retrotranslocation complex	Candida_albicans@C6_04470C_A	12_4610	OG2476
Doa10p ubiquitin ligase complex	Candida_albicans@C1_06110C_A	12_5595	OG4176
Doa10p ubiquitin ligase complex	Candida_albicans@C1_10790W_A	12_1794	OG1505
Doa10p ubiquitin ligase complex	Candida_albicans@C2_02730W_A	12_3153	OG2940
Doa10p ubiquitin ligase complex	Candida_albicans@C4_06740C_A	12_1563	OG4246
Doa10p ubiquitin ligase complex	Candida_albicans@C5_03570W_A	12_2538	OG4220
Doa10p ubiquitin ligase complex	Candida_albicans@C7_02860C_A	12_5	OG2892
Doa10p ubiquitin ligase complex	Candida_albicans@CR_09340W_A	12_3986	OG3875
Dom34-Hbs1 complex	Candida_albicans@C7_04260W_A	12_2333	OG2417
Dom34-Hbs1 complex	Candida_albicans@CR_03070W_A	12_2471	OG1117
Dsc E3 ubiquitin ligase complex	Candida_albicans@C3_05110W_A	12_3582	OG3064
Dsc E3 ubiquitin ligase complex	Candida_albicans@C4_03920W_A	12_256	OG4092
Dsc E3 ubiquitin ligase complex	Candida_albicans@C6_04470C_A	12_4610	OG2476
Dsc E3 ubiquitin ligase complex	Candida_albicans@CR_05460W_A	12_4107	OG3532
Dsl1/NZR complex	Candida_albicans@C5_05110C_A	12_465	OG4784
Dsl1/NZR complex	Candida_albicans@CR_06940W_A	12_3342	OG5858
Dsl1/NZR complex	Candida_albicans@CR_07350W_A	12_3142	OG5804
EGO complex	Candida_albicans@C2_08600W_A	12_44	OG2931
EGO complex	Candida_albicans@CR_03180W_A	12_31	OG2929
EGO complex	Candida_albicans@CR_10650W_A	12_3975	OG4138
EKC/KEOPS complex	Candida_albicans@C1_02310C_A	12_834	OG4832
EKC/KEOPS complex	Candida_albicans@C4_00810C_A	12_38	OG2631
EKC/KEOPS complex	Candida_albicans@C4_04920W_A	12_1294	OG2613
EKC/KEOPS complex	Candida_albicans@C4_06290W_A	12_976	OG4626
EKC/KEOPS complex	Candida_albicans@C5_00620W_A	12_3829	OG3649
EKC/KEOPS complex	Candida_albicans@C5_02440C_A	12_1015	OG3997
ER membrane protein complex	Candida_albicans@C4_02950C_A	12_2906	OG3931
ER membrane protein complex	Candida_albicans@C5_01410C_A	12_6130	OG2344
ER membrane protein complex	Candida_albicans@C5_04550W_A	12_2413	OG3249
ER membrane protein complex	Candida_albicans@C7_02470C_A	12_1006	OG3977
ER membrane protein complex	Candida_albicans@C7_03980W_A	12_3189	OG2943
ER membrane protein complex	Candida_albicans@CR_02380C_A	12_4343	OG4746
ERCC4-ERCC1 complex	Candida_albicans@C1_05820C_A	12_2564	OG3166
ERMES complex	Candida_albicans@C1_00890W_A	12_5256	OG2158
ERMES complex	Candida_albicans@C1_06230C_A	12_4669	OG4455
ERMES complex	Candida_albicans@C2_04800C_A	12_2939	OG2368
ERMES complex	Candida_albicans@C4_00560C_A	12_1715	OG3220
ERMES complex	Candida_albicans@C7_01180W_A	12_6138	OG3314
ESCRT I complex	Candida_albicans@C1_10760W_A	12_5987	OG6312
ESCRT I complex	Candida_albicans@C2_08940C_A	12_6098	OG3628
ESCRT I complex	Candida_albicans@C3_03430C_A	12_885	OG6448
ESCRT II complex	Candida_albicans@C2_04250W_A	12_2884	OG3324
ESCRT II complex	Candida_albicans@C5_01620C_A	12_4945	OG2800
ESCRT II complex	Candida_albicans@C5_04580C_A	12_6120	OG3705
ESCRT III complex	Candida_albicans@C1_00650C_A	12_5953	OG4072
ESCRT III complex	Candida_albicans@C1_09380W_A	12_3196	OG4081
ESCRT III complex	Candida_albicans@C2_00930C_A	12_560	OG2203
ESCRT III complex	Candida_albicans@C2_03310C_A	12_147	OG2789
ESCRT III complex	Candida_albicans@C3_01750C_A	12_3629	OG3376
ESCRT III complex	Candida_albicans@C5_00440C_A	12_3819	OG4051
ESCRT III complex	Candida_albicans@C5_02830W_A	12_1307	OG2559
ESCRT III complex	Candida_albicans@C5_03090W_A	12_2891	OG1812
ESCRT III complex	Candida_albicans@C5_05030C_A	12_3487	OG1082
ESCRT-0 complex	Candida_albicans@C1_00750C_A	12_5793	OG3181
ESCRT-0 complex	Candida_albicans@CR_01210C_A	12_4111	OG1894
Elg1 RFC-like complex	Candida_albicans@C2_00950C_A	12_5994	OG2330
Elg1 RFC-like complex	Candida_albicans@C5_04000W_A	12_1662	OG2291
Elg1 RFC-like complex	Candida_albicans@C7_00820W_A	12_3537	OG2839
Elg1 RFC-like complex	Candida_albicans@CR_10440W_A	12_2340	OG4958
Elg1 RFC-like complex	Candida_albicans@CR_10700W_A	12_6094	OG2996
Elongator holoenzyme complex	Candida_albicans@C1_12570C_A	12_1585	OG2414
Elongator holoenzyme complex	Candida_albicans@C3_06060W_A	12_2387	OG1885
Elongator holoenzyme complex	Candida_albicans@C4_00940W_B	12_646	OG3591
Elongator holoenzyme complex	Candida_albicans@C4_02850W_A	12_3280	OG2632
Elongator holoenzyme complex	Candida_albicans@C4_03140C_A	12_3074	OG2251
Elongator holoenzyme complex	Candida_albicans@C4_05260W_A	12_5905	OG1723
Elongator holoenzyme complex	Candida_albicans@CR_03370C_A	12_1858	OG2225
F-actin capping protein complex	Candida_albicans@C4_01950W_A	12_4105	OG4064
F-actin capping protein complex	Candida_albicans@CR_01180W_A	12_1326	OG3889
FACT complex	Candida_albicans@C2_02380W_A	12_675	OG2169
FACT complex	Candida_albicans@C4_06500W_A	12_4452	OG2063
FAL1-SGD1 complex	Candida_albicans@C1_05640C_A	12_549	OG1009
FAL1-SGD1 complex	Candida_albicans@CR_03650W_A	12_5232	OG1641
FANCM-MHF complex	Candida_albicans@C1_12840W_A	12_5903	OG4681
FANCM-MHF complex	Candida_albicans@CR_10180W_A	12_1132	OG5203
FAR/SIN/STRIPAK complex	Candida_albicans@C3_06910C_A	12_299	OG1535
Fanconi anaemia nuclear complex	Candida_albicans@C1_12840W_A	12_5903	OG4681
Fanconi anaemia nuclear complex	Candida_albicans@CR_10180W_A	12_1132	OG5203
G protein-coupled receptor homodimeric complex	Candida_albicans@CR_06610W_B	12_3784	OG3233
G-protein beta/gamma-subunit complex	Candida_albicans@C2_04210W_A	12_3217	OG2926
G-protein beta/gamma-subunit complex	Candida_albicans@C7_01730C_A	12_4696	OG4651
GARP complex	Candida_albicans@C1_00130C_A	12_2857	OG2122
GARP complex	Candida_albicans@C2_01170C_A	12_2343	OG1958
GARP complex	Candida_albicans@C6_02920C_A	12_808	OG6064
GARP complex	Candida_albicans@CR_10710C_A	12_162	OG3536
GATOR1 complex	Candida_albicans@C1_02610W_A	12_4994	OG1504
GATOR1 complex	Candida_albicans@C3_03290C_A	12_3641	OG3561
GATOR1 complex	Candida_albicans@CR_08680C_A	12_4044	OG3106
