complex type	sequence id	index	ortholog
Asi complex	Candida_glabrata@Seq_1712	19_1711	OG7246
Asi complex	Candida_glabrata@Seq_442	19_441	OG9019
Atg1/ULK1 kinase complex	Candida_glabrata@Seq_1195	19_1194	OG3727
Atg1/ULK1 kinase complex	Candida_glabrata@Seq_136	19_135	OG1879
Atg1/ULK1 kinase complex	Candida_glabrata@Seq_1760	19_1759	OG6346
Atg1/ULK1 kinase complex	Candida_glabrata@Seq_3460	19_3459	OG6953
Atg1/ULK1 kinase complex	Candida_glabrata@Seq_4282	19_4281	OG6828
Atg12-Atg5-Atg16 complex	Candida_glabrata@Seq_2846	19_2845	OG6491
Atg12-Atg5-Atg16 complex	Candida_glabrata@Seq_504	19_503	OG3627
Atg12-Atg5-Atg16 complex	Candida_glabrata@Seq_517	19_516	OG3805
BLOC-1 complex	Candida_glabrata@Seq_1962	19_1961	OG6913
BLOC-1 complex	Candida_glabrata@Seq_2321	19_2320	OG5153
BLOC-1 complex	Candida_glabrata@Seq_2420	19_2419	OG6479
BLOC-1 complex	Candida_glabrata@Seq_2430	19_2429	OG7437
BLOC-1 complex	Candida_glabrata@Seq_245	19_244	OG6723
BLOC-1 complex	Candida_glabrata@Seq_4034	19_4033	OG7910
Bfa1-Bub2 complex	Candida_glabrata@Seq_3358	19_3357	OG6929
Bfa1-Bub2 complex	Candida_glabrata@Seq_520	19_519	OG4146
CAAX-protein geranylgeranyltransferase complex	Candida_glabrata@Seq_2767	19_2766	OG3911
CAAX-protein geranylgeranyltransferase complex	Candida_glabrata@Seq_3078	19_3077	OG3200
CAF-1 complex	Candida_glabrata@Seq_2988	19_2987	OG4099
CAF-1 complex	Candida_glabrata@Seq_3306	19_3305	OG2093
CAF-1 complex	Candida_glabrata@Seq_4601	19_4600	OG4144
CBF3 complex	Candida_glabrata@Seq_2921	19_2920	OG2575
CBF3 complex	Candida_glabrata@Seq_3756	19_3755	OG7667
CBF3 complex	Candida_glabrata@Seq_4935	19_4934	OG6912
CBF3 complex	Candida_glabrata@Seq_873	19_872	OG6824
CCAAT-binding factor complex	Candida_glabrata@Seq_1199	19_1198	OG4103
CCAAT-binding factor complex	Candida_glabrata@Seq_1713	19_1712	OG3251
CCAAT-binding factor complex	Candida_glabrata@Seq_4710	19_4709	OG2751
CCAAT-binding factor complex	Candida_glabrata@Seq_859	19_858	OG28725
CCR4-NOT complex	Candida_glabrata@Seq_2258	19_2257	OG7820
CCR4-NOT complex	Candida_glabrata@Seq_2410	19_2409	OG3644
CCR4-NOT complex	Candida_glabrata@Seq_2752	19_2751	OG1803
CCR4-NOT complex	Candida_glabrata@Seq_3241	19_3240	OG1613
CCR4-NOT complex	Candida_glabrata@Seq_4446	19_4445	OG2561
CCR4-NOT complex	Candida_glabrata@Seq_4769	19_4768	OG4868
CCR4-NOT complex	Candida_glabrata@Seq_911	19_910	OG4153
CCR4-NOT core complex	Candida_glabrata@Seq_1075	19_1074	OG4560
CCR4-NOT core complex	Candida_glabrata@Seq_2752	19_2751	OG1803
CCR4-NOT core complex	Candida_glabrata@Seq_2961	19_2960	OG1769
CCR4-NOT core complex	Candida_glabrata@Seq_3241	19_3240	OG1613
CCR4-NOT core complex	Candida_glabrata@Seq_4059	19_4058	OG1582
CCR4-NOT core complex	Candida_glabrata@Seq_4446	19_4445	OG2561
CCR4-NOT core complex	Candida_glabrata@Seq_4769	19_4768	OG4868
CCR4-NOT core complex	Candida_glabrata@Seq_530	19_529	OG3389
CCR4-NOT core complex	Candida_glabrata@Seq_911	19_910	OG4153
CENP-A containing nucleosome	Candida_glabrata@Seq_55	19_54	OG3375
CENP-A containing nucleosome	Candida_glabrata@Seq_778	19_777	OG27166
CENP-A containing nucleosome	Candida_glabrata@Seq_958	19_957	OG1027
CHRAC	Candida_glabrata@Seq_3410	19_3409	OG2814
CHRAC	Candida_glabrata@Seq_4593	19_4592	OG1038
CHRAC	Candida_glabrata@Seq_4902	19_4901	OG3451
CHRAC	Candida_glabrata@Seq_674	19_673	OG3113
CIA complex	Candida_glabrata@Seq_105	19_104	OG2992
CIA complex	Candida_glabrata@Seq_1989	19_1988	OG2281
CIA complex	Candida_glabrata@Seq_3059	19_3058	OG3813
CLRC ubiquitin ligase complex	Candida_glabrata@Seq_4899	19_4898	OG3051
CMG complex	Candida_glabrata@Seq_113	19_112	OG3283
CMG complex	Candida_glabrata@Seq_132	19_131	OG1049
CMG complex	Candida_glabrata@Seq_2044	19_2043	OG2873
CMG complex	Candida_glabrata@Seq_2286	19_2285	OG3307
CMG complex	Candida_glabrata@Seq_2907	19_2906	OG1824
CMG complex	Candida_glabrata@Seq_3864	19_3863	OG2034
CMG complex	Candida_glabrata@Seq_3997	19_3996	OG2001
CMG complex	Candida_glabrata@Seq_802	19_801	OG2191
CMG complex	Candida_glabrata@Seq_997	19_996	OG3537
COMA complex	Candida_glabrata@Seq_1213	19_1212	OG6547
COMA complex	Candida_glabrata@Seq_144	19_143	OG5551
COP9 signalosome	Candida_glabrata@Seq_1060	19_1059	OG25438
COP9 signalosome	Candida_glabrata@Seq_2705	19_2704	OG7596
COP9 signalosome	Candida_glabrata@Seq_4267	19_4266	OG3426
COP9 signalosome	Candida_glabrata@Seq_4486	19_4485	OG6716
COP9 signalosome	Candida_glabrata@Seq_518	19_517	OG6760
COP9 signalosome	Candida_glabrata@Seq_851	19_850	OG2570
COPI vesicle coat	Candida_glabrata@Seq_1	19_0	OG3040
COPI vesicle coat	Candida_glabrata@Seq_1341	19_1340	OG1846
COPI vesicle coat	Candida_glabrata@Seq_2201	19_2200	OG1766
COPI vesicle coat	Candida_glabrata@Seq_2820	19_2819	OG3035
COPI vesicle coat	Candida_glabrata@Seq_4369	19_4368	OG1861
COPI vesicle coat	Candida_glabrata@Seq_4713	19_4712	OG2128
COPI vesicle coat	Candida_glabrata@Seq_4842	19_4841	OG6311
COPII vesicle coat	Candida_glabrata@Seq_1798	19_1797	OG1075
COPII vesicle coat	Candida_glabrata@Seq_2519	19_2518	OG1293
COPII vesicle coat	Candida_glabrata@Seq_2897	19_2896	OG1293
COPII vesicle coat	Candida_glabrata@Seq_3334	19_3333	OG1075
COPII vesicle coat	Candida_glabrata@Seq_4565	19_4564	OG8782
COPII vesicle coat	Candida_glabrata@Seq_4847	19_4846	OG1549
COPII vesicle coat	Candida_glabrata@Seq_678	19_677	OG3646
COPII vesicle coat	Candida_glabrata@Seq_875	19_874	OG1717
COPII vesicle coat	Candida_glabrata@Seq_954	19_953	OG3118
CORVET complex	Candida_glabrata@Seq_2029	19_2028	OG4557
CORVET complex	Candida_glabrata@Seq_2324	19_2323	OG3672
CORVET complex	Candida_glabrata@Seq_4888	19_4887	OG2415
CORVET complex	Candida_glabrata@Seq_543	19_542	OG2803
CST complex	Candida_glabrata@Seq_1535	19_1534	OG6792
CST complex	Candida_glabrata@Seq_4871	19_4870	OG7328
CTDK-1 complex	Candida_glabrata@Seq_112	19_111	OG6662
CTDK-1 complex	Candida_glabrata@Seq_2296	19_2295	OG3468
CTDK-1 complex	Candida_glabrata@Seq_3582	19_3581	OG3501
CURI complex	Candida_glabrata@Seq_1111	19_1110	OG6580
CURI complex	Candida_glabrata@Seq_1465	19_1464	OG3615
CURI complex	Candida_glabrata@Seq_1793	19_1792	OG1712
CURI complex	Candida_glabrata@Seq_3002	19_3001	OG2667
Cbf1-Met4-Met28 complex	Candida_glabrata@Seq_2549	19_2548	OG6907
Cbf1-Met4-Met28 complex	Candida_glabrata@Seq_4181	19_4180	OG2947
Cbf1-Met4-Met28 complex	Candida_glabrata@Seq_432	19_431	OG6319
Cbp3p-Cbp6 complex	Candida_glabrata@Seq_4908	19_4907	OG4457
Cbp3p-Cbp6 complex	Candida_glabrata@Seq_766	19_765	OG2910
Cdc24p-Far1p-Gbetagamma complex	Candida_glabrata@Seq_1192	19_1191	OG4289
Cdc24p-Far1p-Gbetagamma complex	Candida_glabrata@Seq_1555	19_1554	OG4685
Cdc24p-Far1p-Gbetagamma complex	Candida_glabrata@Seq_2437	19_2436	OG4651
Cdc24p-Far1p-Gbetagamma complex	Candida_glabrata@Seq_4200	19_4199	OG2926
Cdc42 GTPase complex	Candida_glabrata@Seq_152	19_151	OG3144
Cdc42 GTPase complex	Candida_glabrata@Seq_4655	19_4654	OG1483
Cdc42 GTPase complex	Candida_glabrata@Seq_558	19_557	OG1409
Cdc48p-Npl4p-Vms1p AAA ATPase complex	Candida_glabrata@Seq_1821	19_1820	OG4176
Cdc48p-Npl4p-Vms1p AAA ATPase complex	Candida_glabrata@Seq_2535	19_2534	OG1505
Cdc50p-Drs2p complex	Candida_glabrata@Seq_3241	19_3240	OG1613
Cdc50p-Drs2p complex	Candida_glabrata@Seq_4316	19_4315	OG1008
Cdc73/Paf1 complex	Candida_glabrata@Seq_1396	19_1395	OG3086
Cdc73/Paf1 complex	Candida_glabrata@Seq_1889	19_1888	OG3893
Cdc73/Paf1 complex	Candida_glabrata@Seq_2752	19_2751	OG1803
Cdc73/Paf1 complex	Candida_glabrata@Seq_3068	19_3067	OG2301
Cdc73/Paf1 complex	Candida_glabrata@Seq_4052	19_4051	OG3293
Cdc73/Paf1 complex	Candida_glabrata@Seq_4837	19_4836	OG6404
Cdc73/Paf1 complex	Candida_glabrata@Seq_903	19_902	OG1903
Clr6 histone deacetylase complex I''	Candida_glabrata@Seq_2983	19_2982	OG1453
Clr6 histone deacetylase complex I''	Candida_glabrata@Seq_937	19_936	OG1363
CoA-synthesizing protein complex	Candida_glabrata@Seq_1581	19_1580	OG2578
CoA-synthesizing protein complex	Candida_glabrata@Seq_1915	19_1914	OG2084
CoA-synthesizing protein complex	Candida_glabrata@Seq_2018	19_2017	OG2084
CoA-synthesizing protein complex	Candida_glabrata@Seq_4783	19_4782	OG3025
CoA-synthesizing protein complex	Candida_glabrata@Seq_5048	19_5047	OG3008
Ctf18 RFC-like complex	Candida_glabrata@Seq_1113	19_1112	OG2839
Ctf18 RFC-like complex	Candida_glabrata@Seq_1943	19_1942	OG2996
Ctf18 RFC-like complex	Candida_glabrata@Seq_221	19_220	OG2883
Ctf18 RFC-like complex	Candida_glabrata@Seq_4641	19_4640	OG4339
Ctf18 RFC-like complex	Candida_glabrata@Seq_5013	19_5012	OG4443
Ctf18 RFC-like complex	Candida_glabrata@Seq_732	19_731	OG2291
Cul3-RING ubiquitin ligase complex	Candida_glabrata@Seq_2246	19_2245	OG2523
Cul3-RING ubiquitin ligase complex	Candida_glabrata@Seq_249	19_248	OG3237
Cul3-RING ubiquitin ligase complex	Candida_glabrata@Seq_258	19_257	OG5736
Cul3-RING ubiquitin ligase complex	Candida_glabrata@Seq_3726	19_3725	OG1729
Cul3-RING ubiquitin ligase complex	Candida_glabrata@Seq_4566	19_4565	OG2623
Cul3-RING ubiquitin ligase complex	Candida_glabrata@Seq_4899	19_4898	OG3051
Cul8-RING ubiquitin ligase complex	Candida_glabrata@Seq_1312	19_1311	OG6915
Cul8-RING ubiquitin ligase complex	Candida_glabrata@Seq_1615	19_1614	OG2612
Cul8-RING ubiquitin ligase complex	Candida_glabrata@Seq_2940	19_2939	OG6544
Cul8-RING ubiquitin ligase complex	Candida_glabrata@Seq_3005	19_3004	OG6320
Cul8-RING ubiquitin ligase complex	Candida_glabrata@Seq_4899	19_4898	OG3051
Cvt complex	Candida_glabrata@Seq_3262	19_3261	OG1297
Cvt complex	Candida_glabrata@Seq_3938	19_3937	OG2851
Cvt complex	Candida_glabrata@Seq_4804	19_4803	OG28708
DASH complex	Candida_glabrata@Seq_1518	19_1517	OG6426
DASH complex	Candida_glabrata@Seq_212	19_211	OG7430
DASH complex	Candida_glabrata@Seq_2258	19_2257	OG7820
DASH complex	Candida_glabrata@Seq_2399	19_2398	OG6944
DASH complex	Candida_glabrata@Seq_264	19_263	OG2764
DASH complex	Candida_glabrata@Seq_3637	19_3636	OG6761
DASH complex	Candida_glabrata@Seq_4043	19_4042	OG4359
DASH complex	Candida_glabrata@Seq_4131	19_4130	OG2806
DASH complex	Candida_glabrata@Seq_4560	19_4559	OG4135
DASH complex	Candida_glabrata@Seq_587	19_586	OG3434
DNA helicase A complex	Candida_glabrata@Seq_5042	19_5041	OG2454
DNA ligase IV complex	Candida_glabrata@Seq_4157	19_4156	OG6855
DNA ligase IV complex	Candida_glabrata@Seq_4536	19_4535	OG17788
DNA ligase IV complex	Candida_glabrata@Seq_5087	19_5086	OG2668
DNA replication factor A complex	Candida_glabrata@Seq_13	19_12	OG6385
DNA replication factor A complex	Candida_glabrata@Seq_2439	19_2438	OG2220
DNA replication factor A complex	Candida_glabrata@Seq_4209	19_4208	OG4022
DNA replication factor C complex	Candida_glabrata@Seq_1113	19_1112	OG2839
DNA replication factor C complex	Candida_glabrata@Seq_184	19_183	OG1554
DNA replication factor C complex	Candida_glabrata@Seq_1943	19_1942	OG2996
DNA replication factor C complex	Candida_glabrata@Seq_732	19_731	OG2291
DNA replication preinitiation complex	Candida_glabrata@Seq_1052	19_1051	OG6237
DNA replication preinitiation complex	Candida_glabrata@Seq_1056	19_1055	OG7325
DNA replication preinitiation complex	Candida_glabrata@Seq_113	19_112	OG3283
DNA replication preinitiation complex	Candida_glabrata@Seq_132	19_131	OG1049
DNA replication preinitiation complex	Candida_glabrata@Seq_1369	19_1368	OG1737
DNA replication preinitiation complex	Candida_glabrata@Seq_1941	19_1940	OG3684
DNA replication preinitiation complex	Candida_glabrata@Seq_2044	19_2043	OG2873
DNA replication preinitiation complex	Candida_glabrata@Seq_2286	19_2285	OG3307
DNA replication preinitiation complex	Candida_glabrata@Seq_2387	19_2386	OG1830
DNA replication preinitiation complex	Candida_glabrata@Seq_2656	19_2655	OG4076
DNA replication preinitiation complex	Candida_glabrata@Seq_2907	19_2906	OG1824
DNA replication preinitiation complex	Candida_glabrata@Seq_3864	19_3863	OG2034
DNA replication preinitiation complex	Candida_glabrata@Seq_3997	19_3996	OG2001
DNA replication preinitiation complex	Candida_glabrata@Seq_438	19_437	OG2439
DNA replication preinitiation complex	Candida_glabrata@Seq_5096	19_5095	OG1973
DNA replication preinitiation complex	Candida_glabrata@Seq_710	19_709	OG7125
DNA replication preinitiation complex	Candida_glabrata@Seq_802	19_801	OG2191
DNA replication preinitiation complex	Candida_glabrata@Seq_894	19_893	OG6533
DNA replication preinitiation complex	Candida_glabrata@Seq_997	19_996	OG3537
DPS complex	Candida_glabrata@Seq_3091	19_3090	OG1452
DSIF complex	Candida_glabrata@Seq_2870	19_2869	OG4093
DSIF complex	Candida_glabrata@Seq_3365	19_3364	OG2342
DUBm complex	Candida_glabrata@Seq_2195	19_2194	OG4031
DUBm complex	Candida_glabrata@Seq_2265	19_2264	OG1493
DUBm complex	Candida_glabrata@Seq_687	19_686	OG7721
DUBm complex	Candida_glabrata@Seq_936	19_935	OG3031
Dbf4-dependent protein kinase complex	Candida_glabrata@Seq_1463	19_1462	OG1775
Dbf4-dependent protein kinase complex	Candida_glabrata@Seq_2721	19_2720	OG3951
Dcp1-Dcp2 complex	Candida_glabrata@Seq_1739	19_1738	OG1818
Dcp1-Dcp2 complex	Candida_glabrata@Seq_3646	19_3645	OG3584
Dcp1-Dcp2 complex	Candida_glabrata@Seq_4411	19_4410	OG23156
Doa10p ubiquitin ligase complex	Candida_glabrata@Seq_1529	19_1528	OG3875
Doa10p ubiquitin ligase complex	Candida_glabrata@Seq_1668	19_1667	OG2892
Doa10p ubiquitin ligase complex	Candida_glabrata@Seq_1821	19_1820	OG4176
Doa10p ubiquitin ligase complex	Candida_glabrata@Seq_2535	19_2534	OG1505
Doa10p ubiquitin ligase complex	Candida_glabrata@Seq_2817	19_2816	OG4249
Doa10p ubiquitin ligase complex	Candida_glabrata@Seq_572	19_571	OG4246
Dom34-Hbs1 complex	Candida_glabrata@Seq_3411	19_3410	OG11040
Dom34-Hbs1 complex	Candida_glabrata@Seq_69	19_68	OG2417
Dsc E3 ubiquitin ligase complex	Candida_glabrata@Seq_1384	19_1383	OG7937
Dsc E3 ubiquitin ligase complex	Candida_glabrata@Seq_2023	19_2022	OG3532
Dsc E3 ubiquitin ligase complex	Candida_glabrata@Seq_2271	19_2270	OG6575
Dsc E3 ubiquitin ligase complex	Candida_glabrata@Seq_2623	19_2622	OG3064
Dsc E3 ubiquitin ligase complex	Candida_glabrata@Seq_4863	19_4862	OG2476
Dsc E3 ubiquitin ligase complex	Candida_glabrata@Seq_956	19_955	OG4092
Dsl1/NZR complex	Candida_glabrata@Seq_1333	19_1332	OG6376
Dsl1/NZR complex	Candida_glabrata@Seq_248	19_247	OG6727
Dsl1/NZR complex	Candida_glabrata@Seq_4015	19_4014	OG5724
EGO complex	Candida_glabrata@Seq_1286	19_1285	OG2931
EGO complex	Candida_glabrata@Seq_2261	19_2260	OG6958
EGO complex	Candida_glabrata@Seq_2416	19_2415	OG7043
EGO complex	Candida_glabrata@Seq_3765	19_3764	OG6952
EGO complex	Candida_glabrata@Seq_468	19_467	OG2929
EKC/KEOPS complex	Candida_glabrata@Seq_1631	19_1630	OG2669
EKC/KEOPS complex	Candida_glabrata@Seq_1743	19_1742	OG3649
EKC/KEOPS complex	Candida_glabrata@Seq_4227	19_4226	OG2613
ER membrane protein complex	Candida_glabrata@Seq_1272	19_1271	OG3931
ER membrane protein complex	Candida_glabrata@Seq_400	19_399	OG3249
ER membrane protein complex	Candida_glabrata@Seq_4236	19_4235	OG2943
ER membrane protein complex	Candida_glabrata@Seq_4458	19_4457	OG2344
ER membrane protein complex	Candida_glabrata@Seq_4477	19_4476	OG3977
ER membrane protein complex	Candida_glabrata@Seq_842	19_841	OG4746
ERMES complex	Candida_glabrata@Seq_1152	19_1151	OG2368
ERMES complex	Candida_glabrata@Seq_1959	19_1958	OG6189
ERMES complex	Candida_glabrata@Seq_2136	19_2135	OG3314
ERMES complex	Candida_glabrata@Seq_4943	19_4942	OG3220
ERMES complex	Candida_glabrata@Seq_549	19_548	OG2158
ESCRT I complex	Candida_glabrata@Seq_1415	19_1414	OG7725
ESCRT I complex	Candida_glabrata@Seq_1797	19_1796	OG6427
ESCRT I complex	Candida_glabrata@Seq_3085	19_3084	OG3628
ESCRT I complex	Candida_glabrata@Seq_3543	19_3542	OG4985
ESCRT II complex	Candida_glabrata@Seq_2412	19_2411	OG3324
ESCRT II complex	Candida_glabrata@Seq_2422	19_2421	OG2800
ESCRT II complex	Candida_glabrata@Seq_4692	19_4691	OG3705
ESCRT III complex	Candida_glabrata@Seq_1395	19_1394	OG2203
ESCRT III complex	Candida_glabrata@Seq_3573	19_3572	OG4072
ESCRT-0 complex	Candida_glabrata@Seq_1065	19_1064	OG1894
ESCRT-0 complex	Candida_glabrata@Seq_2314	19_2313	OG3181
Elg1 RFC-like complex	Candida_glabrata@Seq_1113	19_1112	OG2839
Elg1 RFC-like complex	Candida_glabrata@Seq_1943	19_1942	OG2996
Elg1 RFC-like complex	Candida_glabrata@Seq_2789	19_2788	OG4958
Elg1 RFC-like complex	Candida_glabrata@Seq_732	19_731	OG2291
Elg1 RFC-like complex	Candida_glabrata@Seq_990	19_989	OG2330
Elongator holoenzyme complex	Candida_glabrata@Seq_1551	19_1550	OG1723
Elongator holoenzyme complex	Candida_glabrata@Seq_2216	19_2215	OG3591
Elongator holoenzyme complex	Candida_glabrata@Seq_2431	19_2430	OG2251
Elongator holoenzyme complex	Candida_glabrata@Seq_4434	19_4433	OG2632
Elongator holoenzyme complex	Candida_glabrata@Seq_4874	19_4873	OG2414
F-actin capping protein complex	Candida_glabrata@Seq_3133	19_3132	OG4064
F-actin capping protein complex	Candida_glabrata@Seq_3165	19_3164	OG3889
FACT complex	Candida_glabrata@Seq_4363	19_4362	OG2169
FACT complex	Candida_glabrata@Seq_781	19_780	OG2063
FAL1-SGD1 complex	Candida_glabrata@Seq_1337	19_1336	OG1641
FAL1-SGD1 complex	Candida_glabrata@Seq_1732	19_1731	OG1009
FANCM-MHF complex	Candida_glabrata@Seq_2857	19_2856	OG7747
FANCM-MHF complex	Candida_glabrata@Seq_337	19_336	OG4681
FAR/SIN/STRIPAK complex	Candida_glabrata@Seq_157	19_156	OG1535
FAR/SIN/STRIPAK complex	Candida_glabrata@Seq_3348	19_3347	OG3348
G-protein beta/gamma-subunit complex	Candida_glabrata@Seq_2437	19_2436	OG4651
G-protein beta/gamma-subunit complex	Candida_glabrata@Seq_4200	19_4199	OG2926
GARP complex	Candida_glabrata@Seq_3886	19_3885	OG3536
GARP complex	Candida_glabrata@Seq_431	19_430	OG2122
GARP complex	Candida_glabrata@Seq_574	19_573	OG1958
GATOR1 complex	Candida_glabrata@Seq_2491	19_2490	OG3106
GATOR1 complex	Candida_glabrata@Seq_3668	19_3667	OG1504
GET complex	Candida_glabrata@Seq_1083	19_1082	OG3284
GET complex	Candida_glabrata@Seq_485	19_484	OG6910
GET complex	Candida_glabrata@Seq_486	19_485	OG2441
GID complex	Candida_glabrata@Seq_197	19_196	OG4717
GID complex	Candida_glabrata@Seq_3397	19_3396	OG4594
GID complex	Candida_glabrata@Seq_3464	19_3463	OG3194
GID complex	Candida_glabrata@Seq_444	19_443	OG4542
GID complex	Candida_glabrata@Seq_4687	19_4686	OG6647
GID complex	Candida_glabrata@Seq_5000	19_4999	OG2599
GID complex	Candida_glabrata@Seq_5098	19_5097	OG6423
GINS complex	Candida_glabrata@Seq_113	19_112	OG3283
GINS complex	Candida_glabrata@Seq_2044	19_2043	OG2873
GINS complex	Candida_glabrata@Seq_2286	19_2285	OG3307
GINS complex	Candida_glabrata@Seq_997	19_996	OG3537
GPI-anchor transamidase complex	Candida_glabrata@Seq_126	19_125	OG2254
GPI-anchor transamidase complex	Candida_glabrata@Seq_2345	19_2344	OG3912
GPI-anchor transamidase complex	Candida_glabrata@Seq_413	19_412	OG2568
GPI-anchor transamidase complex	Candida_glabrata@Seq_4529	19_4528	OG2872
GPI-anchor transamidase complex	Candida_glabrata@Seq_4669	19_4668	OG1948
Golgi transport complex	Candida_glabrata@Seq_1595	19_1594	OG3765
Golgi transport complex	Candida_glabrata@Seq_2072	19_2071	OG2492
Golgi transport complex	Candida_glabrata@Seq_2933	19_2932	OG2517
Golgi transport complex	Candida_glabrata@Seq_3498	19_3497	OG4480
Golgi transport complex	Candida_glabrata@Seq_4235	19_4234	OG3868
Golgi transport complex	Candida_glabrata@Seq_4780	19_4779	OG6492
Golgi transport complex	Candida_glabrata@Seq_509	19_508	OG2115
Golgi transport complex	Candida_glabrata@Seq_99	19_98	OG2659
Gtr1-Gtr2 GTPase complex	Candida_glabrata@Seq_1286	19_1285	OG2931
Gtr1-Gtr2 GTPase complex	Candida_glabrata@Seq_468	19_467	OG2929
H4/H2A histone acetyltransferase complex	Candida_glabrata@Seq_2600	19_2599	OG2949
H4/H2A histone acetyltransferase complex	Candida_glabrata@Seq_5044	19_5043	OG144628
HDA1 complex	Candida_glabrata@Seq_2659	19_2658	OG3136
HDA1 complex	Candida_glabrata@Seq_2976	19_2975	OG1736
HDA1 complex	Candida_glabrata@Seq_419	19_418	OG6307
HICS complex	Candida_glabrata@Seq_1878	19_1877	OG3763
HICS complex	Candida_glabrata@Seq_4439	19_4438	OG7414
HICS complex	Candida_glabrata@Seq_5108	19_5107	OG6463
HICS complex	Candida_glabrata@Seq_849	19_848	OG3516
HIR complex	Candida_glabrata@Seq_1724	19_1723	OG3972
HIR complex	Candida_glabrata@Seq_2190	19_2189	OG22611
