complex type	sequence id	index	ortholog
Ada2/Gcn5/Ada3 transcription activator complex	Candida_dubliniensis@Seq_2547	18_2546	OG1099
Ada2/Gcn5/Ada3 transcription activator complex	Candida_dubliniensis@Seq_3509	18_3508	OG3528
Ada2/Gcn5/Ada3 transcription activator complex	Candida_dubliniensis@Seq_4907	18_4906	OG4164
Aim21-Tda2 complex	Candida_dubliniensis@Seq_4455	18_4454	OG15011
Aim21-Tda2 complex	Candida_dubliniensis@Seq_5635	18_5634	OG2921
Arp2/3 protein complex	Candida_dubliniensis@Seq_1401	18_1400	OG2181
Arp2/3 protein complex	Candida_dubliniensis@Seq_1585	18_1584	OG2590
Arp2/3 protein complex	Candida_dubliniensis@Seq_1960	18_1959	OG1035
Arp2/3 protein complex	Candida_dubliniensis@Seq_2250	18_2249	OG3502
Arp2/3 protein complex	Candida_dubliniensis@Seq_2691	18_2690	OG2586
Arp2/3 protein complex	Candida_dubliniensis@Seq_3357	18_3356	OG2127
Arp2/3 protein complex	Candida_dubliniensis@Seq_5845	18_5844	OG3427
Asi complex	Candida_dubliniensis@Seq_5840	18_5839	OG3757
Atg1/ULK1 kinase complex	Candida_dubliniensis@Seq_1376	18_1375	OG5838
Atg1/ULK1 kinase complex	Candida_dubliniensis@Seq_1750	18_1749	OG4810
Atg1/ULK1 kinase complex	Candida_dubliniensis@Seq_4920	18_4919	OG1879
Atg1/ULK1 kinase complex	Candida_dubliniensis@Seq_5388	18_5387	OG3727
Atg12-Atg5-Atg16 complex	Candida_dubliniensis@Seq_1174	18_1173	OG3627
Atg12-Atg5-Atg16 complex	Candida_dubliniensis@Seq_4683	18_4682	OG5119
Atg12-Atg5-Atg16 complex	Candida_dubliniensis@Seq_4834	18_4833	OG3805
BLOC-1 complex	Candida_dubliniensis@Seq_1192	18_1191	OG5984
BLOC-1 complex	Candida_dubliniensis@Seq_4144	18_4143	OG5882
BLOC-1 complex	Candida_dubliniensis@Seq_569	18_568	OG5215
Bfa1-Bub2 complex	Candida_dubliniensis@Seq_4846	18_4845	OG4146
CAAX-protein geranylgeranyltransferase complex	Candida_dubliniensis@Seq_360	18_359	OG3200
CAAX-protein geranylgeranyltransferase complex	Candida_dubliniensis@Seq_3884	18_3883	OG3911
CAF-1 complex	Candida_dubliniensis@Seq_2675	18_2674	OG4144
CAF-1 complex	Candida_dubliniensis@Seq_3466	18_3465	OG4099
CAF-1 complex	Candida_dubliniensis@Seq_5300	18_5299	OG2093
CBF3 complex	Candida_dubliniensis@Seq_3679	18_3678	OG2575
CCAAT-binding factor complex	Candida_dubliniensis@Seq_2741	18_2740	OG2751
CCAAT-binding factor complex	Candida_dubliniensis@Seq_4942	18_4941	OG4509
CCAAT-binding factor complex	Candida_dubliniensis@Seq_501	18_500	OG3251
CCAAT-binding factor complex	Candida_dubliniensis@Seq_5301	18_5300	OG4103
CCR4-NOT complex	Candida_dubliniensis@Seq_1016	18_1015	OG1803
CCR4-NOT complex	Candida_dubliniensis@Seq_1232	18_1231	OG1582
CCR4-NOT complex	Candida_dubliniensis@Seq_2052	18_2051	OG3644
CCR4-NOT complex	Candida_dubliniensis@Seq_3184	18_3183	OG4153
CCR4-NOT complex	Candida_dubliniensis@Seq_4089	18_4088	OG2561
CCR4-NOT complex	Candida_dubliniensis@Seq_5480	18_5479	OG1613
CCR4-NOT core complex	Candida_dubliniensis@Seq_1016	18_1015	OG1803
CCR4-NOT core complex	Candida_dubliniensis@Seq_1232	18_1231	OG1582
CCR4-NOT core complex	Candida_dubliniensis@Seq_1312	18_1311	OG5532
CCR4-NOT core complex	Candida_dubliniensis@Seq_3184	18_3183	OG4153
CCR4-NOT core complex	Candida_dubliniensis@Seq_4089	18_4088	OG2561
CCR4-NOT core complex	Candida_dubliniensis@Seq_4516	18_4515	OG1002
CCR4-NOT core complex	Candida_dubliniensis@Seq_5261	18_5260	OG1769
CCR4-NOT core complex	Candida_dubliniensis@Seq_5480	18_5479	OG1613
CCR4-NOT core complex	Candida_dubliniensis@Seq_549	18_548	OG3389
CENP-A containing nucleosome	Candida_dubliniensis@Seq_1959	18_1958	OG3375
CENP-A containing nucleosome	Candida_dubliniensis@Seq_4851	18_4850	OG1027
CHRAC	Candida_dubliniensis@Seq_3386	18_3385	OG2814
CHRAC	Candida_dubliniensis@Seq_3578	18_3577	OG3451
CHRAC	Candida_dubliniensis@Seq_778	18_777	OG1038
CIA complex	Candida_dubliniensis@Seq_2388	18_2387	OG3813
CIA complex	Candida_dubliniensis@Seq_2525	18_2524	OG2992
CIA complex	Candida_dubliniensis@Seq_2622	18_2621	OG2281
CLRC ubiquitin ligase complex	Candida_dubliniensis@Seq_5241	18_5240	OG3051
CMG complex	Candida_dubliniensis@Seq_1772	18_1771	OG2034
CMG complex	Candida_dubliniensis@Seq_1962	18_1961	OG1824
CMG complex	Candida_dubliniensis@Seq_1972	18_1971	OG3537
CMG complex	Candida_dubliniensis@Seq_2343	18_2342	OG2191
CMG complex	Candida_dubliniensis@Seq_3967	18_3966	OG3283
CMG complex	Candida_dubliniensis@Seq_4088	18_4087	OG1893
CMG complex	Candida_dubliniensis@Seq_4346	18_4345	OG2001
CMG complex	Candida_dubliniensis@Seq_4709	18_4708	OG3307
CMG complex	Candida_dubliniensis@Seq_5356	18_5355	OG1049
CMG complex	Candida_dubliniensis@Seq_5855	18_5854	OG2003
CMG complex	Candida_dubliniensis@Seq_922	18_921	OG2873
COMA complex	Candida_dubliniensis@Seq_616	18_615	OG4996
COP9 signalosome	Candida_dubliniensis@Seq_2591	18_2590	OG3426
COP9 signalosome	Candida_dubliniensis@Seq_4685	18_4684	OG2570
COPI vesicle coat	Candida_dubliniensis@Seq_172	18_171	OG3040
COPI vesicle coat	Candida_dubliniensis@Seq_2400	18_2399	OG1766
COPI vesicle coat	Candida_dubliniensis@Seq_2957	18_2956	OG4574
COPI vesicle coat	Candida_dubliniensis@Seq_3328	18_3327	OG1846
COPI vesicle coat	Candida_dubliniensis@Seq_3851	18_3850	OG2128
COPI vesicle coat	Candida_dubliniensis@Seq_4892	18_4891	OG3035
COPI vesicle coat	Candida_dubliniensis@Seq_4980	18_4979	OG1861
COPII vesicle coat	Candida_dubliniensis@Seq_1427	18_1426	OG3646
COPII vesicle coat	Candida_dubliniensis@Seq_2404	18_2403	OG1717
COPII vesicle coat	Candida_dubliniensis@Seq_2499	18_2498	OG6305
COPII vesicle coat	Candida_dubliniensis@Seq_2905	18_2904	OG1293
COPII vesicle coat	Candida_dubliniensis@Seq_5040	18_5039	OG1549
COPII vesicle coat	Candida_dubliniensis@Seq_5571	18_5570	OG3118
COPII vesicle coat	Candida_dubliniensis@Seq_646	18_645	OG1075
COPII vesicle coat	Candida_dubliniensis@Seq_79	18_78	OG1075
CORVET complex	Candida_dubliniensis@Seq_2387	18_2386	OG2511
CORVET complex	Candida_dubliniensis@Seq_3818	18_3817	OG2415
CORVET complex	Candida_dubliniensis@Seq_5157	18_5156	OG2233
CORVET complex	Candida_dubliniensis@Seq_5203	18_5202	OG6195
CORVET complex	Candida_dubliniensis@Seq_5229	18_5228	OG3672
CORVET complex	Candida_dubliniensis@Seq_5339	18_5338	OG3226
CST complex	Candida_dubliniensis@Seq_5171	18_5170	OG5356
CST complex	Candida_dubliniensis@Seq_5197	18_5196	OG6244
CTDK-1 complex	Candida_dubliniensis@Seq_4752	18_4751	OG3501
CTDK-1 complex	Candida_dubliniensis@Seq_5458	18_5457	OG3468
CTDK-1 complex	Candida_dubliniensis@Seq_894	18_893	OG4397
CURI complex	Candida_dubliniensis@Seq_4652	18_4651	OG2667
CURI complex	Candida_dubliniensis@Seq_5429	18_5428	OG2466
CURI complex	Candida_dubliniensis@Seq_997	18_996	OG1712
Cbf1-Met4-Met28 complex	Candida_dubliniensis@Seq_2296	18_2295	OG2947
Cbf1-Met4-Met28 complex	Candida_dubliniensis@Seq_2964	18_2963	OG4903
Cbf1-Met4-Met28 complex	Candida_dubliniensis@Seq_745	18_744	OG5162
Cbp3p-Cbp6 complex	Candida_dubliniensis@Seq_4234	18_4233	OG4457
Cbp3p-Cbp6 complex	Candida_dubliniensis@Seq_965	18_964	OG2910
Cdc24p-Far1p-Gbetagamma complex	Candida_dubliniensis@Seq_4764	18_4763	OG4289
Cdc24p-Far1p-Gbetagamma complex	Candida_dubliniensis@Seq_703	18_702	OG2995
Cdc24p-Far1p-Gbetagamma complex	Candida_dubliniensis@Seq_809	18_808	OG2926
Cdc42 GTPase complex	Candida_dubliniensis@Seq_186	18_185	OG1409
Cdc42 GTPase complex	Candida_dubliniensis@Seq_5801	18_5800	OG1483
Cdc48p-Npl4p-Vms1p AAA ATPase complex	Candida_dubliniensis@Seq_1601	18_1600	OG1505
Cdc48p-Npl4p-Vms1p AAA ATPase complex	Candida_dubliniensis@Seq_1907	18_1906	OG2062
Cdc48p-Npl4p-Vms1p AAA ATPase complex	Candida_dubliniensis@Seq_928	18_927	OG4176
Cdc50p-Drs2p complex	Candida_dubliniensis@Seq_1954	18_1953	OG1135
Cdc50p-Drs2p complex	Candida_dubliniensis@Seq_5790	18_5789	OG1008
Cdc73/Paf1 complex	Candida_dubliniensis@Seq_1016	18_1015	OG1803
Cdc73/Paf1 complex	Candida_dubliniensis@Seq_1165	18_1164	OG5118
Cdc73/Paf1 complex	Candida_dubliniensis@Seq_3069	18_3068	OG2301
Cdc73/Paf1 complex	Candida_dubliniensis@Seq_3713	18_3712	OG3086
Cdc73/Paf1 complex	Candida_dubliniensis@Seq_4371	18_4370	OG3293
Cdc73/Paf1 complex	Candida_dubliniensis@Seq_4451	18_4450	OG1903
Cdr2 medial cortical node complex	Candida_dubliniensis@Seq_358	18_357	OG4098
Clr6 histone deacetylase complex I''	Candida_dubliniensis@Seq_4582	18_4581	OG1453
Clr6 histone deacetylase complex I''	Candida_dubliniensis@Seq_5397	18_5396	OG1363
CoA-synthesizing protein complex	Candida_dubliniensis@Seq_1113	18_1112	OG3008
CoA-synthesizing protein complex	Candida_dubliniensis@Seq_2378	18_2377	OG2578
CoA-synthesizing protein complex	Candida_dubliniensis@Seq_4449	18_4448	OG3025
CoA-synthesizing protein complex	Candida_dubliniensis@Seq_9	18_8	OG1491
CoA-synthesizing protein complex	Candida_dubliniensis@Seq_953	18_952	OG2084
Ctf18 RFC-like complex	Candida_dubliniensis@Seq_1904	18_1903	OG2330
Ctf18 RFC-like complex	Candida_dubliniensis@Seq_4044	18_4043	OG2839
Ctf18 RFC-like complex	Candida_dubliniensis@Seq_4754	18_4753	OG4339
Ctf18 RFC-like complex	Candida_dubliniensis@Seq_5119	18_5118	OG3377
Ctf18 RFC-like complex	Candida_dubliniensis@Seq_5212	18_5211	OG2291
Ctf18 RFC-like complex	Candida_dubliniensis@Seq_5473	18_5472	OG2883
Ctf18 RFC-like complex	Candida_dubliniensis@Seq_5765	18_5764	OG2996
Cul3-RING ubiquitin ligase complex	Candida_dubliniensis@Seq_1045	18_1044	OG2623
Cul3-RING ubiquitin ligase complex	Candida_dubliniensis@Seq_1809	18_1808	OG4956
Cul3-RING ubiquitin ligase complex	Candida_dubliniensis@Seq_2864	18_2863	OG1729
Cul3-RING ubiquitin ligase complex	Candida_dubliniensis@Seq_3340	18_3339	OG3237
Cul3-RING ubiquitin ligase complex	Candida_dubliniensis@Seq_4875	18_4874	OG2523
Cul3-RING ubiquitin ligase complex	Candida_dubliniensis@Seq_5241	18_5240	OG3051
Cul8-RING ubiquitin ligase complex	Candida_dubliniensis@Seq_1473	18_1472	OG5389
Cul8-RING ubiquitin ligase complex	Candida_dubliniensis@Seq_4235	18_4234	OG2612
Cul8-RING ubiquitin ligase complex	Candida_dubliniensis@Seq_5241	18_5240	OG3051
Cvt complex	Candida_dubliniensis@Seq_2297	18_2296	OG2851
Cvt complex	Candida_dubliniensis@Seq_4178	18_4177	OG1297
DASH complex	Candida_dubliniensis@Seq_2433	18_2432	OG5079
DASH complex	Candida_dubliniensis@Seq_2902	18_2901	OG5406
DASH complex	Candida_dubliniensis@Seq_3058	18_3057	OG5135
DASH complex	Candida_dubliniensis@Seq_4013	18_4012	OG5084
DASH complex	Candida_dubliniensis@Seq_4217	18_4216	OG4359
DASH complex	Candida_dubliniensis@Seq_4595	18_4594	OG5085
DASH complex	Candida_dubliniensis@Seq_4747	18_4746	OG4135
DASH complex	Candida_dubliniensis@Seq_5680	18_5679	OG5175
DASH complex	Candida_dubliniensis@Seq_5804	18_5803	OG3434
DNA helicase A complex	Candida_dubliniensis@Seq_2520	18_2519	OG2454
DNA ligase IV complex	Candida_dubliniensis@Seq_3224	18_3223	OG2668
DNA replication factor A complex	Candida_dubliniensis@Seq_3046	18_3045	OG4022
DNA replication factor A complex	Candida_dubliniensis@Seq_4239	18_4238	OG2220
DNA replication factor C complex	Candida_dubliniensis@Seq_1904	18_1903	OG2330
DNA replication factor C complex	Candida_dubliniensis@Seq_4044	18_4043	OG2839
DNA replication factor C complex	Candida_dubliniensis@Seq_5212	18_5211	OG2291
DNA replication factor C complex	Candida_dubliniensis@Seq_5765	18_5764	OG2996
DNA replication factor C complex	Candida_dubliniensis@Seq_86	18_85	OG1554
DNA replication preinitiation complex	Candida_dubliniensis@Seq_1140	18_1139	OG1973
DNA replication preinitiation complex	Candida_dubliniensis@Seq_1715	18_1714	OG4076
DNA replication preinitiation complex	Candida_dubliniensis@Seq_1772	18_1771	OG2034
DNA replication preinitiation complex	Candida_dubliniensis@Seq_1962	18_1961	OG1824
DNA replication preinitiation complex	Candida_dubliniensis@Seq_1972	18_1971	OG3537
DNA replication preinitiation complex	Candida_dubliniensis@Seq_2343	18_2342	OG2191
DNA replication preinitiation complex	Candida_dubliniensis@Seq_2453	18_2452	OG1830
DNA replication preinitiation complex	Candida_dubliniensis@Seq_2578	18_2577	OG4932
DNA replication preinitiation complex	Candida_dubliniensis@Seq_2911	18_2910	OG3684
DNA replication preinitiation complex	Candida_dubliniensis@Seq_293	18_292	OG2439
DNA replication preinitiation complex	Candida_dubliniensis@Seq_3169	18_3168	OG4420
DNA replication preinitiation complex	Candida_dubliniensis@Seq_3967	18_3966	OG3283
DNA replication preinitiation complex	Candida_dubliniensis@Seq_4088	18_4087	OG1893
DNA replication preinitiation complex	Candida_dubliniensis@Seq_4346	18_4345	OG2001
DNA replication preinitiation complex	Candida_dubliniensis@Seq_4432	18_4431	OG5346
DNA replication preinitiation complex	Candida_dubliniensis@Seq_4709	18_4708	OG3307
DNA replication preinitiation complex	Candida_dubliniensis@Seq_5012	18_5011	OG5844
DNA replication preinitiation complex	Candida_dubliniensis@Seq_5356	18_5355	OG1049
DNA replication preinitiation complex	Candida_dubliniensis@Seq_5855	18_5854	OG2003
DNA replication preinitiation complex	Candida_dubliniensis@Seq_732	18_731	OG5493
DNA replication preinitiation complex	Candida_dubliniensis@Seq_922	18_921	OG2873
DNA replication preinitiation complex	Candida_dubliniensis@Seq_964	18_963	OG4384
DPS complex	Candida_dubliniensis@Seq_5732	18_5731	OG1452
DSIF complex	Candida_dubliniensis@Seq_3665	18_3664	OG2342
DSIF complex	Candida_dubliniensis@Seq_4624	18_4623	OG4093
DUBm complex	Candida_dubliniensis@Seq_1205	18_1204	OG4031
DUBm complex	Candida_dubliniensis@Seq_2935	18_2934	OG1493
DUBm complex	Candida_dubliniensis@Seq_3764	18_3763	OG3031
DUBm complex	Candida_dubliniensis@Seq_5528	18_5527	OG6366
Dbf4-dependent protein kinase complex	Candida_dubliniensis@Seq_1012	18_1011	OG3951
Dbf4-dependent protein kinase complex	Candida_dubliniensis@Seq_4894	18_4893	OG1775
Dcp1-Dcp2 complex	Candida_dubliniensis@Seq_2096	18_2095	OG1818
Dcp1-Dcp2 complex	Candida_dubliniensis@Seq_5759	18_5758	OG3584
Ddb1-Ckn1 complex	Candida_dubliniensis@Seq_2885	18_2884	OG3613
Doa10p ubiquitin ligase complex	Candida_dubliniensis@Seq_1024	18_1023	OG2892
Doa10p ubiquitin ligase complex	Candida_dubliniensis@Seq_1289	18_1288	OG3875
Doa10p ubiquitin ligase complex	Candida_dubliniensis@Seq_1578	18_1577	OG4220
Doa10p ubiquitin ligase complex	Candida_dubliniensis@Seq_1601	18_1600	OG1505
Doa10p ubiquitin ligase complex	Candida_dubliniensis@Seq_3119	18_3118	OG4246
Doa10p ubiquitin ligase complex	Candida_dubliniensis@Seq_5512	18_5511	OG2940
Doa10p ubiquitin ligase complex	Candida_dubliniensis@Seq_928	18_927	OG4176
Dom34-Hbs1 complex	Candida_dubliniensis@Seq_2907	18_2906	OG1130
Dom34-Hbs1 complex	Candida_dubliniensis@Seq_5421	18_5420	OG1117
Dsc E3 ubiquitin ligase complex	Candida_dubliniensis@Seq_3877	18_3876	OG3064
Dsc E3 ubiquitin ligase complex	Candida_dubliniensis@Seq_4242	18_4241	OG4092
Dsc E3 ubiquitin ligase complex	Candida_dubliniensis@Seq_5193	18_5192	OG2476
Dsc E3 ubiquitin ligase complex	Candida_dubliniensis@Seq_5872	18_5871	OG3532
Dsl1/NZR complex	Candida_dubliniensis@Seq_2274	18_2273	OG4784
Dsl1/NZR complex	Candida_dubliniensis@Seq_4537	18_4536	OG5858
Dsl1/NZR complex	Candida_dubliniensis@Seq_4571	18_4570	OG5804
EGO complex	Candida_dubliniensis@Seq_4720	18_4719	OG2931
EGO complex	Candida_dubliniensis@Seq_5266	18_5265	OG2171
EGO complex	Candida_dubliniensis@Seq_5366	18_5365	OG2929
EKC/KEOPS complex	Candida_dubliniensis@Seq_1081	18_1080	OG3997
EKC/KEOPS complex	Candida_dubliniensis@Seq_190	18_189	OG4626
EKC/KEOPS complex	Candida_dubliniensis@Seq_3749	18_3748	OG2613
EKC/KEOPS complex	Candida_dubliniensis@Seq_4047	18_4046	OG3649
EKC/KEOPS complex	Candida_dubliniensis@Seq_4075	18_4074	OG4832
ER membrane protein complex	Candida_dubliniensis@Seq_1035	18_1034	OG3977
ER membrane protein complex	Candida_dubliniensis@Seq_1493	18_1492	OG2943
ER membrane protein complex	Candida_dubliniensis@Seq_1947	18_1946	OG3249
ER membrane protein complex	Candida_dubliniensis@Seq_3960	18_3959	OG4746
ER membrane protein complex	Candida_dubliniensis@Seq_5120	18_5119	OG3931
ER membrane protein complex	Candida_dubliniensis@Seq_5661	18_5660	OG2344
ERMES complex	Candida_dubliniensis@Seq_1323	18_1322	OG3314
ERMES complex	Candida_dubliniensis@Seq_2399	18_2398	OG4455
ERMES complex	Candida_dubliniensis@Seq_2977	18_2976	OG3220
ERMES complex	Candida_dubliniensis@Seq_4784	18_4783	OG2368
ERMES complex	Candida_dubliniensis@Seq_789	18_788	OG2158
ESCRT I complex	Candida_dubliniensis@Seq_2856	18_2855	OG6448
ESCRT I complex	Candida_dubliniensis@Seq_5079	18_5078	OG3628
ESCRT I complex	Candida_dubliniensis@Seq_5794	18_5793	OG6312
ESCRT II complex	Candida_dubliniensis@Seq_1163	18_1162	OG2800
ESCRT II complex	Candida_dubliniensis@Seq_2417	18_2416	OG3705
ESCRT II complex	Candida_dubliniensis@Seq_4808	18_4807	OG3324
ESCRT III complex	Candida_dubliniensis@Seq_1184	18_1183	OG2789
ESCRT III complex	Candida_dubliniensis@Seq_1636	18_1635	OG3461
ESCRT III complex	Candida_dubliniensis@Seq_3149	18_3148	OG4051
ESCRT III complex	Candida_dubliniensis@Seq_4540	18_4539	OG2203
ESCRT III complex	Candida_dubliniensis@Seq_5373	18_5372	OG1082
ESCRT III complex	Candida_dubliniensis@Seq_5588	18_5587	OG2235
ESCRT-0 complex	Candida_dubliniensis@Seq_2286	18_2285	OG3181
ESCRT-0 complex	Candida_dubliniensis@Seq_2427	18_2426	OG1894
Elg1 RFC-like complex	Candida_dubliniensis@Seq_1904	18_1903	OG2330
Elg1 RFC-like complex	Candida_dubliniensis@Seq_4044	18_4043	OG2839
Elg1 RFC-like complex	Candida_dubliniensis@Seq_4576	18_4575	OG4958
Elg1 RFC-like complex	Candida_dubliniensis@Seq_5212	18_5211	OG2291
Elg1 RFC-like complex	Candida_dubliniensis@Seq_5765	18_5764	OG2996
Elongator holoenzyme complex	Candida_dubliniensis@Seq_1698	18_1697	OG1885
Elongator holoenzyme complex	Candida_dubliniensis@Seq_2671	18_2670	OG2414
Elongator holoenzyme complex	Candida_dubliniensis@Seq_3668	18_3667	OG1723
Elongator holoenzyme complex	Candida_dubliniensis@Seq_3741	18_3740	OG2251
Elongator holoenzyme complex	Candida_dubliniensis@Seq_378	18_377	OG3591
Elongator holoenzyme complex	Candida_dubliniensis@Seq_803	18_802	OG2632
F-actin capping protein complex	Candida_dubliniensis@Seq_571	18_570	OG4064
F-actin capping protein complex	Candida_dubliniensis@Seq_762	18_761	OG3889
FACT complex	Candida_dubliniensis@Seq_4741	18_4740	OG2169
FACT complex	Candida_dubliniensis@Seq_5844	18_5843	OG2063
FAL1-SGD1 complex	Candida_dubliniensis@Seq_5812	18_5811	OG1009
FAL1-SGD1 complex	Candida_dubliniensis@Seq_5878	18_5877	OG1641
FANCM-MHF complex	Candida_dubliniensis@Seq_3396	18_3395	OG4681
FAR/SIN/STRIPAK complex	Candida_dubliniensis@Seq_4431	18_4430	OG1535
G-protein beta/gamma-subunit complex	Candida_dubliniensis@Seq_703	18_702	OG2995
G-protein beta/gamma-subunit complex	Candida_dubliniensis@Seq_809	18_808	OG2926
GARP complex	Candida_dubliniensis@Seq_2765	18_2764	OG2122
GARP complex	Candida_dubliniensis@Seq_5510	18_5509	OG6064
GARP complex	Candida_dubliniensis@Seq_5532	18_5531	OG3536
GARP complex	Candida_dubliniensis@Seq_944	18_943	OG1958
GATOR1 complex	Candida_dubliniensis@Seq_2607	18_2606	OG1504
GATOR1 complex	Candida_dubliniensis@Seq_2793	18_2792	OG3106
GATOR1 complex	Candida_dubliniensis@Seq_4885	18_4884	OG3561
GET complex	Candida_dubliniensis@Seq_2945	18_2944	OG2441
GET complex	Candida_dubliniensis@Seq_4048	18_4047	OG3284
GET complex	Candida_dubliniensis@Seq_80	18_79	OG5751
GID complex	Candida_dubliniensis@Seq_1707	18_1706	OG3194
GID complex	Candida_dubliniensis@Seq_2017	18_2016	OG4542
GID complex	Candida_dubliniensis@Seq_2300	18_2299	OG5869
GID complex	Candida_dubliniensis@Seq_3044	18_3043	OG6407
GID complex	Candida_dubliniensis@Seq_4069	18_4068	OG4752
GID complex	Candida_dubliniensis@Seq_698	18_697	OG2599
GINS complex	Candida_dubliniensis@Seq_1972	18_1971	OG3537
GINS complex	Candida_dubliniensis@Seq_3967	18_3966	OG3283
GINS complex	Candida_dubliniensis@Seq_4709	18_4708	OG3307
GINS complex	Candida_dubliniensis@Seq_922	18_921	OG2873
GPI-anchor transamidase complex	Candida_dubliniensis@Seq_1580	18_1579	OG1948
GPI-anchor transamidase complex	Candida_dubliniensis@Seq_233	18_232	OG2568
GPI-anchor transamidase complex	Candida_dubliniensis@Seq_2683	18_2682	OG2254
GPI-anchor transamidase complex	Candida_dubliniensis@Seq_3463	18_3462	OG2872
GPI-anchor transamidase complex	Candida_dubliniensis@Seq_5282	18_5281	OG27063
Golgi transport complex	Candida_dubliniensis@Seq_1642	18_1641	OG4480
Golgi transport complex	Candida_dubliniensis@Seq_1982	18_1981	OG3868
Golgi transport complex	Candida_dubliniensis@Seq_2113	18_2112	OG4692
Golgi transport complex	Candida_dubliniensis@Seq_38	18_37	OG2659
Golgi transport complex	Candida_dubliniensis@Seq_3935	18_3934	OG2492
Golgi transport complex	Candida_dubliniensis@Seq_5646	18_5645	OG3765
Golgi transport complex	Candida_dubliniensis@Seq_5701	18_5700	OG2115
Gtr1-Gtr2 GTPase complex	Candida_dubliniensis@Seq_4720	18_4719	OG2931
Gtr1-Gtr2 GTPase complex	Candida_dubliniensis@Seq_5366	18_5365	OG2929
H4/H2A histone acetyltransferase complex	Candida_dubliniensis@Seq_3998	18_3997	OG2949
HDA1 complex	Candida_dubliniensis@Seq_1663	18_1662	OG1736
