complex type	sequence id	index	ortholog
AP-3 adaptor complex	Saccharomyces_cerevisiae@YPL195W	110_2602	OG1994
ASTRA complex	Saccharomyces_cerevisiae@YDR190C	110_356	OG1721
ASTRA complex	Saccharomyces_cerevisiae@YGR099W	110_1184	OG2955
ASTRA complex	Saccharomyces_cerevisiae@YHR099W	110_439	OG1427
ASTRA complex	Saccharomyces_cerevisiae@YJR136C	110_2926	OG6613
ASTRA complex	Saccharomyces_cerevisiae@YKL033W	110_801	OG2745
ASTRA complex	Saccharomyces_cerevisiae@YPL235W	110_714	OG2118
ASTRA complex	Saccharomyces_cerevisiae@YPR085C	110_3112	OG2932
Ada2/Gcn5/Ada3 transcription activator complex	Saccharomyces_cerevisiae@YAL034C	110_762	OG2373
Ada2/Gcn5/Ada3 transcription activator complex	Saccharomyces_cerevisiae@YCL010C	110_1164	OG4164
Ada2/Gcn5/Ada3 transcription activator complex	Saccharomyces_cerevisiae@YCR082W	110_1371	OG7429
Ada2/Gcn5/Ada3 transcription activator complex	Saccharomyces_cerevisiae@YDR176W	110_5296	OG2545
Ada2/Gcn5/Ada3 transcription activator complex	Saccharomyces_cerevisiae@YDR397C	110_120	OG2699
Ada2/Gcn5/Ada3 transcription activator complex	Saccharomyces_cerevisiae@YDR448W	110_2381	OG1099
Ada2/Gcn5/Ada3 transcription activator complex	Saccharomyces_cerevisiae@YGR252W	110_5021	OG2418
Ada2/Gcn5/Ada3 transcription activator complex	Saccharomyces_cerevisiae@YOR023C	110_5497	OG7000
Ada2/Gcn5/Ada3 transcription activator complex	Saccharomyces_cerevisiae@YOR338W	110_2081	OG2373
Ada2/Gcn5/Ada3 transcription activator complex	Saccharomyces_cerevisiae@YPL254W	110_2911	OG3528
Aim21-Tda2 complex	Saccharomyces_cerevisiae@YER071C	110_771	OG7595
Aim21-Tda2 complex	Saccharomyces_cerevisiae@YIR003W	110_1849	OG15721
Arp2/3 protein complex	Saccharomyces_cerevisiae@YBR234C	110_4188	OG2181
Arp2/3 protein complex	Saccharomyces_cerevisiae@YDL029W	110_3817	OG2586
Arp2/3 protein complex	Saccharomyces_cerevisiae@YIL062C	110_5134	OG3427
Arp2/3 protein complex	Saccharomyces_cerevisiae@YJR065C	110_2956	OG1035
Arp2/3 protein complex	Saccharomyces_cerevisiae@YKL013C	110_4161	OG2590
Arp2/3 protein complex	Saccharomyces_cerevisiae@YLR370C	110_1381	OG2127
Arp2/3 protein complex	Saccharomyces_cerevisiae@YNR035C	110_2258	OG3502
Asi complex	Saccharomyces_cerevisiae@YMR119W	110_2868	OG3757
Asi complex	Saccharomyces_cerevisiae@YNL008C	110_3272	OG9019
Asi complex	Saccharomyces_cerevisiae@YNL159C	110_5734	OG7246
Atg1/ULK1 kinase complex	Saccharomyces_cerevisiae@YDR022C	110_4765	OG6953
Atg1/ULK1 kinase complex	Saccharomyces_cerevisiae@YGL180W	110_5393	OG1879
Atg1/ULK1 kinase complex	Saccharomyces_cerevisiae@YLR423C	110_3169	OG6346
Atg1/ULK1 kinase complex	Saccharomyces_cerevisiae@YPL166W	110_2240	OG6828
Atg1/ULK1 kinase complex	Saccharomyces_cerevisiae@YPR049C	110_4497	OG4270
Atg1/ULK1 kinase complex	Saccharomyces_cerevisiae@YPR185W	110_4374	OG3727
Atg12-Atg5-Atg16 complex	Saccharomyces_cerevisiae@YBR217W	110_3573	OG3627
Atg12-Atg5-Atg16 complex	Saccharomyces_cerevisiae@YMR159C	110_2017	OG6491
Atg12-Atg5-Atg16 complex	Saccharomyces_cerevisiae@YPL149W	110_4614	OG3805
BAT3 complex	Saccharomyces_cerevisiae@YOR164C	110_2211	OG2536
BLOC-1 complex	Saccharomyces_cerevisiae@YDR357C	110_2343	OG6723
BLOC-1 complex	Saccharomyces_cerevisiae@YEL005C	110_4532	OG6913
BLOC-1 complex	Saccharomyces_cerevisiae@YGL079W	110_1132	OG5153
BLOC-1 complex	Saccharomyces_cerevisiae@YKL061W	110_91	OG6479
BLOC-1 complex	Saccharomyces_cerevisiae@YLR408C	110_5300	OG7437
BLOC-1 complex	Saccharomyces_cerevisiae@YNL086W	110_3593	OG7910
Bfa1-Bub2 complex	Saccharomyces_cerevisiae@YJR053W	110_2310	OG6929
Bfa1-Bub2 complex	Saccharomyces_cerevisiae@YMR055C	110_338	OG4146
CAAX-protein geranylgeranyltransferase complex	Saccharomyces_cerevisiae@YGL155W	110_2644	OG3911
CAAX-protein geranylgeranyltransferase complex	Saccharomyces_cerevisiae@YKL019W	110_1623	OG3200
CAF-1 complex	Saccharomyces_cerevisiae@YBR195C	110_5315	OG4099
CAF-1 complex	Saccharomyces_cerevisiae@YML102W	110_1096	OG2093
CAF-1 complex	Saccharomyces_cerevisiae@YPR018W	110_4665	OG4144
CBF3 complex	Saccharomyces_cerevisiae@YDR328C	110_1764	OG2575
CBF3 complex	Saccharomyces_cerevisiae@YGR140W	110_1955	OG6912
CBF3 complex	Saccharomyces_cerevisiae@YMR094W	110_3626	OG6824
CBF3 complex	Saccharomyces_cerevisiae@YMR168C	110_3026	OG7667
CCAAT-binding factor complex	Saccharomyces_cerevisiae@YBL021C	110_5138	OG3251
CCAAT-binding factor complex	Saccharomyces_cerevisiae@YGL237C	110_5611	OG39288
CCAAT-binding factor complex	Saccharomyces_cerevisiae@YKL109W	110_4944	OG6237
CCAAT-binding factor complex	Saccharomyces_cerevisiae@YOR358W	110_1344	OG2751
CCR4-NOT complex	Saccharomyces_cerevisiae@YAL021C	110_4937	OG1803
CCR4-NOT complex	Saccharomyces_cerevisiae@YER068W	110_1714	OG1769
CCR4-NOT complex	Saccharomyces_cerevisiae@YFL028C	110_5559	OG3644
CCR4-NOT complex	Saccharomyces_cerevisiae@YKR036C	110_3872	OG17662
CCR4-NOT complex	Saccharomyces_cerevisiae@YNL288W	110_4393	OG4153
CCR4-NOT complex	Saccharomyces_cerevisiae@YNR052C	110_1543	OG3389
CCR4-NOT complex	Saccharomyces_cerevisiae@YOL042W	110_1320	OG5496
CCR4-NOT core complex	Saccharomyces_cerevisiae@YAL021C	110_4937	OG1803
CCR4-NOT core complex	Saccharomyces_cerevisiae@YCR093W	110_1719	OG1613
CCR4-NOT core complex	Saccharomyces_cerevisiae@YDL165W	110_4296	OG2561
CCR4-NOT core complex	Saccharomyces_cerevisiae@YDR252W	110_4134	OG31615
CCR4-NOT core complex	Saccharomyces_cerevisiae@YER068W	110_1714	OG1769
CCR4-NOT core complex	Saccharomyces_cerevisiae@YGR134W	110_2656	OG4560
CCR4-NOT core complex	Saccharomyces_cerevisiae@YIL038C	110_3903	OG4868
CCR4-NOT core complex	Saccharomyces_cerevisiae@YNL288W	110_4393	OG4153
CCR4-NOT core complex	Saccharomyces_cerevisiae@YNR052C	110_1543	OG3389
CCR4-NOT core complex	Saccharomyces_cerevisiae@YPR072W	110_3022	OG1582
CENP-A containing nucleosome	Saccharomyces_cerevisiae@YGL060W	110_3749	OG2389
CENP-A containing nucleosome	Saccharomyces_cerevisiae@YKL049C	110_3898	OG3375
CENP-A containing nucleosome	Saccharomyces_cerevisiae@YNL031C	110_2232	OG1027
CHRAC	Saccharomyces_cerevisiae@YDR121W	110_2463	OG2814
CHRAC	Saccharomyces_cerevisiae@YGL133W	110_5209	OG3451
CHRAC	Saccharomyces_cerevisiae@YJL065C	110_4598	OG3113
CHRAC	Saccharomyces_cerevisiae@YOR304W	110_4328	OG1038
CIA complex	Saccharomyces_cerevisiae@YDR267C	110_840	OG2992
CIA complex	Saccharomyces_cerevisiae@YHR122W	110_129	OG3813
CIA complex	Saccharomyces_cerevisiae@YIL128W	110_3187	OG2281
CIA complex	Saccharomyces_cerevisiae@YNL240C	110_5342	OG2804
CMG complex	Saccharomyces_cerevisiae@YBL023C	110_3355	OG2001
CMG complex	Saccharomyces_cerevisiae@YBR202W	110_3325	OG2191
CMG complex	Saccharomyces_cerevisiae@YDR013W	110_4352	OG3537
CMG complex	Saccharomyces_cerevisiae@YDR489W	110_2918	OG3283
CMG complex	Saccharomyces_cerevisiae@YEL032W	110_3087	OG1049
CMG complex	Saccharomyces_cerevisiae@YGL201C	110_3664	OG2003
CMG complex	Saccharomyces_cerevisiae@YJL072C	110_3983	OG3307
CMG complex	Saccharomyces_cerevisiae@YLR103C	110_4486	OG1824
CMG complex	Saccharomyces_cerevisiae@YLR274W	110_5472	OG1893
CMG complex	Saccharomyces_cerevisiae@YOL146W	110_4345	OG2873
CMG complex	Saccharomyces_cerevisiae@YPR019W	110_3632	OG2034
COMA complex	Saccharomyces_cerevisiae@YBR211C	110_1569	OG6547
COMA complex	Saccharomyces_cerevisiae@YDR318W	110_4459	OG5551
COMA complex	Saccharomyces_cerevisiae@YGR179C	110_4653	OG6620
COMA complex	Saccharomyces_cerevisiae@YPL018W	110_5503	OG7659
COP9 signalosome	Saccharomyces_cerevisiae@YDL147W	110_5502	OG2570
COP9 signalosome	Saccharomyces_cerevisiae@YDL216C	110_5257	OG3426
COP9 signalosome	Saccharomyces_cerevisiae@YDR179C	110_1820	OG6951
COP9 signalosome	Saccharomyces_cerevisiae@YIL071C	110_2709	OG6716
COP9 signalosome	Saccharomyces_cerevisiae@YJR084W	110_3601	OG4172
COP9 signalosome	Saccharomyces_cerevisiae@YMR025W	110_3615	OG21793
COP9 signalosome	Saccharomyces_cerevisiae@YOL117W	110_1821	OG6760
COPI vesicle coat	Saccharomyces_cerevisiae@YDL145C	110_2584	OG1766
COPI vesicle coat	Saccharomyces_cerevisiae@YDR238C	110_1566	OG1846
COPI vesicle coat	Saccharomyces_cerevisiae@YER122C	110_4983	OG3040
COPI vesicle coat	Saccharomyces_cerevisiae@YFR051C	110_4431	OG2128
COPI vesicle coat	Saccharomyces_cerevisiae@YGL137W	110_4109	OG1725
COPI vesicle coat	Saccharomyces_cerevisiae@YIL076W	110_1938	OG6311
COPI vesicle coat	Saccharomyces_cerevisiae@YNL287W	110_3786	OG1861
COPI vesicle coat	Saccharomyces_cerevisiae@YPL010W	110_963	OG3035
COPII vesicle coat	Saccharomyces_cerevisiae@YDL195W	110_5630	OG1717
COPII vesicle coat	Saccharomyces_cerevisiae@YHR035W	110_1129	OG8782
COPII vesicle coat	Saccharomyces_cerevisiae@YHR098C	110_3001	OG1549
COPII vesicle coat	Saccharomyces_cerevisiae@YIL109C	110_5896	OG1293
COPII vesicle coat	Saccharomyces_cerevisiae@YLR208W	110_3427	OG3646
COPII vesicle coat	Saccharomyces_cerevisiae@YNL049C	110_4566	OG1293
COPII vesicle coat	Saccharomyces_cerevisiae@YPL218W	110_2488	OG3118
COPII vesicle coat	Saccharomyces_cerevisiae@YPR181C	110_5714	OG1075
CORVET complex	Saccharomyces_cerevisiae@YAL002W	110_3068	OG2233
CORVET complex	Saccharomyces_cerevisiae@YDR495C	110_2304	OG4557
CORVET complex	Saccharomyces_cerevisiae@YLR148W	110_5750	OG2415
CORVET complex	Saccharomyces_cerevisiae@YLR396C	110_413	OG3672
CORVET complex	Saccharomyces_cerevisiae@YMR231W	110_4219	OG2511
CORVET complex	Saccharomyces_cerevisiae@YPL045W	110_2496	OG2803
CST complex	Saccharomyces_cerevisiae@YDL220C	110_1922	OG6792
CST complex	Saccharomyces_cerevisiae@YDR082W	110_5190	OG7328
CST complex	Saccharomyces_cerevisiae@YLR010C	110_2948	OG17060
CTDK-1 complex	Saccharomyces_cerevisiae@YJL006C	110_1542	OG3501
CTDK-1 complex	Saccharomyces_cerevisiae@YKL139W	110_5090	OG3468
CTDK-1 complex	Saccharomyces_cerevisiae@YML112W	110_2034	OG6662
CURI complex	Saccharomyces_cerevisiae@YCL031C	110_2550	OG2667
CURI complex	Saccharomyces_cerevisiae@YGR090W	110_1919	OG1712
CURI complex	Saccharomyces_cerevisiae@YLR223C	110_2717	OG6580
CURI complex	Saccharomyces_cerevisiae@YOR039W	110_4326	OG3615
Cbf1-Met4-Met28 complex	Saccharomyces_cerevisiae@YIR017C	110_2767	OG6907
Cbf1-Met4-Met28 complex	Saccharomyces_cerevisiae@YJR060W	110_1890	OG2947
Cbf1-Met4-Met28 complex	Saccharomyces_cerevisiae@YNL103W	110_2494	OG6319
Cbp3p-Cbp6 complex	Saccharomyces_cerevisiae@YBR120C	110_1742	OG4457
Cbp3p-Cbp6 complex	Saccharomyces_cerevisiae@YPL215W	110_4576	OG2910
Cdc24p-Far1p-Gbetagamma complex	Saccharomyces_cerevisiae@YAL041W	110_4772	OG4289
Cdc24p-Far1p-Gbetagamma complex	Saccharomyces_cerevisiae@YJL157C	110_903	OG4685
Cdc24p-Far1p-Gbetagamma complex	Saccharomyces_cerevisiae@YJR086W	110_3023	OG4651
Cdc24p-Far1p-Gbetagamma complex	Saccharomyces_cerevisiae@YOR212W	110_2005	OG2926
Cdc48p-Npl4p-Vms1p AAA ATPase complex	Saccharomyces_cerevisiae@YBR170C	110_1234	OG4176
Cdc48p-Npl4p-Vms1p AAA ATPase complex	Saccharomyces_cerevisiae@YDL126C	110_2885	OG1505
Cdc48p-Npl4p-Vms1p AAA ATPase complex	Saccharomyces_cerevisiae@YDR049W	110_3635	OG3688
Cdc50p-Drs2p complex	Saccharomyces_cerevisiae@YAL026C	110_194	OG1008
Cdc50p-Drs2p complex	Saccharomyces_cerevisiae@YCR094W	110_175	OG1135
Cdc73/Paf1 complex	Saccharomyces_cerevisiae@YAL021C	110_4937	OG1803
Cdc73/Paf1 complex	Saccharomyces_cerevisiae@YBR279W	110_5425	OG3086
Cdc73/Paf1 complex	Saccharomyces_cerevisiae@YDR138W	110_136	OG6404
Cdc73/Paf1 complex	Saccharomyces_cerevisiae@YGL244W	110_837	OG2301
Cdc73/Paf1 complex	Saccharomyces_cerevisiae@YLR418C	110_1732	OG3293
Cdc73/Paf1 complex	Saccharomyces_cerevisiae@YOL145C	110_1695	OG1903
Cdc73/Paf1 complex	Saccharomyces_cerevisiae@YOR123C	110_4867	OG3893
Clr6 histone deacetylase complex I''	Saccharomyces_cerevisiae@YBR095C	110_3825	OG3094
CoA-synthesizing protein complex	Saccharomyces_cerevisiae@YDR196C	110_5402	OG2578
CoA-synthesizing protein complex	Saccharomyces_cerevisiae@YGR277C	110_4420	OG3025
CoA-synthesizing protein complex	Saccharomyces_cerevisiae@YIL083C	110_4673	OG1491
CoA-synthesizing protein complex	Saccharomyces_cerevisiae@YKL088W	110_2599	OG3008
CoA-synthesizing protein complex	Saccharomyces_cerevisiae@YKR072C	110_3021	OG2084
CoA-synthesizing protein complex	Saccharomyces_cerevisiae@YOR054C	110_2790	OG2084
Ctf18 RFC-like complex	Saccharomyces_cerevisiae@YBR087W	110_2442	OG2330
Ctf18 RFC-like complex	Saccharomyces_cerevisiae@YCL016C	110_4717	OG4443
Ctf18 RFC-like complex	Saccharomyces_cerevisiae@YHR191C	110_3094	OG4339
Ctf18 RFC-like complex	Saccharomyces_cerevisiae@YJR068W	110_5888	OG2839
Ctf18 RFC-like complex	Saccharomyces_cerevisiae@YMR078C	110_341	OG2883
Ctf18 RFC-like complex	Saccharomyces_cerevisiae@YNL290W	110_4633	OG2291
Ctf18 RFC-like complex	Saccharomyces_cerevisiae@YOL094C	110_582	OG2996
Cul2-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YOL133W	110_3415	OG3051
Cul3-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YBR114W	110_698	OG2523
Cul3-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YGR003W	110_29	OG2623
Cul3-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YJR052W	110_2667	OG1729
Cul3-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YNL230C	110_1116	OG5736
Cul3-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YOL133W	110_3415	OG3051
Cul3-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YPL046C	110_5703	OG3237
Cul4-RING E3 ubiquitin ligase complex	Saccharomyces_cerevisiae@YGR003W	110_29	OG2623
Cul4-RING E3 ubiquitin ligase complex	Saccharomyces_cerevisiae@YJL047C	110_3954	OG6915
Cul4-RING E3 ubiquitin ligase complex	Saccharomyces_cerevisiae@YLL011W	110_2239	OG3360
Cul4-RING E3 ubiquitin ligase complex	Saccharomyces_cerevisiae@YOL133W	110_3415	OG3051
Cul4-RING E3 ubiquitin ligase complex	Saccharomyces_cerevisiae@YPL151C	110_3191	OG3229
Cul4A-RING E3 ubiquitin ligase complex	Saccharomyces_cerevisiae@YDR030C	110_2372	OG3613
Cul7-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YOL133W	110_3415	OG3051
Cul8-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YHR154W	110_4184	OG2612
Cul8-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YJL047C	110_3954	OG6915
Cul8-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YLR320W	110_2201	OG6320
Cul8-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YOL133W	110_3415	OG3051
Cul8-RING ubiquitin ligase complex	Saccharomyces_cerevisiae@YPR164W	110_1250	OG6544
Cvt complex	Saccharomyces_cerevisiae@YGL156W	110_1439	OG1297
Cvt complex	Saccharomyces_cerevisiae@YKL103C	110_1111	OG2851
Cvt complex	Saccharomyces_cerevisiae@YOL082W	110_5399	OG14908
Cvt complex	Saccharomyces_cerevisiae@YOL083W	110_4026	OG14908
DASH complex	Saccharomyces_cerevisiae@YBR233W-A	110_1455	OG6761
DASH complex	Saccharomyces_cerevisiae@YDR016C	110_4214	OG4359
DASH complex	Saccharomyces_cerevisiae@YDR201W	110_1736	OG6426
DASH complex	Saccharomyces_cerevisiae@YDR320C-A	110_5728	OG4135
DASH complex	Saccharomyces_cerevisiae@YGL061C	110_2126	OG6944
DASH complex	Saccharomyces_cerevisiae@YGR113W	110_1693	OG7430
DASH complex	Saccharomyces_cerevisiae@YKL052C	110_4359	OG2806
DASH complex	Saccharomyces_cerevisiae@YKL138C-A	110_2976	OG7672
DASH complex	Saccharomyces_cerevisiae@YKR037C	110_2588	OG7820
DASH complex	Saccharomyces_cerevisiae@YKR083C	110_4702	OG3434
DNA helicase A complex	Saccharomyces_cerevisiae@YKL017C	110_1321	OG2454
DNA ligase IV complex	Saccharomyces_cerevisiae@YGL090W	110_1454	OG6855
DNA ligase IV complex	Saccharomyces_cerevisiae@YLR265C	110_2891	OG26194
DNA ligase IV complex	Saccharomyces_cerevisiae@YOR005C	110_5095	OG2668
DNA polymerase complex	Saccharomyces_cerevisiae@YJR006W	110_5136	OG3603
DNA replication factor A complex	Saccharomyces_cerevisiae@YAR007C	110_4484	OG2220
DNA replication factor A complex	Saccharomyces_cerevisiae@YJL173C	110_462	OG6385
DNA replication factor A complex	Saccharomyces_cerevisiae@YNL312W	110_934	OG4022
DNA replication factor A complex	Saccharomyces_cerevisiae@YPL151C	110_3191	OG3229
DNA replication factor C complex	Saccharomyces_cerevisiae@YBR087W	110_2442	OG2330
DNA replication factor C complex	Saccharomyces_cerevisiae@YJR068W	110_5888	OG2839
DNA replication factor C complex	Saccharomyces_cerevisiae@YNL290W	110_4633	OG2291
DNA replication factor C complex	Saccharomyces_cerevisiae@YOL094C	110_582	OG2996
DNA replication factor C complex	Saccharomyces_cerevisiae@YOR217W	110_119	OG1554
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YBL023C	110_3355	OG2001
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YBR060C	110_277	OG3684
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YBR202W	110_3325	OG2191
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YDR013W	110_4352	OG3537
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YDR489W	110_2918	OG3283
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YEL032W	110_3087	OG1049
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YGL113W	110_3223	OG7125
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YGL201C	110_3664	OG2003
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YHR118C	110_5115	OG6533
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YJL072C	110_3983	OG3307
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YJL090C	110_1556	OG2439
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YJL194W	110_5100	OG1830
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YKL108W	110_4516	OG6237
DNA replication preinitiation complex	Saccharomyces_cerevisiae@YLL004W	110_5822	OG6559
