enzyme	Kcat	ECC	rxnNames	enzGenes	enzNames	enz_panIDs
Q10306	11.1998136351011	0.00306782627674022	citrate synthase (No1)	CISY_SCHPO	CISY_SCHPO	YNR001C
Q9C1W3	0.075999392004864	0.00296406743611305	myo-inositol-1-phosphate synthase (No1)	ERG1_SCHPO	ERG1_SCHPO	YGR175C
P87144	3.32000021248001	0.00287677921656208	threonyl-tRNA synthetase (No1)	SYTC_SCHPO	SYTC_SCHPO	YIL078W
Q9UUE1	60.0003840024576	0.00286169161214445	pyruvate carboxylase (No1)	PYC_SCHPO	PYC_SCHPO	YBR218C
O94313	7.17086449073955	0.00281263075568226	carbamoyl-phosphate synthase (glutamine-hydrolysing) (No2)	CARB_SCHPO	CARB_SCHPO	YJL130C
P50521	483.3	0.00276217017163647	ATP:D-glucose 6-phosphotransferase (No1)	HXK2_SCHPO	HXK2_SCHPO	YDR516C
O74493	2.50002500025	0.00271870000045324	2-methylcitrate dehydratase (No1)	NUP_SCHPO	NUP_SCHPO	YDR234W
Q09179	7.0999329766327	0.00267533183979117	glutamine synthetase (No1)	GLNA_SCHPO	GLNA_SCHPO	YPR035W
O94523	0.35000035000035	0.00259887847112695	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA), ER membrane (No1)	ACO1_SCHPO	ACO1_SCHPO	YGL055W
Q10270	0.421002997541343	0.00258998606825194	phosphoadenylyl-sulfate reductase (thioredoxin) (No1)	MET16_SCHPO	MET16_SCHPO	YPR167C
Q92370	0.579996612819781	0.00253189992070491	anthranilate synthase (No1)	TRPG_SCHPO	TRPG_SCHPO	YKL211C
Q9UTL3	1.999984000128	0.00245329229469146	ribose-5-phosphate isomerase (No1)	RPIA_SCHPO	RPIA_SCHPO	YOR095C
P78753	1.6999864001088	0.00235579923820805	asparagine synthase (glutamine-hydrolysing) (No1)	ASNS_SCHPO	ASNS_SCHPO	YPR145W
Q9P7P0	0.160001024006554	0.00230627016008323	dihydroxyacetone phosphate acyltransferase (16:0), ER membrane (No1)	YOL4_SCHPO	YOL4_SCHPO	YBL011W
O60101	963.101649600506	0.00225313343968377	phosphoglycerate kinase (No1)	PGK_SCHPO	PGK_SCHPO	YCR012W
Q9P7P0	0.0589999740400114	0.00215228434945268	glycerol-3-phosphate acyltransferase (18:0), ER membrane (No1)	YOL4_SCHPO	YOL4_SCHPO	YBL011W
Q10334	8.6400552963539	0.00187240518303182	L-Alanine:2-oxoglutarate aminotransferase (reversible) (No1)	ALAT_SCHPO	ALAT_SCHPO	YLR089C
O74407	6.7000597645331	0.00184335102973663	Aspartyl-tRNA synthetase (No1)	SYDC_SCHPO	SYDC_SCHPO	YLL018C
O13810	11.5150593946764	0.00178346923661699	glutamate 5-kinase (No1)	PROB_SCHPO	PROB_SCHPO	YDR300C
O42933	20	0.00173600870677077	dolichyl-phosphate-mannose--protein mannosyltransferase (No3)	PMT4_SCHPO	PMT4_SCHPO	YJR143C
O94582	0.579996612819781	0.00167571844477965	anthranilate synthase (No1)	TRPE_SCHPO	TRPE_SCHPO	YER090W
Q9P7P0	0.0589999740400114	0.00167503629414686	dihydroxyacetone phosphate acyltransferase (18:0), ER membrane (No1)	YOL4_SCHPO	YOL4_SCHPO	YBL011W
Q9UU88	49.9996000032	0.00165311179028411	adenylate kinase (No1)	KAD6_SCHPO	KAD6_SCHPO	YDL166C
O60105	1.7400261699936	0.00160846447421149	adenylosuccinate lyase (AICAR) (No1)	PUR8_SCHPO	PUR8_SCHPO	YLR359W
Q9Y823	5.13300646348174	0.00160721560993997	homocitrate synthase (No1)	HOSM_SCHPO	HOSM_SCHPO	YDL131W
Q10287	52.0329264358486	0.00155704871526418	1,3-beta-glucan synthase (No8)	BGS1_SCHPO	BGS1_SCHPO	YGR032W
P78917	999.992000064	0.00154189269868603	glucose-6-phosphate isomerase (No1)	G6PI_SCHPO	G6PI_SCHPO	YBR196C
O14018	3.9000039000039	0.00152868166863565	seryl-tRNA synthetase (No1)	SYSC_SCHPO	SYSC_SCHPO	YDR023W
O14333	0.0533336746688512	0.00152648456192599	PS decarboxylase (1-18:0, 2-18:1), mitochondrial membrane (No1)	PSD1_SCHPO	PSD1_SCHPO	YNL169C
O14333	0.0533336746688512	0.00152648455496342	PS decarboxylase (1-18:0, 2-16:1), mitochondrial membrane (No1)	PSD1_SCHPO	PSD1_SCHPO	YNL169C
P00332	282.99911138279	0.00152548599928788	alcohol dehydrogenase, (acetaldehyde to ethanol) (No1)	ADH_SCHPO	ADH_SCHPO	YMR083W
P36209	0.690663064168124	0.00152088678649081	C-s24 sterol reductase (No1)	STS1_SCHPO	STS1_SCHPO	YGL012W
O74988	12.0000768004915	0.00146193384881041	ferrocytochrome-c:oxygen oxidoreductase (No1)	COX5_SCHPO	COX5_SCHPO	YNL052W
Q10153	0.45332970669568	0.0014530510046056	PI synthase (1-16:0, 2-18:1), ER membrane (No1)	PIS_SCHPO	PIS_SCHPO	YPR113W
O60155	5.60001971206939	0.00144446647480023	prolyl-tRNA synthetase (No1)	PRS1_SCHPO	PRS1_SCHPO	YHR020W
O14230	1.13712861379473	0.00138938929918999	dimethylallyltranstransferase (No1)	FPPS_SCHPO	FPPS_SCHPO	YJL167W
O14230	1.13712861379473	0.00138938929918999	geranyltranstransferase (No1)	FPPS_SCHPO	FPPS_SCHPO	YJL167W
P07669	499.996000032	0.00134689328607802	triose-phosphate isomerase (No1)	TPIS_SCHPO	TPIS_SCHPO	YDR050C
P78937	1.4899843253649	0.00131116448929902	sulfate adenylyltransferase (No1)	MET3_SCHPO	MET3_SCHPO	YJR010W
P79010	12.0000768004915	0.00128050595284299	ferrocytochrome-c:oxygen oxidoreductase (No1)	COX4_SCHPO	COX4_SCHPO	YGL187C
P31318	7.7000077000077	0.0012697099713601	acetylglutamate kinase (No1)	ARG56_SCHPO	ARG56_SCHPO	YER069W
P31318	7.7000077000077	0.0012697099713601	N-acetyl-g-glutamyl-phosphate reductase (No1)	ARG56_SCHPO	ARG56_SCHPO	YER069W
Q9Y7R8	18.0001152007373	0.0012612607741918	malate dehydrogenase (No1)	MDHM_SCHPO	MDHM_SCHPO	YKL085W
P78773	66.6005988725851	0.00120780169424529	acetyl-CoA synthetase (No1)	ACSA_SCHPO	ACSA_SCHPO	YAL054C
Q10153	0.45332970669568	0.00118727282961925	PI synthase (1-16:0, 2-16:1), ER membrane (No1)	PIS_SCHPO	PIS_SCHPO	YPR113W
Q10153	0.45332970669568	0.00118727282340939	PI synthase (1-18:0, 2-16:1), ER membrane (No1)	PIS_SCHPO	PIS_SCHPO	YPR113W
Q10153	0.45332970669568	0.00118727282340939	PI synthase (1-18:1, 2-16:1), ER membrane (No1)	PIS_SCHPO	PIS_SCHPO	YPR113W
Q10153	0.45332970669568	0.00118727282340939	PI synthase (1-18:1, 2-18:1), ER membrane (No1)	PIS_SCHPO	PIS_SCHPO	YPR113W
Q10153	0.45332970669568	0.00118727282322121	PI synthase (1-18:0, 2-18:1), ER membrane (No1)	PIS_SCHPO	PIS_SCHPO	YPR113W
Q10153	0.45332970669568	0.0011872728224685	PI synthase (1-16:1, 2-18:1), ER membrane (No1)	PIS_SCHPO	PIS_SCHPO	YPR113W
Q10153	0.45332970669568	0.00118727280590887	PI synthase (1-16:1, 2-16:1), ER membrane (No1)	PIS_SCHPO	PIS_SCHPO	YPR113W
Q9UTJ2	10.01001001001	0.00112509559418945	phosphomannomutase (reversible) (No1)	PMM_SCHPO	PMM_SCHPO	YFL045C
Q9UTF6	12.0000768004915	0.00112373431072829	ferrocytochrome-c:oxygen oxidoreductase (No1)	COX6_SCHPO	COX6_SCHPO	YHR051W
O74471	12.0000768004915	0.00107162280512725	ferrocytochrome-c:oxygen oxidoreductase (No1)	COX13_SCHPO	COX13_SCHPO	YGL191W
O74732	0.729995211231414	0.001060464678833	C-3 sterol keto reductase (4-methylzymosterol) (No1)	ERG27_SCHPO	ERG27_SCHPO	YLR100W
O74732	0.729995211231414	0.001060464678833	C-3 sterol keto reductase (zymosterol) (No1)	ERG27_SCHPO	ERG27_SCHPO	YLR100W
O13963	4.90002959617876	0.00104657403873583	mevalonate pyrophoshate decarboxylase (No1)	MVD1_SCHPO	MVD1_SCHPO	YNR043W
O60060	7.17086449073955	0.00100744204243055	carbamoyl-phosphate synthase (glutamine-hydrolysing) (No2)	CARA_SCHPO	CARA_SCHPO	YOR303W
O14463	0.421002997541343	0.000957399341782377	phosphoadenylyl-sulfate reductase (thioredoxin) (No1)	TRX1_SCHPO	TRX1_SCHPO	YGR209C
Q10318	25.0002500025	0.000893234782872025	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate) (No1)	ILV3_SCHPO	ILV3_SCHPO	YJR016C
O60062	9.60006144039322	0.000857431351651463	homoserine O-trans-acetylase (No1)	MET2_SCHPO	MET2_SCHPO	YNL277W
O59736	13.7902883273483	0.000857099358351353	2-isopropylmalate synthase (No1)	LEU1_SCHPO	LEU1_SCHPO	YNL104C
Q9P7R0	33.5999827968088	0.000851192609572017	3-phosphoshikimate 1-carboxyvinyltransferase (No1)	ARO1_SCHPO	ARO1_SCHPO	YDR127W
P00046	12.0000768004915	0.000847587897411039	ferrocytochrome-c:oxygen oxidoreductase (No1)	CYC_SCHPO	CYC_SCHPO	YEL039C
O13972	14.9996100101397	0.000810391882017365	glycine hydroxymethyltransferase (No1)	GLYD_SCHPO	GLYD_SCHPO	YBR263W
P18869	9.04990479500156	0.000810304541823157	3-isopropylmalate dehydrogenase (No1)	LEU3_SCHPO	LEU3_SCHPO	YCL018W
O00087	69.9005455038571	0.000780761562733612	pyruvate dehydrogenase (No1)	DLDH_SCHPO	DLDH_SCHPO	YFL018C
Q10349	22.6757369614512	0.000753658686743897	phosphoserine transaminase (No1)	SERC_SCHPO	SERC_SCHPO	YOR184W
O59816	69.9005455038571	0.000742666905510559	pyruvate dehydrogenase (No1)	ODP2_SCHPO	ODP2_SCHPO	YNL071W
O94709	69.9005455038571	0.00072587638418056	pyruvate dehydrogenase (No1)	ODPX_SCHPO	ODPX_SCHPO	YGR193C
O94581	12.0000768004915	0.000723700682110198	ferrocytochrome-c:oxygen oxidoreductase (No1)	COX12_SCHPO	COX12_SCHPO	YLR039C
O74928	8.5999312005504	0.000692086025536477	inosine monophosphate cyclohydrolase (No1)	PUR9_SCHPO	PUR9_SCHPO	YMR120C
O74928	8.5999312005504	0.000692086025536477	phosphoribosylaminoimidazolecarboxamide formyltransferase (No1)	PUR9_SCHPO	PUR9_SCHPO	YMR120C
P40976	41.7002353561283	0.000670505328011869	L-aminoadipate-semialdehyde dehydrogenase (NADPH) (No1)	LYS2_SCHPO	LYS2_SCHPO	YBR115C
P36596	1.65000165000165	0.000646015302173575	squalene synthase (No1)	FDFT_SCHPO	FDFT_SCHPO	YHR190W
Q10489	69.9005455038571	0.000643903839801446	pyruvate dehydrogenase (No1)	ODPA_SCHPO	ODPA_SCHPO	YER178W
P20772	6.99991880094191	0.000627502063317911	phopshoribosylaminoimidazole synthetase (No1)	PUR2_SCHPO	PUR2_SCHPO	YGL234W
P20772	6.99991880094191	0.000627502063317911	phosphoribosylglycinamidine synthetase (No1)	PUR2_SCHPO	PUR2_SCHPO	YGL234W
Q10490	37.5000375000375	0.000622348697173461	leucyl-tRNA synthetase (No1)	SYLC_SCHPO	SYLC_SCHPO	YPL160W
O14055	4.60003606428274	0.00061545930915771	tyrosyl-tRNA synthetase (No1)	SYYC_SCHPO	SYYC_SCHPO	YGR185C
Q09692	1.40001904025895	0.00056727745875519	tryptophanyl-tRNA synthetase (No1)	SYWC_SCHPO	SYWC_SCHPO	YOL097C
Q09171	69.9005455038571	0.000565245188862848	pyruvate dehydrogenase (No1)	ODPB_SCHPO	ODPB_SCHPO	YBR221C
Q9UUI7	13.3997963230959	0.000563088371168973	alpha,alpha-trehalose-phosphate synthase (UDP-forming) (No1)	TPSY_SCHPO	TPSY_SCHPO	YML100W
Q9UUI7	13.3997963230959	0.000563088371168973	trehalose-phosphatase (No1)	TPSY_SCHPO	TPSY_SCHPO	YML100W
Q09755	11.6998474339895	0.000559281321402628	2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase (No1)	AROF_SCHPO	AROF_SCHPO	YDR035W
Q9UT88	10.2000432481834	0.000556468875017352	phosphomevalonate kinase (No1)	ERG8_SCHPO	ERG8_SCHPO	YMR220W
P36620	16.1002595361837	0.000545488815744077	2-aceto-2-hydroxybutanoate synthase (No2)	ILVB_SCHPO	ILVB_SCHPO	YMR108W
P78875	13.3997963230959	0.000525141253100411	alpha,alpha-trehalose-phosphate synthase (UDP-forming) (No1)	TPP1_SCHPO	TPP1_SCHPO	YDR074W
P78875	13.3997963230959	0.000525141253100411	trehalose-phosphatase (No1)	TPP1_SCHPO	TPP1_SCHPO	YDR074W
Q9UTI0	4.30997327816568	0.000506637314170714	dihydroorotase (reversible) (No1)	PYRC_SCHPO	PYRC_SCHPO	YLR420W
O14254	58.3003353435289	0.000483224396307496	isocitrate dehydrogenase (No1)	IDHP_SCHPO	IDHP_SCHPO	YDL066W
O94671	22.5798876424791	0.00048006079694177	homoserine dehydrogenase (NADH) (No1)	DHOM_SCHPO	DHOM_SCHPO	YJR139C
O13966	114.166198585252	0.000478503502971232	citrate hydroxymutase (No2)	ACON_SCHPO	ACON_SCHPO	YJL200C
O94705	12.0000768004915	0.000468424441134734	ferrocytochrome-c:oxygen oxidoreductase (No1)	COX9_SCHPO	COX9_SCHPO	YDL067C
P36587	3.40001441606112	0.000451401470769948	cytochrome P450 lanosterol 14-alpha-demethylase (NADP) (No1)	NCPR_SCHPO	NCPR_SCHPO	YHR042W
O14104	16.999864001088	0.000411525835478574	homoisocitrate dehydrogenase (No1)	LYS12_SCHPO	LYS12_SCHPO	YIL094C
Q10231	4.07633333333333	0.000406147877843875	lanosterol synthase (No1)	ERG7_SCHPO	ERG7_SCHPO	YHR072W
O74781	17.9003594392175	0.000395159201164848	arginyl-tRNA synthetase (No1)	SYRC_SCHPO	SYRC_SCHPO	YHR091C
Q9URX0	499.996000032	0.000394250070691502	L-rhamnose:D+ 1-oxidoreductase (No1)	YLX6_SCHPO	YLX6_SCHPO	yHMPu5000034605_Spencermartinsiella_europaea@Seq_3484
Q09694	18.8005264147396	0.000392362193623908	saccharopine dehydrogenase (NAD, L-lysine forming) (No1)	LYS1_SCHPO	LYS1_SCHPO	YIR034C
P40374	2.58325841883919	0.000375875117356056	imidazoleglycerol-phosphate dehydratase (No1)	HIS7_SCHPO	HIS7_SCHPO	YOR202W
Q09794	41.7002353561283	0.000346251358320355	aspartate carbamoyltransferase (No1)	PYR1_SCHPO	PYR1_SCHPO	YJL130C
Q8WZJ7	6.0800178995727	0.000332746347789211	formate-tetrahydrofolate ligase (No1)	C1TC_SCHPO	C1TC_SCHPO	YBR084W
Q09736	3.40001441606112	0.000331204016949995	cytochrome P450 lanosterol 14-alpha-demethylase (NADP) (No1)	CP51_SCHPO	CP51_SCHPO	YHR007C
P40387	13.3997963230959	0.00032720609862763	trehalose-phosphatase (No1)	TPS1_SCHPO	TPS1_SCHPO	YBR126C
P40387	13.3997963230959	0.000327206098251274	alpha,alpha-trehalose-phosphate synthase (UDP-forming) (No1)	TPS1_SCHPO	TPS1_SCHPO	YBR126C
Q9P772	4.82211227806228	0.000316808365148999	GMP synthase (No1)	GUAA_SCHPO	GUAA_SCHPO	YMR217W
Q10318	25.0002500025	0.0003068203669772	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate) (No1)	ILV3_SCHPO	ILV3_SCHPO	YJR016C
P00332	282.99911138279	0.000300745081620435	mitochondrial alcohol dehydrogenase (No2)	ADH_SCHPO	ADH_SCHPO	YMR083W
Q9P7R0	95.8515451269074	0.000298378510241343	shikimate dehydrogenase (No1)	ARO1_SCHPO	ARO1_SCHPO	YDR127W
Q1K9C2	20.0416867083534	0.000291685705359459	sulfite reductase (NADPH2) (No1)	MET5_SCHPO	MET5_SCHPO	YJR137C
O94354	17.2522065572187	0.000267295227361862	argininosuccinate synthase (No1)	ASSY_SCHPO	ASSY_SCHPO	YOL058W
Q9UUE6	45.6999124389678	0.000263198547216701	lysyl-tRNA synthetase (No1)	SYKC_SCHPO	SYKC_SCHPO	YDR037W
O42644	6.0800178995727	0.000258002783526275	CTP synthase (NH3) (No1)	PYRG_SCHPO	PYRG_SCHPO	YBL039C
Q09780	21.8998563369424	0.000237735982575536	mevalonate kinase (atp) (No1)	KIME_SCHPO	KIME_SCHPO	YMR208W
O60122	2.90001334006136	0.000229016492160244	anthranilate phosphoribosyltransferase (No1)	TRPD_SCHPO	TRPD_SCHPO	YDR354W
Q9P7R0	125.0012500125	0.000228798026227756	3-dehydroquinate dehydratase (No1)	ARO1_SCHPO	ARO1_SCHPO	YDR127W
Q9P7R0	125.0012500125	0.000228798026227756	3-dehydroquinate synthase (No1)	ARO1_SCHPO	ARO1_SCHPO	YDR127W
Q9P381	8.92000185536039	0.000220759711497029	CDP-diacylglycerol synthase (1-16:1, 2-16:1), ER membrane (No1)	CDSH_SCHPO	CDSH_SCHPO	YBR029C
O94584	2.33996948679789	0.000220399599568454	PS synthase (1-16:1, 2-16:1), ER membrane (No1)	PSS_SCHPO	PSS_SCHPO	YER026C
O94552	204.203321162815	0.000202622162853891	fumarase, cytoplasmic (No1)	FUMH_SCHPO	FUMH_SCHPO	YPL262W
O14361	12.2997599086866	0.000202489765975813	prephenate dehydratase (No1)	PHA2_SCHPO	PHA2_SCHPO	YNL316C
Q09878	20.0416867083534	0.000198237187450098	sulfite reductase (NADPH2) (No1)	MET10_SCHPO	MET10_SCHPO	YFR030W
P78761	103.501668446895	0.000186587923787663	ubiquinol:ferricytochrome c reductase (No1)	QCR2_SCHPO	QCR2_SCHPO	YPR191W
Q9P7G9	4.40002182410825	0.000183819849119733	adenylyl-sulfate kinase (No1)	KAPS_SCHPO	KAPS_SCHPO	YKL001C
P87170	19.99984000128	0.000182976781597542	DAG kinase (1-18:0, 2-18:1), ER membrane (No1)	DGK1_SCHPO	DGK1_SCHPO	YOR311C
P87170	19.99984000128	0.000182976774258615	DAG kinase (1-18:1, 2-18:1), ER membrane (No1)	DGK1_SCHPO	DGK1_SCHPO	YOR311C
P87170	19.99984000128	0.000182976773694083	DAG kinase (1-18:0, 2-16:1), ER membrane (No1)	DGK1_SCHPO	DGK1_SCHPO	YOR311C
P87170	19.99984000128	0.000182976772753195	DAG kinase (1-16:0, 2-18:1), ER membrane (No1)	DGK1_SCHPO	DGK1_SCHPO	YOR311C
P87170	19.99984000128	0.000182976772376839	DAG kinase (1-18:1, 2-16:1), ER membrane (No1)	DGK1_SCHPO	DGK1_SCHPO	YOR311C
P87170	19.99984000128	0.000182976772376839	DAG kinase (1-16:1, 2-18:1), ER membrane (No1)	DGK1_SCHPO	DGK1_SCHPO	YOR311C
P87170	19.99984000128	0.000182976772188662	DAG kinase (1-16:0, 2-16:1), ER membrane (No1)	DGK1_SCHPO	DGK1_SCHPO	YOR311C
P87170	19.99984000128	0.000182976764849735	DAG kinase (1-16:1, 2-16:1), ER membrane (No1)	DGK1_SCHPO	DGK1_SCHPO	YOR311C
O74314	46.9774696055772	0.000176159109953067	O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming) (No1)	MET7_SCHPO	MET7_SCHPO	YML082W
O74314	46.9774696055772	0.000176159109953067	O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding hydrogen sulfide) (reversible) (No1)	MET7_SCHPO	MET7_SCHPO	YML082W
Q9P381	8.92000185536039	0.000174212505850505	CDP-diacylglycerol synthase (1-16:0, 2-18:1), ER membrane (No1)	CDSH_SCHPO	CDSH_SCHPO	YBR029C
O14192	25.665506585769	0.000172716672759342	phenylalanine transaminase (reversible) (No3)	AATR1_SCHPO	AATR1_SCHPO	YGL202W
Q9P381	8.92000185536039	0.000154481544801547	CDP-diacylglycerol synthase (1-16:0, 2-16:1), ER membrane (No1)	CDSH_SCHPO	CDSH_SCHPO	YBR029C
Q9UTJ7	167.004014776515	0.00015396256241515	succinate dehydrogenase (ubiquinone-6) (No1)	SDHA_SCHPO	SDHA_SCHPO	YKL148C
Q9UUK7	7.5000075000075	0.000152902260959323	glycinamide ribotide transformylase (No1)	PUR3_SCHPO	PUR3_SCHPO	YDR408C
Q9Y7Y8	40.0002560016384	0.000151067801683437	glutaminyl-tRNA synthetase (No1)	SYQ_SCHPO	SYQ_SCHPO	YOR168W
Q9P381	8.92000185536039	0.00014916022919383	CDP-diacylglycerol synthase (1-16:1, 2-18:1), ER membrane (No1)	CDSH_SCHPO	CDSH_SCHPO	YBR029C
O14466	70.8996599652308	0.000144979997998938	dolichyl-phosphate D-mannosyltransferase (No1)	DPM1_SCHPO	DPM1_SCHPO	YPR183W
O59680	103.501668446895	0.000140356921081127	ubiquinol:ferricytochrome c reductase (No1)	CY1_SCHPO	CY1_SCHPO	YOR065W
