ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM	REPLACEMENT ID	NOTE	REFERENCE	CONFIDENCE SCORE
RXN3O-9782	ergosteryl-beta-D-glucosidase	ergosterol 3-O-beta-D-glucoside[s] + H2O[s] => ergosterol[s] + Glucopyranose[s]	ec-code/3.2.1.104	jgi|Xylhe1|248577|fgenesh1_kg.7__414__Locus2657v1rpkm46.51	0	1000								2
RXN3O-75	5-demethoxyubiquinol hydroxylase	6-methoxy-3-methyl-2-all-trans-hexaprenyl-1,4-benzoquinol[s] + Donor-H2[s] + oxygen[s] => 3-demethylubiquinol-6[s] + Acceptor[s] + H2O[s]	ec-code/1.14.99.60	jgi|Xylhe1|53169|CE53168_4246	0	1000				ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)				2
RXN-161	butanol dehydrogenase;butyraldehyde reductase	butan-1-ol[s] + NAD+[s] <=> butan-1-al[s] + NADH[s] + H+[s]	ec-code/1.1.1	jgi|Xylhe1|251170|fgenesh1_kg.13__277__Locus3559v1rpkm30.55	-1000	1000			rhea/33199;kegg.reaction/R03544	butanol and isobutanol biosynthesis (engineered);pyruvate fermentation to butanol II (engineered);pyruvate fermentation to butanol I				2
RXN3O-663	inositol phosphorylceramide mannosyltransferase	GDP-alpha-D-mannose[s] + IPC[s] => GDP[s] + MIPC[s] + H+[s]	ec-code/2.4.1	jgi|Xylhe1|212841|e_gw1.8.172.1	0	1000				sphingolipid biosynthesis (yeast)				2
L-ARABINITOL-4-DEHYDROGENASE-RXN	L-arabitol dehydrogenase;L-arabinitol 4-dehydrogenase	L-arabinitol[s] + NAD+[s] <=> L-xylulose[s] + NADH[s] + H+[s]	ec-code/1.1.1.12	jgi|Xylhe1|268585|gm1.4291_g	-1000	1000			rhea/16384;kegg.reaction/R01903	L-arabinose degradation II				2
RXN3O-581	inositol phosphorylceramide synthase	Alpha-hydroxyphytoceramides[s] + L-1-phosphatidyl-inositols[s] => DIACYLGLYCEROL[s] + IPC[s]	ec-code/2.7.1	jgi|Xylhe1|253603|fgenesh1_pm.7__160	0	1000				sphingolipid biosynthesis (yeast)				2
RXN3O-58	3-hexaprenyl-4-hydroxybenzoate monooxygenase	3-hexaprenyl-4-hydroxybenzoate[s] + oxygen[s] + 2 H+[s] + 2 Reduced-ferredoxins[s] => 3,4-dihydroxy-5-all-trans-hexaprenylbenzoate[s] + 2 Oxidized-ferredoxins[s] + H2O[s]	ec-code/1.14.15.M7	jgi|Xylhe1|213933|e_gw1.10.287.1	0	1000				ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);superpathway of ubiquinol-6 biosynthesis (eukaryotic)				2
RXN3O-54	2-hexaprenyl-6-methoxy-1,4-benzoquinol C-methyltransferase	2-methoxy-6-all trans-hexaprenyl-1,4-benzoquinol[s] + S-ADENOSYLMETHIONINE[s] => 6-methoxy-3-methyl-2-all-trans-hexaprenyl-1,4-benzoquinol[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.201	jgi|Xylhe1|212807|e_gw1.8.532.1	0	1000			kegg.reaction/R04990;rhea/28286	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)				2
RXN3O-470	acetoin synthase	2 acetaldehyde[s] => ACETOIN[s]		jgi|Xylhe1|225378|estExt_Genewise1.C_160109	0	1000				pyruvate fermentation to acetoin III				2
KYNURENINASE-RXN	kynureninase;kynurenine hydrolase	L-kynurenine[s] + H2O[s] => anthranilate[s] + L-alanine[s] + H+[s]	ec-code/3.7.1.3	jgi|Xylhe1|282827|estExt_Genemark1.C_5_t10254	0	1000			rhea/16814;kegg.reaction/R00987	L-tryptophan degradation XI (mammalian, via kynurenine);L-tryptophan degradation I (via anthranilate)				2
RXN3O-4113	tyrosol dehydrogenase;tyrosol:NAD+oxidoreductase	(4-hydroxyphenyl)acetaldehyde[s] + NADH[s] + H+[s] => 4-tyrosol[s] + NAD+[s]	ec-code/1.1.1.1	jgi|Xylhe1|252203|fgenesh1_pm.1__385 or jgi|Xylhe1|241715|fgenesh1_pg.13__163	0	1000			kegg.reaction/R04304	salidroside biosynthesis;L-tyrosine degradation III				2
KETOGLUTREDUCT-RXN	2-oxoglutarate reductase;2-oxoglutarate reductase ((R)-2-hydroxyglutarate-forming)	NAD+[s] + (R)-2-hydroxyglutarate[s] <=> 2-oxoglutarate[s] + NADH[s] + H+[s]	ec-code/1.1.1.399	jgi|Xylhe1|246996|fgenesh1_kg.5__237__Locus1017v1rpkm137.71	-1000	1000			kegg.reaction/R11337;rhea/49615	L-glutamate degradation V (via hydroxyglutarate)				2
RXN3O-227	C-22 sterol desaturase	ergosta-5,7,24(28)-trien-3beta-ol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => ergosta-5,7,22,24(28)-tetraen-3-beta-ol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + 2 H2O[s]	ec-code/1.14.19.41	jgi|Xylhe1|243295|fgenesh1_kg.1__1074__Locus403v1rpkm334.34 or jgi|Xylhe1|246159|fgenesh1_kg.4__329__Locus320v1rpkm404.65	0	1000			rhea/33468;kegg.reaction/R07506	ergosterol biosynthesis I				2
RXN3O-218	C-5 sterol desaturase;episterol C-5 desaturase;epi-sterol-desaturase	episterol[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => ergosta-5,7,24(28)-trien-3beta-ol[s] + 2 FERRICYTOCHROME-B5[s] + 2 H2O[s]	ec-code/1.14.19.20	jgi|Xylhe1|212459|e_gw1.8.421.1	0	1000			rhea/33464;kegg.reaction/R07505;kegg.reaction/R07491	plant sterol biosynthesis;ergosterol biosynthesis I				2
RXN3O-178	SAM:C-24 sterol methyltransferase	S-ADENOSYLMETHIONINE[s] + zymosterol[s] => S-adenosyl-L-homocysteine[s] + fecosterol[s] + H+[s]	ec-code/2.1.1.41	jgi|Xylhe1|247048|fgenesh1_kg.5__289__Locus573v1rpkm235.77	0	1000			rhea/21129;kegg.reaction/R04427	ergosterol biosynthesis I				2
RXN3O-1380	sphinganine 4-hydroxylase;sphinganine C4-hydroxylase	D-erythro-sphinganine[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => 2 FERRICYTOCHROME-B5[s] + phytosphingosine[s] + H2O[s]	ec-code/1.14.18.5	jgi|Xylhe1|227865|estExt_Genewise1Plus.C_3_t10139	0	1000			rhea/33522;kegg.reaction/R06525	sphingolipid biosynthesis (plants);sphingolipid biosynthesis (yeast)				2
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	isocitrate dehydrogenase;NAD+-dependent isocitrate dehydrogenase	NAD+[s] + D-threo-isocitrate[s] => 2-oxoglutarate[s] + CO2[s] + NADH[s]	ec-code/1.1.1.286;ec-code/1.1.1.41	jgi|Xylhe1|245651|fgenesh1_kg.3__872__Locus996v1rpkm140.43 or jgi|Xylhe1|229248|estExt_Genewise1Plus.C_4_t10326	0	1000			rhea/23632;kegg.reaction/R00709	TCA cycle II (plants and fungi);TCA cycle III (animals);L-glutamine biosynthesis III				2
ISOCIT-CLEAV-RXN	isocitrate lyase	D-threo-isocitrate[s] <=> glyoxylate[s] + succinate[s]	ec-code/4.1.3.1	jgi|Xylhe1|253862|fgenesh1_pm.9__94 or jgi|Xylhe1|234667|estExt_Genewise1Plus.C_150115	-1000	1000			rhea/13248;kegg.reaction/R00479	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase);TCA cycle IV (2-oxoglutarate decarboxylase);glyoxylate cycle				2
IPPISOM-RXN	isopentenyl-diphosphate Delta-isomerase;isopentenyl-diphosphate delta-isomerase;isopentenyl diphosphate isomerase;isopentenyl pyrophosphate isomerase;IPP isomerase	isopentenyl diphosphate[s] <=> dimethylallyl diphosphate[s]	ec-code/5.3.3.2	jgi|Xylhe1|267151|gm1.2857_g	-1000	1000			rhea/23287;kegg.reaction/R01123	mono-trans, poly-cis decaprenyl phosphate biosynthesis;mevalonate pathway III (archaea);mevalonate pathway I;trans, trans-farnesyl diphosphate biosynthesis;all-trans-farnesol biosynthesis;methylerythritol phosphate pathway I;methylerythritol phosphate pathway II;isoprene biosynthesis II (engineered);bisabolene biosynthesis (engineered);mevalonate pathway II (archaea)				2
INOPHOSPHOR-RXN	inosine phosphorylase	inosine[s] + phosphate[s] <=> hypoxanthine[s] + alpha-D-ribose-1-phosphate[s]	ec-code/2.4.2.1	jgi|Xylhe1|284271|estExt_Genemark1.C_80214	-1000	1000			rhea/27649;kegg.reaction/R01863	purine ribonucleosides degradation;adenosine nucleotides degradation II;adenine and adenosine salvage III			pubmed/11337031	2
IMPCYCLOHYDROLASE-RXN	inosine monophosphate cyclohydrolase;IMP cyclohydrolase	IMP[s] + H2O[s] <=> 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide[s]	ec-code/3.5.4.10	jgi|Xylhe1|245550|fgenesh1_kg.3__771__Locus7379v1rpkm6.33	-1000	1000			rhea/18448;kegg.reaction/R01127	inosine-5'-phosphate biosynthesis III;inosine-5'-phosphate biosynthesis I;inosine-5'-phosphate biosynthesis II				2
IMP-DEHYDROG-RXN	IMP dehydrogenase;inosine-5'-monophosphate dehydrogenase;inosine 5'-monophosphate dehydrogenase	IMP[s] + NAD+[s] + H2O[s] <=> NADH[s] + H+[s] + XMP[s]	ec-code/1.1.1.205	jgi|Xylhe1|96353|CE96352_29005	-1000	1000			rhea/11711;kegg.reaction/R01130	guanosine ribonucleotides de novo biosynthesis;inosine 5'-phosphate degradation;adenosine nucleotides degradation I				2
IMIDPHOSDEHYD-RXN	imidazoleglycerol-phosphate dehydratase;imidazoleglycerolphosphate dehydratase;imidazoleglycerol phosphate dehydratase	D-erythro-imidazole-glycerol-phosphate[s] => imidazole acetol-phosphate[s] + H2O[s]	ec-code/4.2.1.19	jgi|Xylhe1|284364|estExt_Genemark1.C_80311	0	1000			rhea/11041;kegg.reaction/R03457	L-histidine biosynthesis				2
HYPOXANPRIBOSYLTRAN-RXN	hypoxanthine phosphoribosyltransferase	hypoxanthine[s] + 5-phospho-alpha-D-ribose 1-diphosphate[s] => IMP[s] + diphosphate[s]	ec-code/2.4.2.8	jgi|Xylhe1|247177|fgenesh1_kg.5__418__Locus1846v1rpkm70.18	0	1000			rhea/17973;kegg.reaction/R01132	adenine salvage;adenine and adenosine salvage III				2
RXN-15881	cysteine desulfurase;L-cysteine desulfurase	L-cysteine[s] + L-Cysteine-Desulfurases[s] => L-alanine[s] + Persulfurated-L-cysteine-desulfurases[s]	ec-code/2.8.1.7	jgi|Xylhe1|246429|fgenesh1_kg.4__599__Locus3217v2rpkm18.11	0	1000				[2Fe-2S] iron-sulfur cluster biosynthesis				2
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	hydroxymethylglutaryl CoA synthase;hydroxymethylglutaryl-CoA synthase;hydroxymethyl glutaryl-CoA synthase	acetoacetyl-CoA[s] + acetyl-CoA[s] + H2O[s] <=> (S)-3-hydroxy-3-methylglutaryl-CoA[s] + coenzyme A[s] + H+[s]	ec-code/2.3.3.10	jgi|Xylhe1|243495|fgenesh1_kg.1__1274__Locus2780v1rpkm43.97 or jgi|Xylhe1|271083|gm1.6789_g	-1000	1000			rhea/10191;kegg.reaction/R01978	mevalonate pathway III (archaea);mevalonate pathway I;ferrichrome A biosynthesis;isoprene biosynthesis II (engineered);ketogenesis;mevalonate pathway II (archaea)				2
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	hydroxymethylglutaryl-CoA lyase	(S)-3-hydroxy-3-methylglutaryl-CoA[s] => acetoacetate[s] + acetyl-CoA[s]	ec-code/4.1.3.4	jgi|Xylhe1|250297|fgenesh1_kg.11__68__Locus2158v1rpkm59.78	0	1000			rhea/24405;kegg.reaction/R01360	mevalonate degradation;L-leucine degradation I;ketogenesis				2
RXN-15843	25S rRNA (cytosine2870-C5)-methyltransferase	Cytosine2870-in-25S-rRNA[s] + S-ADENOSYLMETHIONINE[s] => 5-methylcytosine2870-in-25S-rRNA[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.310	jgi|Xylhe1|249330|fgenesh1_kg.9__55__Locus2593v1rpkm47.86	0	1000			rhea/43177					2
RXN-15842	18S rRNA (guanine1575-N7)-methyltransferase	Guanine1575-in-18StRNAs[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + N7-methylGuanine1575-in-18StRNAs[s]	ec-code/2.1.1.309	jgi|Xylhe1|245653|fgenesh1_kg.3__874__Locus2913v1rpkm41.04	0	1000								2
RXN-15801	hercynylcysteine S-oxide synthase	hercynine[s] + L-cysteine[s] + oxygen[s] => S-(hercyn-2-yl)-L-cysteine S-oxide[s] + H2O[s]	ec-code/1.14.99.51	jgi|Xylhe1|237753|fgenesh1_pg.4__50	0	1000			rhea/42705	ergothioneine biosynthesis II (fungi)				2
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	homoserine O-acetyltransferase	acetyl-CoA[s] + L-homoserine[s] <=> coenzyme A[s] + O-acetyl-L-homoserine[s]	ec-code/2.3.1.31	jgi|Xylhe1|247216|fgenesh1_kg.5__457__Locus604v1rpkm223.16 or jgi|Xylhe1|261101|estExt_fgenesh1_pg.C_5_t10455	-1000	1000			rhea/13704;kegg.reaction/R01776	L-homocysteine biosynthesis				2
HOMOSERDEHYDROG-RXN	homoserine dehydrogenase	L-aspartate 4-semialdehyde[s] + NADH-P-OR-NOP[s] + H+[s] => L-homoserine[s] + NAD-P-OR-NOP[s]	ec-code/1.1.1.3	jgi|Xylhe1|212763|e_gw1.8.30.1	0	1000			rhea/15759;kegg.reaction/R01773;kegg.reaction/R01775	L-homoserine biosynthesis				2
RXN-15775	diphthine synthase	2-3-CARBOXY-3-AMINOPROPYL-L-HISTIDINE[s] + 4 S-ADENOSYLMETHIONINE[s] => 4 S-adenosyl-L-homocysteine[s] + Diphthine-methyl-ester-EF2[s] + 3 H+[s]	ec-code/2.1.1.314	jgi|Xylhe1|207677|e_gw1.2.625.1	0	1000			rhea/42653	diphthamide biosynthesis II (eukaryotes)			pubmed/15485916	2
HOMOGENTISATE-12-DIOXYGENASE-RXN	homogentisate 1,2-dioxygenase;homogentisate dioxygenase;homogentisate oxygenase	homogentisate[s] + oxygen[s] => 4-maleyl-acetoacetate[s] + H+[s]	ec-code/1.13.11.5	jgi|Xylhe1|256116|estExt_fgenesh1_pm.C_60078	0	1000			rhea/15450;kegg.reaction/R02519	L-tyrosine degradation I				2
HOMOCYSMET-RXN	cobalamin-independent homocysteine transmethylase;cobalamin-independent methionine synthase;5-methyltetrahydropteroyltriglutamate:homocysteine S-methyltransferase;homocysteine methyltransferase	5-methyltetrahydropteroyl tri-L-glutamate[s] + L-homocysteine[s] <=> tetrahydropteroyl tri-L-glutamate[s] + L-methionine[s]	ec-code/2.1.1.14	jgi|Xylhe1|266226|gm1.1932_g	-1000	1000			rhea/21199;kegg.reaction/R04405	L-methionine biosynthesis II (plants);L-methionine biosynthesis I;L-methionine biosynthesis III;S-adenosyl-L-methionine cycle I;S-adenosyl-L-methionine cycle II				2
HOMOCITRATE-SYNTHASE-RXN	(R)-homocitrate synthase	2-oxoglutarate[s] + acetyl-CoA[s] + H2O[s] <=> coenzyme A[s] + (2R)-homocitrate[s] + H+[s]	ec-code/2.3.3.14	jgi|Xylhe1|256909|estExt_fgenesh1_pm.C_110053	-1000	1000			rhea/12932;kegg.reaction/R00271	FeMo cofactor biosynthesis;L-lysine biosynthesis IV;coenzyme B biosynthesis;L-lysine biosynthesis V				2
HISTOLDEHYD-RXN	histidinol dehydrogenase	histidinol[s] + NAD+[s] <=> histidinal[s] + NADH[s] + H+[s]		jgi|Xylhe1|220873|estExt_Genewise1.C_6_t10143	-1000	1000			rhea/33799;kegg.reaction/R03012	L-histidine biosynthesis			pubmed/8037463;pubmed/22303266	2
HISTIDPHOS-RXN	L-histidinol-phosphate phosphatase;histidinol-phosphatase;histidinol phosphate phosphatase	L-histidinol phosphate[s] + H2O[s] => histidinol[s] + phosphate[s]	ec-code/3.1.3.15	jgi|Xylhe1|284364|estExt_Genemark1.C_80311	0	1000			rhea/14466;kegg.reaction/R03013	L-histidine biosynthesis				2
RXN0-901	xanthine:NAD+ oxidoreductase;xanthine dehydrogenase	NAD+[s] + H2O[s] + xanthine[s] <=> NADH[s] + H+[s] + urate[s]	ec-code/1.17.1.4	jgi|Xylhe1|255281|estExt_fgenesh1_pm.C_20262	-1000	1000			rhea/16672;kegg.reaction/R02103	purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic);theophylline degradation;caffeine degradation III (bacteria, via demethylation);inosine 5'-phosphate degradation;adenosine nucleotides degradation II;guanosine nucleotides degradation III;guanosine nucleotides degradation I;guanosine nucleotides degradation II;adenosine nucleotides degradation I				2
HISTALDEHYD-RXN	histidinol dehydrogenase;histidinal dehydrogenase	histidinal[s] + NAD+[s] + H2O[s] => L-histidine[s] + NADH[s] + 2 H+[s]		jgi|Xylhe1|220873|estExt_Genewise1.C_6_t10143	0	1000			rhea/33804;kegg.reaction/R01163	L-histidine biosynthesis			pubmed/8037463;pubmed/22303266	2
HEMEOSYN-RXN	heme o synthase;heme O synthase	(2E,6E)-farnesyl diphosphate[s] + ferroheme b[s] + H2O[s] => ferroheme o[s] + diphosphate[s]	ec-code/2.5.1.141	jgi|Xylhe1|242631|fgenesh1_kg.1__410__Locus2629v1rpkm47.06	0	1000			rhea/28071;kegg.reaction/R07411	heme a biosynthesis				2
H2PTEROATESYNTH-RXN	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase;dihydropteroate synthase	(7,8-dihydropterin-6-yl)methyl diphosphate[s] + 4-aminobenzoate[s] => 7,8-dihydropteroate[s] + diphosphate[s]	ec-code/2.5.1.15	jgi|Xylhe1|236538|fgenesh1_pg.2__554	0	1000			rhea/19950;kegg.reaction/R03067	tetrahydrofolate biosynthesis				2
GUANYL-KIN-RXN	GMP kinase;guanylate kinase	ATP[s] + GMP[s] <=> ADP[s] + GDP[s]	ec-code/2.7.4.8	jgi|Xylhe1|218048|estExt_Genewise1.C_2_t20386	-1000	1000			rhea/20780;kegg.reaction/R00332	guanosine ribonucleotides de novo biosynthesis				2
RXN0-7141	D-ribulose 5-phosphate 1-dehydrogenase	NADH[s] + H+[s] + D-ribulose 5-phosphate[s] => 1-deoxy-D-xylulose 5-phosphate[s] + NAD+[s] + H2O[s]	ec-code/1.17.1	jgi|Xylhe1|243703|fgenesh1_kg.2__161__Locus2361v1rpkm53.88	0	1000							pubmed/25326299	2
GUANPRIBOSYLTRAN-RXN	guanine phosphoribosyltransferase	guanine[s] + 5-phospho-alpha-D-ribose 1-diphosphate[s] => GMP[s] + diphosphate[s]	ec-code/2.4.2.8	jgi|Xylhe1|247177|fgenesh1_kg.5__418__Locus1846v1rpkm70.18	0	1000			rhea/25427;kegg.reaction/R01229	guanine and guanosine salvage;guanine and guanosine salvage II				2
RXN0-7115	tRNA threonylcarbamoyladenosine dehydratase	ATP[s] + N6-L-threonylcarbamoyladenine37-tRNAs[s] => ADP[s] + Cyclic-N6-threonylcarbamoyl-A37-tRNAs[s] + H+[s] + phosphate[s]		jgi|Xylhe1|247430|fgenesh1_kg.5__671__Locus1161v3rpkm5.96_PRE	0	1000								2
GUANINE-DEAMINASE-RXN	guanine deaminase	guanine[s] + H+[s] + H2O[s] => ammonium[s] + xanthine[s]	ec-code/3.5.4.3	jgi|Xylhe1|253700|fgenesh1_pm.8__92 or jgi|Xylhe1|214448|e_gw1.11.3.1	0	1000			rhea/14666;kegg.reaction/R01676	purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic);guanosine nucleotides degradation III;guanosine nucleotides degradation II				2
RXN-15637	4-sulfoacetophenone monooxygenase	4-sulfoacetophenone[s] + NADPH[s] + oxygen[s] + H+[s] => 4-sulfophenyl acetate[s] + NADP+[s] + H2O[s]	ec-code/1.14.13	jgi|Xylhe1|211066|e_gw1.6.165.1	0	1000				3-(4-sulfophenyl)butanoate degradation			pubmed/23001656	2
GUANIDINOBUTYRASE-RXN	guanidinobutyrase;guanidinobutyrate amidinohydrolase	4-guanidinobutanoate[s] + H2O[s] => 4-aminobutanoate[s] + urea[s]	ec-code/3.5.3.7	jgi|Xylhe1|279646|estExt_Genemark1.C_1_t20047 or jgi|Xylhe1|212166|e_gw1.7.121.1 or jgi|Xylhe1|271339|gm1.7045_g	0	1000			rhea/19502;kegg.reaction/R01990	L-arginine degradation XII;L-arginine degradation IX (arginine:pyruvate transaminase pathway);L-arginine degradation VIII (arginine oxidase pathway);L-arginine degradation X (arginine monooxygenase pathway)				2
GTP-CYCLOHYDRO-II-RXN	GTP cyclohydrolase II	GTP[s] + 3 H2O[s] => 2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one[s] + formate[s] + diphosphate[s] + 2 H+[s]	ec-code/3.5.4.25	jgi|Xylhe1|263207|estExt_fgenesh1_pg.C_110053	0	1000			rhea/23705;kegg.reaction/R00425	toxoflavin biosynthesis;6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia);flavin biosynthesis III (fungi);flavin biosynthesis I (bacteria and plants)				2
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase;GTP cyclohydrolase I	GTP[s] + H2O[s] => 7,8-dihydroneopterin 3'-triphosphate[s] + formate[s] + H+[s]	ec-code/3.5.4.16	jgi|Xylhe1|254041|fgenesh1_pm.10__115	0	1000			rhea/17473;kegg.reaction/R00424	6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium);drosopterin and aurodrosopterin biosynthesis;tetrahydromonapterin biosynthesis;6-hydroxymethyl-dihydropterin diphosphate biosynthesis I;threo-tetrahydrobiopterin biosynthesis;preQ0 biosynthesis;erythro-tetrahydrobiopterin biosynthesis II;erythro-tetrahydrobiopterin biosynthesis I				2
