gene_IDs	gene_names	K_score
YHR163W	SOL3	0
A0A3F2Y3J1_DEKBR	TES1	0
YJR048W	CYC1	0
A0A3F2Y4H1_DEKBR	MLS1	0
A0A3F2Y2X8_DEKBR	ZWF1	0
YMR322C	SNO4	0
YOR391C	HSP33	0
YPL280W	HSP32	0
A0A3F2Y2L0_DEKBR	Metschnikowia_dekortum@Seq_167	0
A0A3F2Y6A6_DEKBR	Metschnikowia_matae@Seq_2628	0
A0A3F2Y9Y0_DEKBR	Nadsonia_fulvescens_var_elongata@Seq_5575	0
A0A3F2XYE1_DEKBR	Metschnikowia_proteae@Seq_895	0
