rxnID	source	panID_kegg_web	panID_eggnog_web	panID_RAVEN_kegg	panID_RAVEN_biocyc	panID_inter	panID_union	seedID	keggID	rxn_name_seed	rxn_name_kegg	formula_MNX	balance_MNX	Equation_MNX	EC_MNX	biocycID	reverse_biocyc	formula_biocyc	seed_equation	seed_definition	seed_direction	seed_reversibility	reverse_correction	dead_met_num	exist_panYeast	kegg_pathway_name
MNXR102035	kegg_web;eggnog_web;RAVEN_kegg	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Alloascoidea_hylecoeti@Seq_335;yHMPu5000034952_Citeromyces_siamensis@Seq_1655;Fusarium_graminearum@Seq_4952	yHMPu5000034904_Ogataea_nonfermentans@Seq_2519 or Fusarium_graminearum@Seq_4952	NA	Alloascoidea_hylecoeti@Seq_335;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Fusarium_graminearum@Seq_4952;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034952_Citeromyces_siamensis@Seq_1655	rxn01145	kegg:R01569	Thymidylate 5'-phosphohydrolase	thymidylate 5'-phosphohydrolase	1 `H2O` + 1 `dTMP` = 1 `thymidine` + 1 `phosphate`	TRUE	1 MNXM2@MNXD1 + 1 MNXM257@MNXD1 = 1 MNXM420@MNXD1 + 1 MNXM9@MNXD1	3.1.3.35;3.1.3.5;3.1.3.89	THYMIDYLATE-5-PHOSPHATASE-RXN	PHYSIOL-LEFT-TO-RIGHT	WATER + TMP => Pi + THYMIDINE	(1) cpd00001[0] + (1) cpd00298[0] <=> (1) cpd00009[0] + (1) cpd00184[0]	(1) H2O[0] + (1) dTMP[0] <=> (1) Phosphate[0] + (1) Thymidine[0]	=	>	0	0	TRUE	Pyrimidine metabolism;Metabolic pathways
MNXR102033	kegg_web;eggnog_web;RAVEN_kegg	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Alloascoidea_hylecoeti@Seq_335;yHMPu5000034952_Citeromyces_siamensis@Seq_1655;Fusarium_graminearum@Seq_4952	yHMPu5000034904_Ogataea_nonfermentans@Seq_2519 or Fusarium_graminearum@Seq_4952	NA	Alloascoidea_hylecoeti@Seq_335;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Fusarium_graminearum@Seq_4952;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034952_Citeromyces_siamensis@Seq_1655	rxn01218	kegg:R01664	2'-Deoxycytidine 5'-monophosphate phosphohydrolase	2'-deoxycytidine 5'-monophosphate phosphohydrolase	1 `H2O` + 1 `dCMP` = 1 `2'-deoxycytidine` + 1 `phosphate`	TRUE	1 MNXM2@MNXD1 + 1 MNXM266@MNXD1 = 1 MNXM704@MNXD1 + 1 MNXM9@MNXD1	3.1.3.5;3.1.3.89	RXN0-5292	LEFT-TO-RIGHT	DCMP + WATER => DEOXYCYTIDINE + Pi	(1) cpd00001[0] + (1) cpd00206[0] <=> (1) cpd00009[0] + (1) cpd00654[0]	(1) H2O[0] + (1) dCMP[0] <=> (1) Phosphate[0] + (1) Deoxycytidine[0]	=	>	0	0	TRUE	Pyrimidine metabolism
MNXR102038	kegg_web;eggnog_web;RAVEN_kegg	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Alloascoidea_hylecoeti@Seq_335;yHMPu5000034952_Citeromyces_siamensis@Seq_1655;Fusarium_graminearum@Seq_4952	yHMPu5000034904_Ogataea_nonfermentans@Seq_2519 or Fusarium_graminearum@Seq_4952	NA	Alloascoidea_hylecoeti@Seq_335;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Fusarium_graminearum@Seq_4952;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034952_Citeromyces_siamensis@Seq_1655	rxn01445	kegg:R01968	2'-Deoxyguanosine 5'-monophosphate phosphohydrolase	2'-deoxyguanosine 5'-monophosphate phosphohydrolase	1 `H2O` + 1 `dGMP` = 1 `2'-deoxyguanosine` + 1 `phosphate`	TRUE	1 MNXM2@MNXD1 + 1 MNXM546@MNXD1 = 1 MNXM647@MNXD1 + 1 MNXM9@MNXD1	3.1.3.5;3.1.3.89	RXN-14142	LEFT-TO-RIGHT	DGMP + WATER => DEOXYGUANOSINE + Pi	(1) cpd00001[0] + (1) cpd00296[0] <=> (1) cpd00009[0] + (1) cpd00277[0]	(1) H2O[0] + (1) dGMP[0] <=> (1) Phosphate[0] + (1) Deoxyguanosine[0]	=	>	0	0	TRUE	Purine metabolism;Metabolic pathways
MNXR102036	kegg_web;eggnog_web;RAVEN_kegg	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Alloascoidea_hylecoeti@Seq_335;yHMPu5000034952_Citeromyces_siamensis@Seq_1655;Fusarium_graminearum@Seq_4952	yHMPu5000034904_Ogataea_nonfermentans@Seq_2519 or Fusarium_graminearum@Seq_4952	NA	Alloascoidea_hylecoeti@Seq_335;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Fusarium_graminearum@Seq_4952;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034952_Citeromyces_siamensis@Seq_1655	rxn01507	kegg:R02088	2'-Deoxyadenosine 5'-monophosphate phosphohydrolase	2'-deoxyadenosine 5'-monophosphate phosphohydrolase	1 `H2O` + 1 `dAMP` = 1 `2'-deoxyadenosine` + 1 `phosphate`	TRUE	1 MNXM2@MNXD1 + 1 MNXM432@MNXD1 = 1 MNXM625@MNXD1 + 1 MNXM9@MNXD1	3.1.3.5;3.1.3.89	RXN-14161	LEFT-TO-RIGHT	DAMP + WATER => DEOXYADENOSINE + Pi	(1) cpd00001[0] + (1) cpd00294[0] <=> (1) cpd00009[0] + (1) cpd00438[0]	(1) H2O[0] + (1) dAMP[0] <=> (1) Phosphate[0] + (1) Deoxyadenosine[0]	=	>	0	0	TRUE	Purine metabolism;Metabolic pathways
MNXR102028	kegg_web;eggnog_web;RAVEN_kegg	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Alloascoidea_hylecoeti@Seq_335;yHMPu5000034952_Citeromyces_siamensis@Seq_1655;Fusarium_graminearum@Seq_4952	yHMPu5000034904_Ogataea_nonfermentans@Seq_2519 or Fusarium_graminearum@Seq_4952	NA	Alloascoidea_hylecoeti@Seq_335;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Fusarium_graminearum@Seq_4952;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034952_Citeromyces_siamensis@Seq_1655	rxn01521	kegg:R02102	2'-Deoxyuridine 5'-monophosphate phosphohydrolase	2'-deoxyuridine 5'-monophosphate phosphohydrolase	1 `H2O` + 1 `dUMP` = 1 `2'-deoxyuridine` + 1 `phosphate`	TRUE	1 MNXM2@MNXD1 + 1 MNXM234@MNXD1 = 1 MNXM492@MNXD1 + 1 MNXM9@MNXD1	3.1.3.5;3.1.3.89	RXN-14143	LEFT-TO-RIGHT	DUMP + WATER => DEOXYURIDINE + Pi	(1) cpd00001[0] + (1) cpd00299[0] <=> (1) cpd00009[0] + (1) cpd00412[0]	(1) H2O[0] + (1) dUMP[0] <=> (1) Phosphate[0] + (1) Deoxyuridine[0]	=	>	0	0	TRUE	Pyrimidine metabolism
MNXR102029	kegg_web;eggnog_web;RAVEN_kegg	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Alloascoidea_hylecoeti@Seq_335;yHMPu5000034952_Citeromyces_siamensis@Seq_1655;Fusarium_graminearum@Seq_4952	yHMPu5000034904_Ogataea_nonfermentans@Seq_2519 or Fusarium_graminearum@Seq_4952	NA	Alloascoidea_hylecoeti@Seq_335;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Fusarium_graminearum@Seq_4952;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;yHMPu5000034932_Kuraishia_ogatae@Seq_5368	Alloascoidea_hylecoeti@Seq_335;Candida_sojae@Seq_3351;yHMPu5000034904_Ogataea_nonfermentans@Seq_2519;Kuraishia_capsulata@Seq_1117;Fusarium_graminearum@Seq_4952;Candida_tropicalis@Seq_4072;Candida_tropicalis@Seq_1528;Saitoella_complicata@Seq_580;yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_4565;Candida_sojae@Seq_2577;Aspergillus_nidulans@Seq_5734;yHMPu5000034932_Kuraishia_ogatae@Seq_5368;Cyberlindnera_jadinii@Seq_1872;yHMPu5000034748_Lipomyces_oligophaga@Seq_4095;yHMPu5000034952_Citeromyces_siamensis@Seq_1655	rxn01961	kegg:R02719	Xanthosine 5'-phosphate phosphohydrolase	xanthosine 5'-phosphate phosphohydrolase	1 `H2O` + 1 `XMP` = 1 `xanthosine` + 1 `phosphate`	TRUE	1 MNXM2@MNXD1 + 1 MNXM298@MNXD1 = 1 MNXM687@MNXD1 + 1 MNXM9@MNXD1	3.1.3.5	XMPXAN-RXN	PHYSIOL-LEFT-TO-RIGHT	XANTHOSINE-5-PHOSPHATE + WATER => XANTHOSINE + Pi	(1) cpd00001[0] + (1) cpd00497[0] <=> (1) cpd00009[0] + (1) cpd01217[0]	(1) H2O[0] + (1) XMP[0] <=> (1) Phosphate[0] + (1) Xanthosine[0]	=	>	0	0	TRUE	Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites
MNXR97317	kegg_web;eggnog_web;RAVEN_kegg;RAVEN_biocyc	Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464;Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464	Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464;yHMPu5000034757_Lipomyces_doorenjongii@Seq_4851;Aspergillus_nidulans@Seq_304;Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Stagonospora_nodorum@Seq_3145;Aspergillus_nidulans@Seq_5582;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1152;Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464;yHMPu5000034757_Lipomyces_doorenjongii@Seq_4851;Aspergillus_nidulans@Seq_304;Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Stagonospora_nodorum@Seq_3145;Aspergillus_nidulans@Seq_5582;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1152	yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_23 or Sclerotinia_sclerotiorum@Seq_12832 or yHMPu5000034754_Lipomyces_arxii@Seq_7880;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_23 or Sclerotinia_sclerotiorum@Seq_12832 or yHMPu5000034754_Lipomyces_arxii@Seq_7880	Aspergillus_nidulans@Seq_5582	Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464;Aspergillus_nidulans@Seq_5582	Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464;yHMPu5000034757_Lipomyces_doorenjongii@Seq_4851;Aspergillus_nidulans@Seq_304;Stagonospora_nodorum@Seq_3145;Aspergillus_nidulans@Seq_5582;Lachancea_nothofagi@Seq_1152;yHMPu5000034754_Lipomyces_arxii@Seq_7880;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464	rxn00817	kegg:R01101	melibiose galactohydrolase	melibiose galactohydrolase	1 `melibiose` + 1 `H2O` = 1 `alpha-D-galactose` + 1 `D-glucose`	TRUE	1 MNXM1434@MNXD1 + 1 MNXM2@MNXD1 = 1 MNXM390@MNXD1 + 1 MNXM41@MNXD1	3.2.1.20;3.2.1.22	ALPHAGALACTOSID-RXN	PHYSIOL-LEFT-TO-RIGHT	MELIBIOSE + WATER => D-galactopyranose + Glucopyranose	(1) cpd00001[0] + (1) cpd03198[0] => (1) cpd00027[0] + (1) cpd00108[0]	(1) H2O[0] + (1) Melibiose[0] => (1) D-Glucose[0] + (1) Galactose[0]	>	<	0	0	FALSE	Galactose metabolism
MNXR103419	kegg_web;eggnog_web;RAVEN_kegg;RAVEN_biocyc	Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464	Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464;yHMPu5000034757_Lipomyces_doorenjongii@Seq_4851;Aspergillus_nidulans@Seq_304;Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Stagonospora_nodorum@Seq_3145;Aspergillus_nidulans@Seq_5582;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1152	yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_23 or Sclerotinia_sclerotiorum@Seq_12832 or yHMPu5000034754_Lipomyces_arxii@Seq_7880	Aspergillus_nidulans@Seq_5582	Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464;Aspergillus_nidulans@Seq_5582	Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464;yHMPu5000034757_Lipomyces_doorenjongii@Seq_4851;Aspergillus_nidulans@Seq_304;Stagonospora_nodorum@Seq_3145;Aspergillus_nidulans@Seq_5582;Lachancea_nothofagi@Seq_1152	rxn00818	kegg:R01103	Raffinose galactohydrolase	Raffinose galactohydrolase	1 `sucrose` + 1 `alpha-D-galactose` = 1 `H2O` + 1 `raffinose`	TRUE	1 MNXM167@MNXD1 + 1 MNXM390@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM621@MNXD1	3.2.1;3.2.1.22	RXN-11502	PHYSIOL-LEFT-TO-RIGHT	CPD-1099 + WATER => ALPHA-D-GALACTOSE + SUCROSE	(1) cpd00001[0] + (1) cpd00382[0] => (1) cpd00076[0] + (1) cpd00108[0]	(1) H2O[0] + (1) Melitose[0] => (1) Sucrose[0] + (1) Galactose[0]	>	=	0	0	FALSE	Galactose metabolism
MNXR100010	kegg_web;eggnog_web;RAVEN_kegg	Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464	Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464;yHMPu5000034757_Lipomyces_doorenjongii@Seq_4851;Aspergillus_nidulans@Seq_304;Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Stagonospora_nodorum@Seq_3145;Aspergillus_nidulans@Seq_5582;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1152	yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_23 or Sclerotinia_sclerotiorum@Seq_12832 or yHMPu5000034754_Lipomyces_arxii@Seq_7880	NA	Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464	Lachancea_nothofagi@Seq_1338;yHMPu5000034754_Lipomyces_arxii@Seq_7880;Sclerotinia_sclerotiorum@Seq_12832;Lachancea_nothofagi@Seq_1209;yHMPu5000034671_Blastobotrys_peoriensis@Seq_23;yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464;yHMPu5000034757_Lipomyces_doorenjongii@Seq_4851;Aspergillus_nidulans@Seq_304;Stagonospora_nodorum@Seq_3145;Aspergillus_nidulans@Seq_5582;Lachancea_nothofagi@Seq_1152	rxn02596	kegg:R03634	R03634		1 `stachyose` + 1 `H2O` = 1 `alpha-D-galactose` + 1 `raffinose`	TRUE	1 MNXM1503@MNXD1 + 1 MNXM2@MNXD1 = 1 MNXM390@MNXD1 + 1 MNXM621@MNXD1	3.2.1.22	RXN-11501	PHYSIOL-LEFT-TO-RIGHT	CPD-170 + WATER => CPD-1099 + ALPHA-D-GALACTOSE	(1) cpd00001[0] + (1) cpd01133[0] => (1) cpd00108[0] + (1) cpd00382[0]	(1) H2O[0] + (1) Stachyose[0] => (1) Galactose[0] + (1) Melitose[0]	>	=	0	0	FALSE	Galactose metabolism
MNXR105208	kegg_web;RAVEN_biocyc	yHMPu5000035665_Middelhovenomyces_tepae@Seq_1701	NA	NA	yHMPu5000035665_Middelhovenomyces_tepae@Seq_1701 or Metschnikowia_hibisci@Seq_562 or Fusarium_graminearum@Seq_10210 or Fusarium_graminearum@Seq_10534 or Neurospora_crassa@Seq_8057	yHMPu5000035665_Middelhovenomyces_tepae@Seq_1701	yHMPu5000035665_Middelhovenomyces_tepae@Seq_1701;Metschnikowia_hibisci@Seq_562;Fusarium_graminearum@Seq_10210;Fusarium_graminearum@Seq_10534;Neurospora_crassa@Seq_8057	rxn03969	kegg:R05699	vanillin:NAD oxidoreductase	vanillin:NAD oxidoreductase	2 `H(+)` + 1 `NADH` + 1 `vanillate` = 1 `H2O` + 1 `4-hydroxy 3-methoxybenzaldehyde` + 1 `NAD(+)`	TRUE	2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM982@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM754@MNXD1 + 1 MNXM8@MNXD1	1.2.1.67	1.2.1.67-RXN	LEFT-TO-RIGHT	VANILLIN + WATER + NAD => VANILLATE + NADH + 2 PROTON	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00561[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd04073[0]	(1) H2O[0] + (1) NAD[0] + (1) Vanillin[0] <=> (1) NADH[0] + (2) H+[0] + (1) Vanillate[0]	=	=	0	1	TRUE	Aminobenzoate degradation;Microbial metabolism in diverse environments
