rxns	rxnNames	formulas	flux	grRules	subSystems
r_1457	inositol-P-ceramide D (C24) [Golgi] SLIME rxn	inositol-P-ceramide D (C24)[g] => 0.94226 inositol-P-ceramide backbone[g] + 0.28448 C18:0 chain[c] + 0.36864 C24:0 chain[c]	0		
r_1458	inositol-P-ceramide D (C26) [Golgi] SLIME rxn	inositol-P-ceramide D (C26)[g] => 0.97032 inositol-P-ceramide backbone[g] + 0.28448 C18:0 chain[c] + 0.3967 C26:0 chain[c]	0		
r_1479	inositol phosphomannosylinositol phosphoceramide A (C24) [Golgi] SLIME rxn	inositol phosphomannosylinositol phosphoceramide A (C24)[g] => 1.2985 inositol phosphomannosylinositol phosphoceramide backbone[g] + 0.28448 C18:0 chain[c] + 0.36864 C24:0 chain[c]	0		
r_1480	inositol phosphomannosylinositol phosphoceramide A (C26) [Golgi] SLIME rxn	inositol phosphomannosylinositol phosphoceramide A (C26)[g] => 1.3266 inositol phosphomannosylinositol phosphoceramide backbone[g] + 0.28448 C18:0 chain[c] + 0.3967 C26:0 chain[c]	0		
r_1481	inositol phosphomannosylinositol phosphoceramide B' (C24) [Golgi] SLIME rxn	inositol phosphomannosylinositol phosphoceramide B' (C24)[g] => 1.3145 inositol phosphomannosylinositol phosphoceramide backbone[g] + 0.28448 C18:0 chain[c] + 0.36864 C24:0 chain[c]	0		
r_1482	inositol phosphomannosylinositol phosphoceramide B' (C26) [Golgi] SLIME rxn	inositol phosphomannosylinositol phosphoceramide B' (C26)[g] => 1.3426 inositol phosphomannosylinositol phosphoceramide backbone[g] + 0.28448 C18:0 chain[c] + 0.3967 C26:0 chain[c]	0		
r_1483	inositol phosphomannosylinositol phosphoceramide B (C24) [Golgi] SLIME rxn	inositol phosphomannosylinositol phosphoceramide B (C24)[g] => 1.3145 inositol phosphomannosylinositol phosphoceramide backbone[g] + 0.28448 C18:0 chain[c] + 0.36864 C24:0 chain[c]	0		
r_1484	inositol phosphomannosylinositol phosphoceramide B (C26) [Golgi] SLIME rxn	inositol phosphomannosylinositol phosphoceramide B (C26)[g] => 1.3426 inositol phosphomannosylinositol phosphoceramide backbone[g] + 0.28448 C18:0 chain[c] + 0.3967 C26:0 chain[c]	0		
r_1485	inositol phosphomannosylinositol phosphoceramide C (C24) [Golgi] SLIME rxn	inositol phosphomannosylinositol phosphoceramide C (C24)[g] => 1.3305 inositol phosphomannosylinositol phosphoceramide backbone[g] + 0.28448 C18:0 chain[c] + 0.36864 C24:0 chain[c]	0		
r_1486	inositol phosphomannosylinositol phosphoceramide C (C26) [Golgi] SLIME rxn	inositol phosphomannosylinositol phosphoceramide C (C26)[g] => 1.3586 inositol phosphomannosylinositol phosphoceramide backbone[g] + 0.28448 C18:0 chain[c] + 0.3967 C26:0 chain[c]	0		
