ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM	REPLACEMENT ID	NOTE	REFERENCE	CONFIDENCE SCORE
RXN3O-54	2-hexaprenyl-6-methoxy-1,4-benzoquinol C-methyltransferase	2-methoxy-6-all trans-hexaprenyl-1,4-benzoquinol[s] + S-ADENOSYLMETHIONINE[s] => 6-methoxy-3-methyl-2-all-trans-hexaprenyl-1,4-benzoquinol[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.201	Zygosaccharomyces_rouxii@Seq_251	0	1000			kegg.reaction/R04990;rhea/28286	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)				2
RXN3O-504	phytosphingoid 1-phosphate phsophatase;phytosphingosine 1-phosphate phosphatase	phytosphingosine 1-phosphate[s] + H2O[s] => phytosphingosine[s] + phosphate[s]	ec-code/3.1.3	Zygosaccharomyces_rouxii@Seq_1615	0	1000				sphingolipid recycling and degradation (yeast)				2
RXN3O-470	acetoin synthase	2 acetaldehyde[s] => ACETOIN[s]		Zygosaccharomyces_rouxii@Seq_4148	0	1000				pyruvate fermentation to acetoin III				2
KYNURENINE-3-MONOOXYGENASE-RXN	kynurenine 3-monooxygenase	L-kynurenine[s] + NADPH[s] + oxygen[s] + H+[s] => 3-hydroxy-L-kynurenine[s] + NADP+[s] + H2O[s]	ec-code/1.14.13.9	Zygosaccharomyces_rouxii@Seq_999	0	1000			rhea/20546;kegg.reaction/R01960	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde;3-hydroxy-4-methyl-anthranilate biosynthesis II;3-hydroxy-4-methyl-anthranilate biosynthesis I;L-tryptophan degradation XI (mammalian, via kynurenine)				2
RXN3O-458	phytosphingosine kinase	ATP[s] + phytosphingosine[s] => ADP[s] + phytosphingosine 1-phosphate[s] + H+[s]	ec-code/2.7.1.91	Zygosaccharomyces_rouxii@Seq_3687	0	1000			rhea/33564	sphingolipid recycling and degradation (yeast)				2
RXN3O-4157	L-tyrosine:pyruvate aminotransferase	pyruvate[s] + L-tyrosine[s] <=> L-alanine[s] + 3-(4-hydroxyphenyl)pyruvate[s]	ec-code/2.6.1.58	Zygosaccharomyces_rouxii@Seq_3712	-1000	1000			kegg.reaction/R09254	L-tyrosine degradation III				2
RXN3O-4113	tyrosol dehydrogenase;tyrosol:NAD+oxidoreductase	(4-hydroxyphenyl)acetaldehyde[s] + NADH[s] + H+[s] => 4-tyrosol[s] + NAD+[s]	ec-code/1.1.1.1	Zygosaccharomyces_rouxii@Seq_2442 or Zygosaccharomyces_rouxii@Seq_2786 or Zygosaccharomyces_rouxii@Seq_3007	0	1000			kegg.reaction/R04304	salidroside biosynthesis;L-tyrosine degradation III				2
KETOGLUTREDUCT-RXN	2-oxoglutarate reductase;2-oxoglutarate reductase ((R)-2-hydroxyglutarate-forming)	NAD+[s] + (R)-2-hydroxyglutarate[s] <=> 2-oxoglutarate[s] + NADH[s] + H+[s]	ec-code/1.1.1.399	Zygosaccharomyces_rouxii@Seq_1325	-1000	1000			kegg.reaction/R11337;rhea/49615	L-glutamate degradation V (via hydroxyglutarate)				2
RXN3O-227	C-22 sterol desaturase	ergosta-5,7,24(28)-trien-3beta-ol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => ergosta-5,7,22,24(28)-tetraen-3-beta-ol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + 2 H2O[s]	ec-code/1.14.19.41	Zygosaccharomyces_rouxii@Seq_3235	0	1000			rhea/33468;kegg.reaction/R07506	ergosterol biosynthesis I				2
RXN3O-218	C-5 sterol desaturase;episterol C-5 desaturase;epi-sterol-desaturase	episterol[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => ergosta-5,7,24(28)-trien-3beta-ol[s] + 2 FERRICYTOCHROME-B5[s] + 2 H2O[s]	ec-code/1.14.19.20	Zygosaccharomyces_rouxii@Seq_1228	0	1000			rhea/33464;kegg.reaction/R07505;kegg.reaction/R07491	plant sterol biosynthesis;ergosterol biosynthesis I				2
RXN3O-203	C-8 sterol isomerase	fecosterol[s] => episterol[s]		Zygosaccharomyces_rouxii@Seq_4332	0	1000			rhea/33436;kegg.reaction/R07497	ergosterol biosynthesis I				2
RXN3O-178	SAM:C-24 sterol methyltransferase	S-ADENOSYLMETHIONINE[s] + zymosterol[s] => S-adenosyl-L-homocysteine[s] + fecosterol[s] + H+[s]	ec-code/2.1.1.41	Zygosaccharomyces_rouxii@Seq_1172	0	1000			rhea/21129;kegg.reaction/R04427	ergosterol biosynthesis I				2
RXN3O-1380	sphinganine 4-hydroxylase;sphinganine C4-hydroxylase	D-erythro-sphinganine[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => 2 FERRICYTOCHROME-B5[s] + phytosphingosine[s] + H2O[s]	ec-code/1.14.18.5	Zygosaccharomyces_rouxii@Seq_2022	0	1000			rhea/33522;kegg.reaction/R06525	sphingolipid biosynthesis (plants);sphingolipid biosynthesis (yeast)				2
RXN3O-102	2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol O-methyltransferase	3-demethylubiquinol-6[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + H+[s] + ubiquinol-6[s]	ec-code/2.1.1.64	Zygosaccharomyces_rouxii@Seq_3655	0	1000			rhea/44401;kegg.reaction/R02175	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)				2
RXN-1602	diacylglycerol lipase;hormone-sensitive lipase	1-2-Diglycerides[s] + H2O[s] => CPD-409[s] + Fatty-Acids[s] + H+[s]	ec-code/3.1.1.34;ec-code/3.1.1.79	Zygosaccharomyces_rouxii@Seq_427	0	1000			kegg.reaction/R05209;rhea/18761	triacylglycerol degradation			pubmed/10940339;pubmed/7240206;pubmed/14169138;pubmed/8912675	2
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	isocitrate dehydrogenase;NAD+-dependent isocitrate dehydrogenase	NAD+[s] + D-threo-isocitrate[s] => 2-oxoglutarate[s] + CO2[s] + NADH[s]	ec-code/1.1.1.286;ec-code/1.1.1.41	Zygosaccharomyces_rouxii@Seq_1059 or Zygosaccharomyces_rouxii@Seq_2599	0	1000			rhea/23632;kegg.reaction/R00709	TCA cycle II (plants and fungi);TCA cycle III (animals);L-glutamine biosynthesis III				2
ISOCIT-CLEAV-RXN	isocitrate lyase	D-threo-isocitrate[s] <=> glyoxylate[s] + succinate[s]	ec-code/4.1.3.1	Zygosaccharomyces_rouxii@Seq_2457 or Zygosaccharomyces_rouxii@Seq_3539	-1000	1000			rhea/13248;kegg.reaction/R00479	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase);TCA cycle IV (2-oxoglutarate decarboxylase);glyoxylate cycle				2
IPPISOM-RXN	isopentenyl-diphosphate Delta-isomerase;isopentenyl-diphosphate delta-isomerase;isopentenyl diphosphate isomerase;isopentenyl pyrophosphate isomerase;IPP isomerase	isopentenyl diphosphate[s] <=> dimethylallyl diphosphate[s]	ec-code/5.3.3.2	Zygosaccharomyces_rouxii@Seq_3330	-1000	1000			rhea/23287;kegg.reaction/R01123	mono-trans, poly-cis decaprenyl phosphate biosynthesis;mevalonate pathway III (archaea);mevalonate pathway I;trans, trans-farnesyl diphosphate biosynthesis;all-trans-farnesol biosynthesis;methylerythritol phosphate pathway I;methylerythritol phosphate pathway II;isoprene biosynthesis II (engineered);bisabolene biosynthesis (engineered);mevalonate pathway II (archaea)				2
INOPHOSPHOR-RXN	inosine phosphorylase	inosine[s] + phosphate[s] <=> hypoxanthine[s] + alpha-D-ribose-1-phosphate[s]	ec-code/2.4.2.1	Zygosaccharomyces_rouxii@Seq_3057	-1000	1000			rhea/27649;kegg.reaction/R01863	purine ribonucleosides degradation;adenosine nucleotides degradation II;adenine and adenosine salvage III			pubmed/11337031	2
IMPCYCLOHYDROLASE-RXN	inosine monophosphate cyclohydrolase;IMP cyclohydrolase	IMP[s] + H2O[s] <=> 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide[s]	ec-code/3.5.4.10	Zygosaccharomyces_rouxii@Seq_2866	-1000	1000			rhea/18448;kegg.reaction/R01127	inosine-5'-phosphate biosynthesis III;inosine-5'-phosphate biosynthesis I;inosine-5'-phosphate biosynthesis II				2
IMP-DEHYDROG-RXN	IMP dehydrogenase;inosine-5'-monophosphate dehydrogenase;inosine 5'-monophosphate dehydrogenase	IMP[s] + NAD+[s] + H2O[s] <=> NADH[s] + H+[s] + XMP[s]	ec-code/1.1.1.205	Zygosaccharomyces_rouxii@Seq_2998	-1000	1000			rhea/11711;kegg.reaction/R01130	guanosine ribonucleotides de novo biosynthesis;inosine 5'-phosphate degradation;adenosine nucleotides degradation I				2
IMIDPHOSDEHYD-RXN	imidazoleglycerol-phosphate dehydratase;imidazoleglycerolphosphate dehydratase;imidazoleglycerol phosphate dehydratase	D-erythro-imidazole-glycerol-phosphate[s] => imidazole acetol-phosphate[s] + H2O[s]	ec-code/4.2.1.19	Zygosaccharomyces_rouxii@Seq_3225	0	1000			rhea/11041;kegg.reaction/R03457	L-histidine biosynthesis				2
RXN-15881	cysteine desulfurase;L-cysteine desulfurase	L-cysteine[s] + L-Cysteine-Desulfurases[s] => L-alanine[s] + Persulfurated-L-cysteine-desulfurases[s]	ec-code/2.8.1.7	Zygosaccharomyces_rouxii@Seq_36	0	1000				[2Fe-2S] iron-sulfur cluster biosynthesis				2
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	hydroxymethylglutaryl CoA synthase;hydroxymethylglutaryl-CoA synthase;hydroxymethyl glutaryl-CoA synthase	acetoacetyl-CoA[s] + acetyl-CoA[s] + H2O[s] <=> (S)-3-hydroxy-3-methylglutaryl-CoA[s] + coenzyme A[s] + H+[s]	ec-code/2.3.3.10	Zygosaccharomyces_rouxii@Seq_1660	-1000	1000			rhea/10191;kegg.reaction/R01978	mevalonate pathway III (archaea);mevalonate pathway I;ferrichrome A biosynthesis;isoprene biosynthesis II (engineered);ketogenesis;mevalonate pathway II (archaea)				2
RXN-15846	25S rRNA (uracil2634-N3)-methyltransferase	25S-rRNA-uracil-2634[s] + S-ADENOSYLMETHIONINE[s] => 25S-rRNA-N3-methyl-uracil-2634[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.313	Zygosaccharomyces_rouxii@Seq_568	0	1000								2
RXN-15845	25S rRNA (uracil2843-N3)-methyltransferase	25S-rRNA-uracil-2843[s] + S-ADENOSYLMETHIONINE[s] => 25S-rRNA-N3-methyl-uracil-2843[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.312	Zygosaccharomyces_rouxii@Seq_611	0	1000								2
RXN-15844	25S rRNA (cytosine2278-C5)-methyltransferase	Cytosine2278-in-25S-rRNA[s] + S-ADENOSYLMETHIONINE[s] => 5-methylcytosine2278-in-25S-rRNA[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.311	Zygosaccharomyces_rouxii@Seq_3507	0	1000			rhea/43181					2
RXN-15843	25S rRNA (cytosine2870-C5)-methyltransferase	Cytosine2870-in-25S-rRNA[s] + S-ADENOSYLMETHIONINE[s] => 5-methylcytosine2870-in-25S-rRNA[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.310	Zygosaccharomyces_rouxii@Seq_79	0	1000			rhea/43177					2
RXN-15842	18S rRNA (guanine1575-N7)-methyltransferase	Guanine1575-in-18StRNAs[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + N7-methylGuanine1575-in-18StRNAs[s]	ec-code/2.1.1.309	Zygosaccharomyces_rouxii@Seq_640	0	1000								2
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	homoserine O-acetyltransferase	acetyl-CoA[s] + L-homoserine[s] <=> coenzyme A[s] + O-acetyl-L-homoserine[s]	ec-code/2.3.1.31	Zygosaccharomyces_rouxii@Seq_2174 or Zygosaccharomyces_rouxii@Seq_3071	-1000	1000			rhea/13704;kegg.reaction/R01776	L-homocysteine biosynthesis				2
RXN-15776	methylated diphthine methylhydrolase	Diphthine-methyl-ester-EF2[s] + H2O[s] => DIPHTINE[s] + methanol[s] + H+[s]	ec-code/3.1.1.97	Zygosaccharomyces_rouxii@Seq_1294	0	1000			rhea/42657	diphthamide biosynthesis II (eukaryotes)				2
HOMOSERDEHYDROG-RXN	homoserine dehydrogenase	L-aspartate 4-semialdehyde[s] + NADH-P-OR-NOP[s] + H+[s] => L-homoserine[s] + NAD-P-OR-NOP[s]	ec-code/1.1.1.3	Zygosaccharomyces_rouxii@Seq_4093	0	1000			rhea/15759;kegg.reaction/R01773;kegg.reaction/R01775	L-homoserine biosynthesis				2
RXN-15775	diphthine synthase	2-3-CARBOXY-3-AMINOPROPYL-L-HISTIDINE[s] + 4 S-ADENOSYLMETHIONINE[s] => 4 S-adenosyl-L-homocysteine[s] + Diphthine-methyl-ester-EF2[s] + 3 H+[s]	ec-code/2.1.1.314	Zygosaccharomyces_rouxii@Seq_2008	0	1000			rhea/42653	diphthamide biosynthesis II (eukaryotes)			pubmed/15485916	2
HOMOCYSMET-RXN	cobalamin-independent homocysteine transmethylase;cobalamin-independent methionine synthase;5-methyltetrahydropteroyltriglutamate:homocysteine S-methyltransferase;homocysteine methyltransferase	5-methyltetrahydropteroyl tri-L-glutamate[s] + L-homocysteine[s] <=> tetrahydropteroyl tri-L-glutamate[s] + L-methionine[s]	ec-code/2.1.1.14	Zygosaccharomyces_rouxii@Seq_1030	-1000	1000			rhea/21199;kegg.reaction/R04405	L-methionine biosynthesis II (plants);L-methionine biosynthesis I;L-methionine biosynthesis III;S-adenosyl-L-methionine cycle I;S-adenosyl-L-methionine cycle II				2
HOMOCITRATE-SYNTHASE-RXN	(R)-homocitrate synthase	2-oxoglutarate[s] + acetyl-CoA[s] + H2O[s] <=> coenzyme A[s] + (2R)-homocitrate[s] + H+[s]	ec-code/2.3.3.14	Zygosaccharomyces_rouxii@Seq_905 or Zygosaccharomyces_rouxii@Seq_2524	-1000	1000			rhea/12932;kegg.reaction/R00271	FeMo cofactor biosynthesis;L-lysine biosynthesis IV;coenzyme B biosynthesis;L-lysine biosynthesis V				2
HISTOLDEHYD-RXN	histidinol dehydrogenase	histidinol[s] + NAD+[s] <=> histidinal[s] + NADH[s] + H+[s]		Zygosaccharomyces_rouxii@Seq_3886	-1000	1000			rhea/33799;kegg.reaction/R03012	L-histidine biosynthesis			pubmed/8037463;pubmed/22303266	2
HISTIDPHOS-RXN	L-histidinol-phosphate phosphatase;histidinol-phosphatase;histidinol phosphate phosphatase	L-histidinol phosphate[s] + H2O[s] => histidinol[s] + phosphate[s]	ec-code/3.1.3.15	Zygosaccharomyces_rouxii@Seq_3225	0	1000			rhea/14466;kegg.reaction/R03013	L-histidine biosynthesis				2
HISTALDEHYD-RXN	histidinol dehydrogenase;histidinal dehydrogenase	histidinal[s] + NAD+[s] + H2O[s] => L-histidine[s] + NADH[s] + 2 H+[s]		Zygosaccharomyces_rouxii@Seq_3886	0	1000			rhea/33804;kegg.reaction/R01163	L-histidine biosynthesis			pubmed/8037463;pubmed/22303266	2
GUANYL-KIN-RXN	GMP kinase;guanylate kinase	ATP[s] + GMP[s] <=> ADP[s] + GDP[s]	ec-code/2.7.4.8	Zygosaccharomyces_rouxii@Seq_3037	-1000	1000			rhea/20780;kegg.reaction/R00332	guanosine ribonucleotides de novo biosynthesis				2
RXN0-7141	D-ribulose 5-phosphate 1-dehydrogenase	NADH[s] + H+[s] + D-ribulose 5-phosphate[s] => 1-deoxy-D-xylulose 5-phosphate[s] + NAD+[s] + H2O[s]	ec-code/1.17.1	Zygosaccharomyces_rouxii@Seq_1863 or Zygosaccharomyces_rouxii@Seq_2307 or Zygosaccharomyces_rouxii@Seq_3043	0	1000							pubmed/25326299	2
GUANINE-DEAMINASE-RXN	guanine deaminase	guanine[s] + H+[s] + H2O[s] => ammonium[s] + xanthine[s]	ec-code/3.5.4.3	Zygosaccharomyces_rouxii@Seq_1250	0	1000			rhea/14666;kegg.reaction/R01676	purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic);guanosine nucleotides degradation III;guanosine nucleotides degradation II				2
GUANIDINOBUTYRASE-RXN	guanidinobutyrase;guanidinobutyrate amidinohydrolase	4-guanidinobutanoate[s] + H2O[s] => 4-aminobutanoate[s] + urea[s]	ec-code/3.5.3.7	Zygosaccharomyces_rouxii@Seq_117 or Zygosaccharomyces_rouxii@Seq_2813	0	1000			rhea/19502;kegg.reaction/R01990	L-arginine degradation XII;L-arginine degradation IX (arginine:pyruvate transaminase pathway);L-arginine degradation VIII (arginine oxidase pathway);L-arginine degradation X (arginine monooxygenase pathway)				2
GTP-CYCLOHYDRO-II-RXN	GTP cyclohydrolase II	GTP[s] + 3 H2O[s] => 2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one[s] + formate[s] + diphosphate[s] + 2 H+[s]	ec-code/3.5.4.25	Zygosaccharomyces_rouxii@Seq_3642	0	1000			rhea/23705;kegg.reaction/R00425	toxoflavin biosynthesis;6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia);flavin biosynthesis III (fungi);flavin biosynthesis I (bacteria and plants)				2
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase;GTP cyclohydrolase I	GTP[s] + H2O[s] => 7,8-dihydroneopterin 3'-triphosphate[s] + formate[s] + H+[s]	ec-code/3.5.4.16	Zygosaccharomyces_rouxii@Seq_1447	0	1000			rhea/17473;kegg.reaction/R00424	6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium);drosopterin and aurodrosopterin biosynthesis;tetrahydromonapterin biosynthesis;6-hydroxymethyl-dihydropterin diphosphate biosynthesis I;threo-tetrahydrobiopterin biosynthesis;preQ0 biosynthesis;erythro-tetrahydrobiopterin biosynthesis II;erythro-tetrahydrobiopterin biosynthesis I				2
GST-RXN	glutathione transferase;1-chloro-2,4-dinitrobenzene glutathione S-transferase	1-chloro-2,4-dinitrobenzene[s] + glutathione[s] => chloride[s] + H+[s] + 2,4-dinitrophenyl-S-glutathione[s]	ec-code/2.5.1.18	Zygosaccharomyces_rouxii@Seq_1487 or Zygosaccharomyces_rouxii@Seq_2488 or Zygosaccharomyces_rouxii@Seq_3199	0	1000			rhea/51223					2
GSHTRAN-RXN	glutathione S-transferase;glutathione transferase	glutathione[s] + RX[s] => HX[s] + S-Substituted-Glutathione[s]	ec-code/2.5.1.18	Zygosaccharomyces_rouxii@Seq_1487 or Zygosaccharomyces_rouxii@Seq_2488 or Zygosaccharomyces_rouxii@Seq_3199	0	1000			rhea/16438;kegg.reaction/R03522	glutathione-mediated detoxification II;glutathione-mediated detoxification I				2
RXN0-7068	5-carboxymethylaminomethyluridineuridine-[tRNA] synthase;5-carboxymethylaminomethyluridine-tRNA synthase	Acceptor[s] + glycine[s] + GTP[s] + METHYLENE-THF-GLU-N[s] + H2O[s] + tRNA-uridine34[s] => DIHYDROFOLATE-GLU-N[s] + Donor-H2[s] + GDP[s] + 2 H+[s] + phosphate[s] + tRNA-containing-5-CarbMeAminome-uridine[s]		Zygosaccharomyces_rouxii@Seq_921 or Zygosaccharomyces_rouxii@Seq_1808	0	1000				tRNA-uridine 2-thiolation (yeast mitochondria)				2
GPPSYN-RXN	geranyl pyrophosphate synthase;dimethylallyltransferase;geranylpyrophosphate synthase;geranyl diphosphate synthase;dimethylallyltranstransferase	dimethylallyl diphosphate[s] + isopentenyl diphosphate[s] => geranyl diphosphate[s] + diphosphate[s]	ec-code/2.5.1.1	Zygosaccharomyces_rouxii@Seq_3937	0	1000			rhea/22408;kegg.reaction/R01658	ipsdienol biosynthesis;mono-trans, poly-cis decaprenyl phosphate biosynthesis;(3R)-linalool biosynthesis;stellatic acid biosynthesis;trans, trans-farnesyl diphosphate biosynthesis;all-trans-farnesol biosynthesis;viridicatumtoxin biosynthesis;bisabolene biosynthesis (engineered);linalool biosynthesis I;(3S)-linalool biosynthesis;geranyl diphosphate biosynthesis				2
GPH-RXN	phosphoglycolate phosphatase;2-phosphoglycerate phosphatase	2-phosphoglycolate[s] + H2O[s] => glycolate[s] + phosphate[s]	ec-code/3.1.3.18	Zygosaccharomyces_rouxii@Seq_160	0	1000			rhea/14370;kegg.reaction/R01334	photorespiration				2
GMP-SYN-GLUT-RXN	GMP synthase;xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)	ATP[s] + L-glutamine[s] + H2O[s] + XMP[s] => AMP[s] + L-glutamate[s] + GMP[s] + diphosphate[s] + 2 H+[s]	ec-code/6.3.5.2	Zygosaccharomyces_rouxii@Seq_400	0	1000			rhea/11681;kegg.reaction/R01231	guanosine ribonucleotides de novo biosynthesis				2
